Region,Borough_Census_Area,Community,All_Cases,Community_Cases,Secondary_Cases,Travel_Cases,UI_Cases,Hospitalizations,Deaths,Recovered,Active,ObjectId,Residency,All_Cases__New_
Gulf Coast,Kenai Peninsula Borough,Homer,2,1,0,1,0,0,0,2,0,54,Non-Resident,0
Gulf Coast,Kenai Peninsula Borough,Kenai,5,0,2,2,1,0,0,4,1,55,Non-Resident,0
Gulf Coast,Kenai Peninsula Borough,Nikiski,2,0,2,0,0,0,0,2,0,56,Non-Resident,0
Gulf Coast,Kenai Peninsula Borough,Other North,1,0,0,0,1,0,0,0,1,57,Non-Resident,0
Gulf Coast,Kenai Peninsula Borough,Seward,14,3,0,1,10,0,0,2,12,58,Non-Resident,0
Gulf Coast,Kodiak Island Borough,Kodiak,6,1,0,3,2,0,0,0,6,59,Non-Resident,0
Gulf Coast,Valdez-Cordova Census Area,Cordova,5,0,0,3,2,0,0,1,4,60,Non-Resident,0
Gulf Coast,Valdez-Cordova Census Area,Other,12,0,0,2,10,0,0,1,11,61,Non-Resident,0
Gulf Coast,Valdez-Cordova Census Area,Valdez,15,1,2,0,12,0,0,1,14,62,Non-Resident,0
Interior,Denali Borough,Healy,1,0,0,0,1,0,0,0,1,63,Non-Resident,0
Interior,Fairbanks North Star Borough,Fairbanks,22,0,7,4,11,0,0,5,17,64,Non-Resident,0
Interior,Southeast Fairbanks Census Area,Delta Junction,12,0,7,0,5,0,0,5,7,65,Non-Resident,0
Matanuska-Susitna,Matanuska-Susitna Borough,Other,1,0,0,0,1,0,0,0,1,66,Non-Resident,0
Matanuska-Susitna,Matanuska-Susitna Borough,Wasilla,2,0,0,1,1,0,0,1,1,67,Non-Resident,0
Northern,Nome Census Area,Nome,3,1,0,1,1,0,0,1,2,68,Non-Resident,0
Northern,North Slope Borough,Prudhoe Bay,1,0,0,0,1,0,0,0,1,69,Non-Resident,0
Southeast,Haines Borough,Haines,1,0,0,1,0,0,0,0,1,70,Non-Resident,0
Southeast,Haines Borough,Other,3,0,0,0,3,0,0,0,3,71,Non-Resident,0
Southeast,Juneau City and Borough,Juneau,6,2,0,2,2,0,0,3,3,72,Non-Resident,0
Southeast,Ketchikan Gateway Borough,Ketchikan,9,1,0,7,1,0,0,7,2,73,Non-Resident,0
Southeast,Petersburg Borough,Petersburg,4,1,0,1,2,0,0,1,3,74,Non-Resident,0
Southeast,Prince of Wales-Hyder Census Area,Craig,1,1,0,0,0,0,0,1,0,75,Non-Resident,0
Southeast,Sitka City and Borough,Sitka,6,0,1,2,3,0,0,3,3,76,Non-Resident,0
Southeast,Wrangell City and Borough,Wrangell,5,0,0,4,1,0,0,4,1,77,Non-Resident,0
Southeast,Yakutat plus Hoonah-Angoon,Other,1,0,0,1,0,0,0,1,0,78,Non-Resident,0
Southwest,Aleutians East Borough,Other,2,0,0,1,1,0,0,1,1,79,Non-Resident,0
Southwest,Aleutians West Census Area,Unalaska,5,0,0,3,2,0,0,3,2,80,Non-Resident,0
Southwest,Bethel Census Area,Bethel,2,0,0,2,0,0,0,2,0,81,Non-Resident,0
Southwest,Bristol Bay plus Lake and Peninsula,Other,56,4,4,17,31,0,0,8,48,82,Non-Resident,0
Southwest,Dillingham Census Area,Dillingham,21,0,1,1,19,0,0,2,19,83,Non-Resident,0
Unknown,Unknown,Unknown,13,0,0,1,12,0,0,0,13,84,Non-Resident,1
