wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,gdp,gdp_per_capita,human_capital_index,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,open_street_maps,latitude,longitude,elevation,area,rural_area,urban_area,noaa_station,noaa_distance,average_temperature,minimum_temperature,maximum_temperature,rainfall,snowfall,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,stringency_index,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds,nurses,physicians,health_expenditure,out_of_pocket_health_expenditure,population,population_male,population_female,rural_population,urban_population,largest_city_population,clustered_population,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_89,population_age_90_99,new_hospitalized,total_hospitalized,current_hospitalized,new_intensive_care,total_intensive_care,current_intensive_care,new_ventilator,total_ventilator,current_ventilator
Q62823,,CO,Colombia,08,Atlántico,08001,Barranquilla,CO,COL,2,2020-03-16,2,0,0,,2,0,0,,,,,,,,,,,,10.963889,-74.796389,18,154,,,80028099999,8.3887474,29.009259,23.972222,34.805556,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274250,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q62823,,CO,Colombia,08,Atlántico,08001,Barranquilla,CO,COL,2,2020-03-19,3,0,0,,5,0,0,,,,,,,,,,,,10.963889,-74.796389,18,154,,,80028099999,8.3887474,29.37037,23.37963,35.027778,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274250,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q62823,,CO,Colombia,08,Atlántico,08001,Barranquilla,CO,COL,2,2020-03-21,2,0,0,,7,0,0,,,,,,,,,,,,10.963889,-74.796389,18,154,,,80028099999,8.3887474,28.740741,23.083333,33.518519,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274250,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q62823,,CO,Colombia,08,Atlántico,08001,Barranquilla,CO,COL,2,2020-03-24,2,0,2,,9,0,2,,,,,,,,,,,,10.963889,-74.796389,18,154,,,80028099999,8.3887474,29.361111,24.083333,34.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274250,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q62823,,CO,Colombia,08,Atlántico,08001,Barranquilla,CO,COL,2,2020-03-25,3,0,1,,12,0,3,,,,,,,,,,,,10.963889,-74.796389,18,154,,,80028099999,8.3887474,29.453704,24.111111,34.712963,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274250,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q62823,,CO,Colombia,08,Atlántico,08001,Barranquilla,CO,COL,2,2020-03-27,1,0,1,,13,0,4,,,,,,,,,,,,10.963889,-74.796389,18,154,,,80028099999,8.3887474,29.898148,23.851852,34.601852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274250,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q62823,,CO,Colombia,08,Atlántico,08001,Barranquilla,CO,COL,2,2020-03-28,3,0,1,,16,0,5,,,,,,,,,,,,10.963889,-74.796389,18,154,,,80028099999,8.3887474,29.981481,23.657407,34.407407,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274250,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q62823,,CO,Colombia,08,Atlántico,08001,Barranquilla,CO,COL,2,2020-03-29,4,0,1,,20,0,6,,,,,,,,,,,,10.963889,-74.796389,18,154,,,80028099999,8.3887474,30.324074,24.12963,34.712963,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274250,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q62823,,CO,Colombia,08,Atlántico,08001,Barranquilla,CO,COL,2,2020-03-30,1,0,4,,21,0,10,,,,,,,,,,,,10.963889,-74.796389,18,154,,,80028099999,8.3887474,30.388889,24.407407,34.87037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274250,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q62823,,CO,Colombia,08,Atlántico,08001,Barranquilla,CO,COL,2,2020-03-31,8,0,1,,29,0,11,,,,,,,,,,,,10.963889,-74.796389,18,154,,,80028099999,8.3887474,29.814815,25,33.703704,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274250,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q62823,,CO,Colombia,08,Atlántico,08001,Barranquilla,CO,COL,2,2020-04-01,2,0,0,,31,0,11,,,,,,,,,,,,10.963889,-74.796389,18,154,,,80028099999,8.3887474,28.925926,24.833333,32.12037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274250,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q62823,,CO,Colombia,08,Atlántico,08001,Barranquilla,CO,COL,2,2020-04-02,0,1,5,,31,1,16,,,,,,,,,,,,10.963889,-74.796389,18,154,,,80028099999,8.3887474,29.416667,25.296296,32.777778,0.084666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274250,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q62823,,CO,Colombia,08,Atlántico,08001,Barranquilla,CO,COL,2,2020-04-03,9,1,2,,40,2,18,,,,,,,,,,,,10.963889,-74.796389,18,154,,,80028099999,8.3887474,29.953704,25,33.731481,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274250,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q62823,,CO,Colombia,08,Atlántico,08001,Barranquilla,CO,COL,2,2020-04-04,0,0,4,,40,2,22,,,,,,,,,,,,10.963889,-74.796389,18,154,,,80028099999,8.3887474,29.916667,25.712963,33.342593,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274250,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q62823,,CO,Colombia,08,Atlántico,08001,Barranquilla,CO,COL,2,2020-04-05,2,0,0,,42,2,22,,,,,,,,,,,,10.963889,-74.796389,18,154,,,80028099999,8.3887474,30.481481,26.027778,34,0.16933333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274250,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q62823,,CO,Colombia,08,Atlántico,08001,Barranquilla,CO,COL,2,2020-04-06,1,0,1,,43,2,23,,,,,,,,,,,,10.963889,-74.796389,18,154,,,80028099999,8.3887474,30.814815,26.101852,35.277778,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274250,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q62823,,CO,Colombia,08,Atlántico,08001,Barranquilla,CO,COL,2,2020-04-07,3,0,0,,46,2,23,,,,,,,,,,,,10.963889,-74.796389,18,154,,,80028099999,8.3887474,30.898148,26.5,35.37037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274250,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q62823,,CO,Colombia,08,Atlántico,08001,Barranquilla,CO,COL,2,2020-04-08,3,0,4,,49,2,27,,,,,,,,,,,,10.963889,-74.796389,18,154,,,80028099999,8.3887474,30.87963,26.592593,34.685185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274250,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q62823,,CO,Colombia,08,Atlántico,08001,Barranquilla,CO,COL,2,2020-04-09,6,1,0,,55,3,27,,,,,,,,,,,,10.963889,-74.796389,18,154,,,80028099999,8.3887474,30.722222,26.231481,34.462963,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274250,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q62823,,CO,Colombia,08,Atlántico,08001,Barranquilla,CO,COL,2,2020-04-10,5,0,0,,60,3,27,,,,,,,,,,,,10.963889,-74.796389,18,154,,,80028099999,8.3887474,30.574074,26.351852,34.453704,0.33866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274250,,,,,,,,,,,,,,,,,,,,,,,,,,,
