wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,gdp,gdp_per_capita,human_capital_index,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,open_street_maps,latitude,longitude,elevation,area,rural_area,urban_area,noaa_station,noaa_distance,average_temperature,minimum_temperature,maximum_temperature,rainfall,snowfall,f_0,f_1,f_5,f_10,f_15,f_20,f_25,f_30,f_35,f_40,f_45,f_50,f_55,f_60,f_65,f_70,f_75,f_80,m_0,m_1,m_5,m_10,m_15,m_20,m_25,m_30,m_35,m_40,m_45,m_50,m_55,m_60,m_65,m_70,m_75,m_80,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,stringency_index,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds,nurses,physicians,health_expenditure,out_of_pocket_health_expenditure,population,population_male,population_female,rural_population,urban_population,largest_city_population,clustered_population,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_89,population_age_90_99,new_hospitalized,total_hospitalized,current_hospitalized,new_intensive_care,total_intensive_care,current_intensive_care,new_ventilator,total_ventilator,current_ventilator
Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,2020-03-28,,,,,1,0,,,,,,-36,-12,-11,-18,-19,,396493,39.59,-122.39,,3437,,,72497393203,51.783909,10.933333,4.1833333,16.183333,0.084666667,,229,852,1034,1069,983,867,947,946,865,805,841,883,951,852,813,708,491,701,240,895,1020,1168,1069,928,1073,978,864,834,826,878,1025,903,850,651,400,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28393,15065,14837,,,,,,,4270,4289,3815,3653,3306,3737,3418,2250,931,233,,,,,,,,,
Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,2020-03-29,0,0,,,1,0,,,,,,-23,-14,,-20,-36,,396493,39.59,-122.39,,3437,,,72497393203,51.783909,11.083333,7.9777778,16.094444,2.3114,,229,852,1034,1069,983,867,947,946,865,805,841,883,951,852,813,708,491,701,240,895,1020,1168,1069,928,1073,978,864,834,826,878,1025,903,850,651,400,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28393,15065,14837,,,,,,,4270,4289,3815,3653,3306,3737,3418,2250,931,233,,,,,,,,,
Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,2020-03-30,1,0,,,2,0,,,,,,-48,15,,-21,-38,,396493,39.59,-122.39,,3437,,,72497393203,51.783909,12.688889,8.8888889,17.011111,0.7112,,229,852,1034,1069,983,867,947,946,865,805,841,883,951,852,813,708,491,701,240,895,1020,1168,1069,928,1073,978,864,834,826,878,1025,903,850,651,400,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28393,15065,14837,,,,,,,4270,4289,3815,3653,3306,3737,3418,2250,931,233,,,,,,,,,
Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,2020-03-31,0,0,,,2,0,,,,,,-47,35,,-3,-40,,396493,39.59,-122.39,,3437,,,72497393203,51.783909,13.822222,9.7111111,20.694444,0.53622222,,229,852,1034,1069,983,867,947,946,865,805,841,883,951,852,813,708,491,701,240,895,1020,1168,1069,928,1073,978,864,834,826,878,1025,903,850,651,400,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28393,15065,14837,,,,,,,4270,4289,3815,3653,3306,3737,3418,2250,931,233,,,,,,,,,
Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,2020-04-01,0,0,,,2,0,,,,,,-41,52,,-5,-36,,396493,39.59,-122.39,,3437,,,72497393203,51.783909,12.438889,5.6611111,20.705556,0.254,,229,852,1034,1069,983,867,947,946,865,805,841,883,951,852,813,708,491,701,240,895,1020,1168,1069,928,1073,978,864,834,826,878,1025,903,850,651,400,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28393,15065,14837,,,,,,,4270,4289,3815,3653,3306,3737,3418,2250,931,233,,,,,,,,,
Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,2020-04-02,0,0,,,2,0,,,,,,-44,37,,-8,-36,,396493,39.59,-122.39,,3437,,,72497393203,51.783909,10.688889,3.0055556,19.261111,0,,229,852,1034,1069,983,867,947,946,865,805,841,883,951,852,813,708,491,701,240,895,1020,1168,1069,928,1073,978,864,834,826,878,1025,903,850,651,400,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28393,15065,14837,,,,,,,4270,4289,3815,3653,3306,3737,3418,2250,931,233,,,,,,,,,
Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,2020-04-03,0,0,,,2,0,,,,,,-45,50,,-15,-36,,396493,39.59,-122.39,,3437,,,72497393203,51.783909,11.244444,2.5111111,19.288889,0,,229,852,1034,1069,983,867,947,946,865,805,841,883,951,852,813,708,491,701,240,895,1020,1168,1069,928,1073,978,864,834,826,878,1025,903,850,651,400,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28393,15065,14837,,,,,,,4270,4289,3815,3653,3306,3737,3418,2250,931,233,,,,,,,,,
Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,2020-04-04,0,0,,,2,0,,,,,,-57,26,-36,-23,-19,,396493,39.59,-122.39,,3437,,,72497393203,51.783909,10.055556,3.5222222,19.105556,0.762,,229,852,1034,1069,983,867,947,946,865,805,841,883,951,852,813,708,491,701,240,895,1020,1168,1069,928,1073,978,864,834,826,878,1025,903,850,651,400,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28393,15065,14837,,,,,,,4270,4289,3815,3653,3306,3737,3418,2250,931,233,,,,,,,,,
Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,2020-04-05,0,0,,,2,0,,,,,,-54,25,,-27,-33,,396493,39.59,-122.39,,3437,,,72497393203,51.783909,10.305556,7.1055556,12.527778,11.317111,,229,852,1034,1069,983,867,947,946,865,805,841,883,951,852,813,708,491,701,240,895,1020,1168,1069,928,1073,978,864,834,826,878,1025,903,850,651,400,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28393,15065,14837,,,,,,,4270,4289,3815,3653,3306,3737,3418,2250,931,233,,,,,,,,,
Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,2020-04-06,0,0,,,2,0,,,,,,,,,-20,-35,,396493,39.59,-122.39,,3437,,,72497393203,51.783909,8.9888889,4.3944444,15.788889,12.573,,229,852,1034,1069,983,867,947,946,865,805,841,883,951,852,813,708,491,701,240,895,1020,1168,1069,928,1073,978,864,834,826,878,1025,903,850,651,400,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28393,15065,14837,,,,,,,4270,4289,3815,3653,3306,3737,3418,2250,931,233,,,,,,,,,
