wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,gdp,gdp_per_capita,human_capital_index,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,open_street_maps,latitude,longitude,elevation,area,rural_area,urban_area,noaa_station,noaa_distance,average_temperature,minimum_temperature,maximum_temperature,rainfall,snowfall,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,stringency_index,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds,nurses,physicians,health_expenditure,out_of_pocket_health_expenditure,population,population_male,population_female,rural_population,urban_population,largest_city_population,clustered_population,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_89,population_age_90_99,new_hospitalized,total_hospitalized,current_hospitalized,new_intensive_care,total_intensive_care,current_intensive_care,new_ventilator,total_ventilator,current_ventilator
Q12788,,FR,France,IDF,Île-de-France,94,Val-de-Marne,FR,FRA,2,2020-03-19,,6,35,,,6,35,,,,,,,,,,,7458,48.75,2.4166667,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333702,671347,730744,,,,,,,167830,173397,165747,167181,176958,182199,165359,117647,68618,17155,113,113,180,,,47,,,
Q12788,,FR,France,IDF,Île-de-France,94,Val-de-Marne,FR,FRA,2,2020-03-20,,1,17,,,7,52,,,,,,,,,,,7458,48.75,2.4166667,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333702,671347,730744,,,,,,,167830,173397,165747,167181,176958,182199,165359,117647,68618,17155,66,179,223,,,59,,,
Q12788,,FR,France,IDF,Île-de-France,94,Val-de-Marne,FR,FRA,2,2020-03-21,,0,12,,,7,64,,,,,,,,,,,7458,48.75,2.4166667,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333702,671347,730744,,,,,,,167830,173397,165747,167181,176958,182199,165359,117647,68618,17155,57,236,264,,,66,,,
Q12788,,FR,France,IDF,Île-de-France,94,Val-de-Marne,FR,FRA,2,2020-03-22,,6,15,,,13,79,,,,,,,,,,,7458,48.75,2.4166667,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333702,671347,730744,,,,,,,167830,173397,165747,167181,176958,182199,165359,117647,68618,17155,74,310,301,,,77,,,
Q12788,,FR,France,IDF,Île-de-France,94,Val-de-Marne,FR,FRA,2,2020-03-23,,6,18,,,19,97,,,,,,,,,,,7458,48.75,2.4166667,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333702,671347,730744,,,,,,,167830,173397,165747,167181,176958,182199,165359,117647,68618,17155,106,416,379,,,102,,,
Q12788,,FR,France,IDF,Île-de-France,94,Val-de-Marne,FR,FRA,2,2020-03-24,,3,19,,,22,116,,,,,,,,,,,7458,48.75,2.4166667,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333702,671347,730744,,,,,,,167830,173397,165747,167181,176958,182199,165359,117647,68618,17155,122,538,459,,,124,,,
Q12788,,FR,France,IDF,Île-de-France,94,Val-de-Marne,FR,FRA,2,2020-03-25,,7,33,,,29,149,,,,,,,,,,,7458,48.75,2.4166667,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333702,671347,730744,,,,,,,167830,173397,165747,167181,176958,182199,165359,117647,68618,17155,144,682,537,,,143,,,
Q12788,,FR,France,IDF,Île-de-France,94,Val-de-Marne,FR,FRA,2,2020-03-26,,18,30,,,47,179,,,,,,,,,,,7458,48.75,2.4166667,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333702,671347,730744,,,,,,,167830,173397,165747,167181,176958,182199,165359,117647,68618,17155,159,841,639,,,152,,,
Q12788,,FR,France,IDF,Île-de-France,94,Val-de-Marne,FR,FRA,2,2020-03-27,,17,30,,,64,209,,,,,,,,,,,7458,48.75,2.4166667,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333702,671347,730744,,,,,,,167830,173397,165747,167181,176958,182199,165359,117647,68618,17155,158,999,748,,,158,,,
Q12788,,FR,France,IDF,Île-de-France,94,Val-de-Marne,FR,FRA,2,2020-03-28,,15,46,,,79,255,,,,,,,,,,,7458,48.75,2.4166667,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333702,671347,730744,,,,,,,167830,173397,165747,167181,176958,182199,165359,117647,68618,17155,177,1176,857,,,174,,,
