ISO 3166-2 Code,Country,Subdivision,Last Update,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23
CL-LL,Chile,Los Lagos,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,1,1,1,1,1,1,1,1.0,1.0,1,8,16,18,20.0,23.0,33.0,36.0,44,60.0,63.0,93,104,128.0,151.0,181,203,234.0,259.0,276,286,299,325,340,349,364.0,372.0,380.0,385.0,390.0,399.0,412.0,416.0,421.0,424.0,432.0,445.0,454.0,460.0,465.0,473.0,477.0,477.0,481.0,487.0,501.0,513.0,517.0,524.0,525.0,541.0,545.0,548.0,559.0,575.0,592.0,594.0,628.0,633.0,641.0,644.0,647.0,652.0,656.0,666.0,693.0,717.0,727.0,736.0,763.0,781.0,791.0,814.0,822.0,860.0,863.0,863.0,894.0,913.0,926.0,968.0,985.0,1003.0,1010.0,1028.0,1041.0,1062.0,1083.0,1108.0,1141.0,1168.0,1178.0,1249.0,1263.0,1298.0,1335.0,1385.0,1437.0,1466.0
CL-LR,Chile,Los Rios,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,1.0,1,1,1,1,1.0,1.0,4.0,6.0,11,14.0,22.0,27,40,47.0,58.0,64,68,78.0,89.0,99,104,109,114,118,124,130.0,135.0,138.0,148.0,150.0,153.0,154.0,156.0,157.0,162.0,167.0,171.0,173.0,174.0,177.0,178.0,180.0,180.0,182.0,189.0,189.0,196.0,198.0,199.0,199.0,200.0,202.0,203.0,206.0,206.0,208.0,211.0,212.0,214.0,219.0,219.0,220.0,224.0,229.0,247.0,258.0,262.0,274.0,290.0,297.0,304.0,309.0,318.0,330.0,345.0,356.0,363.0,368.0,372.0,379.0,390.0,400.0,417.0,425.0,446.0,452.0,462.0,479.0,487.0,497.0,529.0,533.0,555.0,567.0,579.0,589.0,610.0,621.0,625.0
CL-MA,Chile,Magallanes,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,2,2,2,2,3.0,4.0,6.0,8.0,13,19.0,22.0,26,39,39.0,63.0,99,114,156.0,172.0,190,221,240,266,286,331,377.0,396.0,415.0,429.0,444.0,467.0,501.0,522.0,553.0,566.0,593.0,605.0,615.0,624.0,655.0,668.0,671.0,693.0,714.0,725.0,726.0,752.0,777.0,795.0,809.0,818.0,836.0,867.0,881.0,893.0,901.0,910.0,921.0,935.0,937.0,952.0,961.0,971.0,972.0,977.0,987.0,992.0,997.0,1010.0,1016.0,1031.0,1037.0,1040.0,1047.0,1054.0,1056.0,1057.0,1060.0,1063.0,1069.0,1072.0,1081.0,1082.0,1088.0,1088.0,1089.0,1102.0,1107.0,1123.0,1153.0,1185.0,1210.0,1284.0,1293.0,1302.0,1315.0,1335.0,1352.0,1363.0
CL-ML,Chile,Maule,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,2.0,2.0,3,4,5,6,7,8,9,9.0,9.0,9,11,14,14,15.0,25.0,28.0,29.0,30,31.0,32.0,37,42,54.0,62.0,71,82,89.0,97.0,103,108,108,119,128,131,134.0,138.0,141.0,142.0,152.0,167.0,223.0,276.0,302.0,304.0,316.0,328.0,333.0,349.0,350.0,354.0,363.0,384.0,392.0,393.0,394.0,396.0,397.0,399.0,408.0,408.0,414.0,425.0,432.0,441.0,454.0,466.0,485.0,519.0,540.0,551.0,573.0,602.0,640.0,680.0,731.0,782.0,823.0,892.0,953.0,1013.0,1066.0,1120.0,1180.0,1256.0,1297.0,1341.0,1381.0,1595.0,1732.0,1834.0,1969.0,2109.0,2176.0,2289.0,2440.0,2560.0,2691.0,2844.0,2997.0,3091.0,3189.0,3386.0,3592.0,3807.0,3958.0,4210.0,4355.0,4504.0
CL-NB,Chile,Nuble,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,2,4,4.0,12.0,26,26,28,44,58.0,64.0,81.0,105.0,111,114.0,144.0,172,197,229.0,245.0,259,341,370.0,401.0,425,474,522,561,571,589,606.0,613.0,618.0,622.0,634.0,639.0,656.0,667.0,678.0,687.0,694.0,703.0,708.0,715.0,725.0,731.0,741.0,747.0,761.0,768.0,768.0,776.0,786.0,787.0,789.0,791.0,793.0,794.0,801.0,812.0,814.0,826.0,839.0,849.0,885.0,921.0,942.0,985.0,988.0,1011.0,1020.0,1025.0,1077.0,1102.0,1139.0,1147.0,1174.0,1205.0,1242.0,1256.0,1257.0,1290.0,1290.0,1329.0,1372.0,1429.0,1470.0,1490.0,1552.0,1584.0,1616.0,1673.0,1718.0,1737.0,1778.0,1832.0,1852.0,1929.0,1974.0,2103.0,2135.0,2159.0,2181.0,2195.0
CL-LI,Chile,O'Higgins,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,6,7.0,8.0,8.0,9.0,11,14.0,16.0,20,21,21.0,23.0,26,32,33.0,38.0,41,42,42,43,44,44,45.0,46.0,48.0,53.0,54.0,54.0,55.0,55.0,55.0,56.0,57.0,59.0,76.0,81.0,85.0,92.0,94.0,97.0,104.0,108.0,109.0,120.0,125.0,131.0,136.0,145.0,151.0,167.0,182.0,195.0,216.0,224.0,248.0,295.0,323.0,329.0,366.0,418.0,442.0,455.0,465.0,492.0,518.0,554.0,588.0,654.0,691.0,705.0,745.0,756.0,785.0,813.0,843.0,931.0,967.0,1016.0,1111.0,1183.0,1255.0,1317.0,1442.0,1552.0,1629.0,1788.0,1927.0,2012.0,2221.0,2797.0,3017.0,3311.0,3613.0,3952.0,4186.0,4361.0
CL-RM,Chile,Santiago,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,3.0,4.0,6,7,10,13,23,29,40,54.0,123.0,152,174,247,304,359.0,409.0,459.0,540.0,682,746.0,938.0,1084,1167,1295.0,1420.0,1521,1636,1742.0,1957.0,2102,2244,2350,2548,2832,3193,3448.0,3599.0,3803.0,4086.0,4334.0,4682.0,4915.0,5192.0,5381.0,5643.0,5788.0,6083.0,6434.0,6761.0,7165.0,7496.0,7858.0,8300.0,8889.0,9625.0,10516.0,11661.0,12656.0,13528.0,14707.0,15582.0,16828.0,17979.0,18957.0,20353.0,21317.0,22709.0,24965.0,27216.0,29276.0,30794.0,32684.0,34451.0,37591.0,41179.0,44641.0,48350.0,51399.0,54544.0,58930.0,62285.0,66011.0,69915.0,72910.0,76251.0,80504.0,85239.0,88194.0,92191.0,95890.0,99066.0,103194.0,108462.0,112136.0,115126.0,119746.0,124135.0,129694.0,134751.0,140398.0,144280.0,148302.0,180532.0,183553.0,187974.0,191577.0,195366.0,198392.0,200861.0
CL-TA,Chile,Tarapaca,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,4.0,4,5.0,5.0,5,6,8.0,10.0,10,12,13.0,17.0,20,21,23,26,29,35,38.0,46.0,52.0,62.0,62.0,66.0,73.0,81.0,90.0,93.0,104.0,114.0,128.0,134.0,143.0,156.0,164.0,169.0,183.0,198.0,200.0,212.0,272.0,295.0,322.0,339.0,417.0,459.0,485.0,520.0,547.0,578.0,615.0,682.0,779.0,845.0,975.0,1056.0,1109.0,1139.0,1246.0,1393.0,1471.0,1564.0,1630.0,1737.0,1811.0,1957.0,2093.0,2250.0,2361.0,2526.0,2594.0,2682.0,2810.0,2965.0,3094.0,3250.0,3392.0,3491.0,3591.0,3696.0,3823.0,4004.0,4145.0,4258.0,4365.0,4787.0,4869.0,4995.0,5143.0,5258.0,5355.0,5442.0
CL-VS,Chile,Valparaiso,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,1.0,1,1,4,5,13.0,16.0,19.0,25.0,32,44.0,49.0,71,80,108.0,115.0,136,156,176.0,185.0,191,198,214,225,230,241,248.0,254.0,273.0,285.0,299.0,330.0,345.0,359.0,381.0,388.0,403.0,421.0,429.0,436.0,454.0,460.0,485.0,493.0,526.0,559.0,568.0,614.0,638.0,656.0,687.0,716.0,781.0,828.0,878.0,933.0,970.0,1029.0,1123.0,1213.0,1312.0,1365.0,1474.0,1553.0,1639.0,1770.0,1887.0,2020.0,2116.0,2230.0,2305.0,2455.0,2576.0,2730.0,2842.0,3037.0,3167.0,3348.0,3595.0,3769.0,4017.0,4266.0,4580.0,4862.0,5149.0,5391.0,5614.0,5865.0,6171.0,6527.0,6758.0,7012.0,7262.0,8253.0,8473.0,8758.0,9014.0,9298.0,9615.0,9901.0
CO-AMA,Colombia,Amazonas,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,0.0,12.0,14.0,37.0,40.0,0.0,77.0,104.0,0.0,105.0,136.0,182.0,229.0,230.0,0.0,418.0,430.0,433.0,527.0,718.0,743.0,871.0,924.0,1003.0,1004.0,1007.0,1183.0,1221.0,1312.0,1385.0,1386.0,1388.0,1450.0,1505.0,1534.0,1723.0,1762.0,1800.0,1834.0,1850.0,0.0,1854.0,1900.0,0.0,1954.0,1980.0,1992.0,2029.0,2033.0,2066.0,2075.0,2091.0,2111.0,2126.0,2131.0,2171.0,2179.0,2184.0,2192.0,0.0,2204.0,0.0,2211.0
CO-ANT,Colombia,Antioquia,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,4,0,0,7,8.0,0.0,0,0,11,22,25.0,30.0,52.0,0.0,60,0.0,0.0,67,86,96.0,101.0,107,127,145.0,150.0,172,183,198,235,239,246,252.0,260.0,273.0,290.0,302.0,309.0,325.0,334.0,352.0,363.0,366.0,378.0,401.0,407.0,409.0,412.0,420.0,423.0,428.0,432.0,435.0,436.0,443.0,448.0,451.0,456.0,460.0,464.0,466.0,468.0,474.0,481.0,491.0,501.0,509.0,518.0,534.0,543.0,561.0,573.0,587.0,616.0,677.0,720.0,861.0,932.0,957.0,1005.0,1024.0,1059.0,1103.0,1171.0,1200.0,1260.0,1328.0,1360.0,1451.0,1518.0,1573.0,1647.0,1703.0,1730.0,1781.0,1882.0,2019.0,2146.0,2272.0,2368.0,2496.0,2656.0,2754.0,2920.0,3008.0,3098.0
CO-ARA,Colombia,Arauca,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,46.0,0.0,0.0,51.0,53.0,55.0,61.0,70.0,72.0
CO-ATL,Colombia,Atlantico,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2.0,0,0,5,0,7.0,0.0,0.0,9.0,13,0.0,16.0,20,24,25.0,33.0,35,0,47.0,0.0,51,52,60,67,73,79,84.0,89.0,92.0,94.0,95.0,97.0,100.0,106.0,108.0,111.0,115.0,118.0,125.0,134.0,156.0,176.0,218.0,236.0,253.0,309.0,363.0,414.0,491.0,530.0,640.0,678.0,759.0,867.0,907.0,970.0,1022.0,1124.0,1268.0,1383.0,1493.0,1560.0,1746.0,1827.0,1923.0,2047.0,2189.0,2371.0,2603.0,2773.0,2853.0,3019.0,3115.0,3281.0,3425.0,3733.0,3932.0,4117.0,4551.0,4757.0,5403.0,5852.0,6142.0,6499.0,6761.0,7097.0,7503.0,7933.0,8598.0,9081.0,9842.0,10886.0,11428.0,12230.0,13153.0,13883.0,14762.0,8574.0,8908.0,9250.0
CO-DC,Colombia,Bogota,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,3,5,6,16,26.0,32.0,39,44,52,79,84.0,88.0,117.0,158.0,172,179.0,217.0,255,288,343.0,383.0,464,532,576.0,680.0,710,761,845,975,1011,1099,1143.0,1162.0,1186.0,1222.0,1270.0,1313.0,1372.0,1458.0,1577.0,1656.0,1730.0,1814.0,1861.0,2040.0,2129.0,2221.0,2326.0,2390.0,2523.0,2612.0,2759.0,2830.0,2942.0,3069.0,3262.0,3462.0,3592.0,3817.0,4027.0,4154.0,4305.0,4563.0,4685.0,4892.0,5007.0,5284.0,5525.0,5721.0,5936.0,6189.0,6311.0,6591.0,6974.0,7211.0,7386.0,7742.0,8045.0,8538.0,9163.0,9637.0,9988.0,10371.0,10744.0,11249.0,11783.0,12155.0,12564.0,12888.0,13331.0,13710.0,14130.0,14537.0,14939.0,15458.0,16037.0,16405.0,16842.0,17395.0,18180.0,19240.0,19766.0,0.0,0.0,0.0
CO-BOL,Colombia,Bolivar,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,3.0,5.0,6,9,10,11,15.0,0.0,16.0,21.0,26,0.0,0.0,28,37,40.0,42.0,0,0,45.0,0.0,0,56,59,71,88,109,117.0,123.0,134.0,145.0,159.0,167.0,173.0,183.0,184.0,195.0,199.0,0.0,204.0,220.0,226.0,240.0,244.0,257.0,268.0,294.0,308.0,334.0,353.0,373.0,406.0,431.0,436.0,537.0,582.0,679.0,742.0,824.0,937.0,1052.0,1147.0,1274.0,1344.0,1492.0,1576.0,1667.0,1795.0,1846.0,2024.0,2266.0,2305.0,2379.0,2515.0,2665.0,2845.0,3041.0,3191.0,3270.0,3364.0,3571.0,3715.0,3858.0,3969.0,4128.0,4222.0,4364.0,4484.0,4623.0,4754.0,4905.0,5146.0,5253.0,5421.0,5549.0,5841.0,6245.0,6487.0,6156.0,6424.0,6583.0
CO-BOY,Colombia,Boyaca,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,2.0,0.0,0,3,4.0,6.0,0,0,0.0,13.0,0,0,0,19,24,27,31.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,37.0,0.0,39.0,46.0,47.0,0.0,58.0,60.0,0.0,61.0,0.0,0.0,67.0,77.0,79.0,87.0,88.0,0.0,105.0,0.0,108.0,120.0,126.0,136.0,144.0,152.0,159.0,162.0,166.0,178.0,181.0,189.0,190.0,211.0,0.0,212.0,214.0,220.0,221.0,223.0,0.0,225.0,227.0,231.0,236.0,0.0,240.0,245.0,250.0,255.0,261.0,265.0,289.0,294.0,0.0,0.0,0.0
CO-CAL,Colombia,Caldas,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,2,0,3.0,6.0,7.0,9.0,11,0.0,12.0,13,14,15.0,0.0,0,16,0.0,0.0,0,0,0,19,24,25,33.0,34.0,36.0,0.0,42.0,44.0,47.0,0.0,0.0,49.0,0.0,0.0,0.0,52.0,0.0,53.0,0.0,56.0,59.0,69.0,0.0,79.0,0.0,0.0,91.0,94.0,0.0,0.0,100.0,0.0,0.0,104.0,0.0,108.0,109.0,119.0,120.0,0.0,0.0,126.0,0.0,0.0,127.0,128.0,0.0,130.0,134.0,135.0,0.0,0.0,0.0,138.0,147.0,157.0,162.0,164.0,173.0,176.0,0.0,180.0,185.0,188.0,191.0,0.0,196.0,200.0,205.0,0.0,207.0,211.0,216.0,218.0,231.0,237.0
CO-CAQ,Colombia,Caqueta,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,9.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,16.0,0.0,17.0,19.0,0.0,0.0,20.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
CO-CAS,Colombia,Casanare,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,0.0,0,0,0,0,3,5,7.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,0.0,0.0,0.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,32.0,0.0,33.0,0.0,34.0,0.0,35.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,38.0,0.0,0.0,39.0,41.0,51.0,52.0,55.0,57.0,58.0
CO-CAU,Colombia,Cauca,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,0,0.0,0.0,0.0,3.0,9,0.0,0.0,0,0,0.0,0.0,12,0,0.0,0.0,13,15,16,18,20,23,26.0,27.0,0.0,30.0,31.0,35.0,38.0,41.0,0.0,42.0,44.0,0.0,45.0,47.0,48.0,51.0,55.0,59.0,62.0,64.0,69.0,71.0,0.0,75.0,87.0,88.0,91.0,93.0,97.0,103.0,112.0,131.0,138.0,144.0,153.0,162.0,166.0,189.0,194.0,210.0,221.0,273.0,290.0,306.0,322.0,360.0,399.0,426.0,440.0,569.0,597.0,622.0,658.0,691.0,721.0,814.0,843.0,865.0,923.0,941.0,972.0,1013.0,1074.0,1122.0,1155.0,1196.0,1274.0,1307.0,1339.0,1390.0,1424.0,1485.0,1511.0,1555.0
CO-CES,Colombia,Cesar,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,2.0,0,0.0,0.0,3,4,0.0,11.0,16,0,0.0,0.0,0,0,0,17,18,20,32.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,42.0,53.0,0.0,0.0,55.0,0.0,0.0,0.0,59.0,62.0,0.0,70.0,0.0,0.0,0.0,71.0,72.0,0.0,0.0,0.0,0.0,0.0,75.0,76.0,77.0,78.0,79.0,80.0,0.0,87.0,90.0,96.0,101.0,116.0,129.0,163.0,207.0,253.0,286.0,323.0,347.0,395.0,414.0,425.0,428.0,449.0,470.0,496.0,498.0,504.0,528.0,542.0,554.0,560.0,589.0,613.0,627.0,693.0,700.0,729.0,733.0
CO-COR,Colombia,Choco,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,9.0,0.0,10.0,0.0,0.0,11.0,0.0,12.0,13.0,0.0,0.0,15.0,0.0,23.0,24.0,27.0,0.0,0.0,0.0,28.0,0.0,35.0,40.0,0.0,42.0,0.0,43.0,0.0,73.0,80.0,0.0,82.0,84.0,93.0,109.0,121.0,154.0,196.0,0.0,219.0,226.0,227.0,295.0,0.0,335.0,395.0,396.0,412.0,472.0,489.0,557.0,577.0,583.0,681.0,695.0,716.0,823.0,841.0,921.0,953.0,972.0,0.0,0.0,0.0
CO-CUN,Colombia,Cordoba,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,2,0.0,0.0,0,0,0.0,3.0,0,0,0,7,0,0,13.0,0.0,0.0,15.0,0.0,17.0,0.0,18.0,20.0,0.0,0.0,21.0,0.0,22.0,23.0,0.0,0.0,26.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,30.0,0.0,31.0,0.0,39.0,0.0,42.0,0.0,51.0,62.0,71.0,78.0,0.0,83.0,86.0,0.0,87.0,88.0,91.0,92.0,93.0,96.0,101.0,110.0,120.0,124.0,135.0,0.0,163.0,173.0,195.0,210.0,221.0,226.0,231.0,236.0,242.0,247.0,253.0,277.0,279.0,304.0,312.0,380.0,408.0,424.0,0.0,0.0,0.0
CO-CHO,Colombia,Cundinamarca,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1.0,2.0,4,0,5,10,12.0,0.0,17.0,24.0,27,0.0,28.0,30,0,35.0,44.0,50,52,55.0,62.0,67,71,76,81,90,106,127.0,134.0,137.0,142.0,150.0,151.0,164.0,171.0,177.0,184.0,194.0,197.0,203.0,210.0,217.0,224.0,230.0,232.0,237.0,242.0,246.0,248.0,259.0,262.0,267.0,0.0,274.0,278.0,280.0,285.0,291.0,309.0,312.0,321.0,337.0,345.0,356.0,367.0,380.0,386.0,393.0,400.0,431.0,466.0,538.0,587.0,638.0,712.0,764.0,804.0,848.0,923.0,981.0,1032.0,1089.0,1138.0,1177.0,1217.0,1337.0,1388.0,1428.0,1520.0,1577.0,1658.0,1686.0,1715.0,1758.0,1786.0,1854.0,1914.0,1963.0,1994.0,2034.0,2128.0
CO-GUA,Colombia,Guainia,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO-GUV,Colombia,Guaviare,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO-HUI,Colombia,Huila,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,7,0.0,0.0,8,0,9,0,10.0,0.0,11.0,14.0,0,0.0,0.0,0,16,21.0,24.0,30,0,32.0,34.0,0,0,0,38,39,41,52.0,0.0,55.0,0.0,0.0,60.0,62.0,78.0,0.0,79.0,81.0,0.0,0.0,82.0,84.0,87.0,92.0,101.0,104.0,120.0,133.0,0.0,0.0,134.0,137.0,0.0,147.0,0.0,0.0,178.0,179.0,185.0,186.0,0.0,206.0,207.0,209.0,212.0,0.0,219.0,227.0,231.0,233.0,0.0,237.0,241.0,246.0,247.0,0.0,0.0,249.0,251.0,0.0,252.0,0.0,253.0,0.0,255.0,257.0,259.0,0.0,267.0,0.0,270.0,272.0,274.0,278.0,282.0,286.0,288.0,294.0,307.0,310.0,314.0
