geo_type,region,transportation_type,alternative_name,sub-region,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15
city,Mito,walking,水戸市,Ibaraki Prefecture,Japan,100.0,96.09,102.59,115.82,140.75,153.71,126.07,114.55,102.2,100.18,123.43,156.48,175.3,107.21,92.04,106.59,108.75,115.91,165.19,160.62,131.47,128.18,119.03,108.13,118.95,153.01,171.82,135.25,140.18,138.11,126.46,131.3,171.47,133.14,117.19,121.8,130.07,130.11,147.03,157.76,211.16,177.54,141.58,125.63,117.49,121.14,127.34,151.96,118.9,134.2,125.45,143.56,154.99,158.24,133.14,143.3,114.77,163.82,165.89,146.9,131.12,154.95,154.59,149.14,160.66,164.84,150.33,180.48,153.63,159.74,149.36,164.62,160.53,167.82,126.29,95.56,138.2,150.68,124.62,145.54,136.13,135.82,112.66,115.38,128.75,135.78,119.38,109.01,119.6,92.44,77.89,101.23,104.97,94.64,91.34,62.86,86.46,68.44,83.25,86.29,88.75,84.97,77.14,80.13,83.12,79.6,92.13,92.48,87.78,86.77,78.11,80.35,89.05,61.27,74.46,90.29,90.29,70.77,82.86,,,86.73,95.65,74.86,92.04,90.02,64.04,80.04,81.76,75.43,83.56,114.33,98.2,86.68,86.46,86.24,94.55,125.58,122.42,103.08,95.65,108.18,100.18,100.62,131.25,123.65,99.91,95.78,92.31,84.22,89.58,104.66,119.82,91.82,95.56
city,Modesto,driving,,California,United States,100.0,98.64,100.81,101.5,112.17,106.05,77.56,88.83,99.41,102.58,101.5,116.73,109.41,76.7,96.47,95.11,98.44,101.07,116.48,109.44,71.22,104.54,98.93,100.43,103.85,120.94,112.51,85.25,103.57,101.68,105.87,116.25,138.13,112.61,87.8,93.43,103.88,103.41,106.51,126.84,121.25,91.48,106.45,104.05,107.17,110.59,127.18,118.9,87.18,105.19,109.67,107.73,111.28,128.44,112.89,84.58,102.58,105.36,103.1,103.56,113.38,93.66,63.79,81.22,78.9,81.19,76.24,74.37,58.5,45.71,61.08,59.43,59.98,61.63,68.31,55.07,45.17,60.68,62.37,62.68,62.68,71.31,56.43,43.06,61.26,62.7,62.79,63.43,70.33,61.64,41.79,64.39,65.66,72.08,72.28,80.29,69.39,57.64,71.19,71.86,73.02,75.8,86.0,77.4,61.75,77.79,78.95,79.21,85.5,96.34,87.81,70.14,90.64,91.46,87.54,91.05,105.4,95.73,73.6,,,93.21,96.52,111.12,104.46,80.76,97.92,103.56,104.59,111.27,126.62,113.4,94.13,91.82,109.81,112.66,113.6,130.33,120.28,97.04,117.09,111.38,114.84,116.25,132.35,125.77,102.38,118.7,121.31,122.14,127.92,138.52,131.59,107.09,132.1
city,Modesto,transit,,California,United States,100.0,103.37,91.91,84.64,91.91,77.49,59.16,71.16,92.05,88.95,81.81,83.15,69.14,67.92,95.15,80.59,85.98,80.19,81.0,80.46,60.38,85.18,76.55,81.13,79.51,100.13,74.39,72.1,95.28,84.5,90.03,102.7,126.15,92.18,76.55,76.68,102.83,96.23,90.03,87.74,79.11,92.99,120.62,107.82,109.84,89.35,93.94,74.12,66.44,77.49,97.17,110.65,118.87,96.77,85.85,68.87,94.74,98.92,102.43,90.43,93.4,63.75,50.81,64.96,67.92,69.81,58.89,57.95,39.89,39.08,45.96,52.7,48.52,43.53,46.9,41.11,37.2,46.9,47.17,46.5,38.27,53.64,32.48,29.51,36.39,37.6,43.67,38.27,37.47,35.71,28.98,45.15,45.96,49.19,48.38,45.15,38.01,37.74,40.97,48.79,37.6,45.15,39.08,50.4,45.42,55.93,50.4,52.02,53.5,57.55,57.68,51.35,48.65,65.9,55.66,53.37,62.4,56.47,48.92,,,44.07,50.13,57.55,55.8,42.18,59.84,60.11,66.98,55.39,59.3,59.3,58.36,53.1,71.56,72.78,66.31,64.29,61.19,54.58,62.8,63.07,76.42,53.37,75.88,58.22,51.21,62.94,71.97,72.78,65.23,68.6,71.97,60.38,73.32
city,Modesto,walking,,California,United States,100.0,103.55,98.2,92.29,104.55,111.87,70.33,81.86,98.31,106.49,91.93,114.36,110.95,81.59,93.62,99.5,101.86,98.86,112.84,114.2,71.05,93.48,98.34,97.09,101.55,125.21,118.86,87.13,100.11,94.07,107.49,109.68,130.75,116.64,88.08,97.12,108.82,97.34,99.2,117.11,128.56,86.13,100.78,99.08,103.24,101.14,119.16,128.54,83.47,96.53,107.85,103.47,112.31,127.48,110.62,80.09,99.25,120.24,111.2,101.77,115.7,96.17,60.18,76.4,80.98,83.64,74.54,73.38,57.6,49.86,62.59,62.51,64.03,67.28,72.16,57.21,50.58,65.97,63.95,68.86,63.73,79.12,57.38,44.34,62.23,65.61,68.44,64.84,70.13,64.53,50.14,75.12,74.32,78.34,72.38,78.73,74.13,61.62,70.16,72.27,75.98,86.25,94.18,83.78,71.55,99.86,79.09,81.95,90.27,104.46,91.49,76.48,93.43,92.54,91.74,95.65,110.04,96.98,89.18,,,103.69,108.26,127.32,126.12,83.67,109.32,127.98,117.55,120.19,135.52,119.3,108.54,102.52,117.22,123.52,124.96,137.63,134.44,131.17,124.07,122.27,127.7,118.66,146.98,133.33,111.31,131.72,135.5,130.23,128.59,154.52,145.26,112.95,134.97
city,Monterey,driving,,California,United States,100.0,93.97,99.86,99.91,130.61,163.49,138.52,125.66,98.03,103.85,108.69,128.7,145.4,109.66,102.6,102.33,103.18,104.58,124.61,144.56,94.08,103.66,106.77,124.25,127.33,148.45,156.93,130.62,113.1,105.74,113.3,123.59,176.14,225.12,203.34,170.6,122.36,118.73,120.53,143.51,172.62,132.32,113.58,115.28,115.76,114.89,137.66,166.75,122.83,110.53,115.11,111.22,111.35,130.84,139.34,115.25,104.29,104.02,113.05,107.49,119.66,104.75,77.34,73.37,65.99,51.86,55.0,54.19,44.32,32.14,40.58,41.45,39.27,43.33,47.19,39.77,32.84,42.93,44.96,42.48,45.2,49.33,38.38,29.4,39.46,42.68,42.21,44.72,52.31,48.37,30.08,43.38,46.21,49.24,49.19,52.83,50.98,45.12,48.68,46.86,53.38,54.85,61.81,63.02,53.56,53.37,56.74,53.21,56.65,68.23,69.47,57.89,60.05,60.95,60.81,67.06,79.13,82.65,67.6,,,69.02,75.27,89.17,100.32,73.26,73.34,77.62,82.01,89.67,108.9,132.62,141.98,127.74,102.41,101.18,102.66,111.22,114.5,99.28,90.81,105.04,106.12,103.9,118.47,150.49,124.12,108.82,119.23,121.38,123.71,141.86,184.39,160.85,128.18
city,Monterey,transit,,California,United States,100.0,86.1,91.07,100.25,127.79,117.62,100.5,96.77,90.57,105.96,88.09,142.18,131.76,88.34,106.45,107.44,116.63,107.94,102.23,128.78,110.42,99.5,103.97,106.45,105.96,107.94,109.18,97.77,115.14,105.71,116.87,121.84,145.41,117.87,131.02,121.59,120.35,113.4,108.19,128.29,125.31,106.7,113.65,105.21,116.63,90.32,104.71,129.28,93.05,104.96,104.71,81.64,80.65,116.63,105.96,83.87,90.82,72.7,115.38,105.46,78.91,58.81,48.88,61.79,45.41,30.77,44.42,30.02,24.32,22.83,26.55,23.08,27.79,28.54,22.08,23.33,22.58,36.72,20.6,25.06,27.79,31.02,20.6,19.11,23.33,26.55,30.27,20.6,22.08,25.56,19.35,19.6,31.76,19.6,20.35,28.29,23.82,17.87,26.8,18.36,22.08,13.15,24.57,25.31,21.34,20.35,30.77,23.82,19.6,27.05,27.3,16.13,28.04,22.08,24.81,27.05,23.08,32.01,29.53,,,34.74,33.25,32.51,34.74,27.3,31.02,26.05,27.54,28.29,30.27,40.45,53.85,40.2,38.21,31.27,41.94,34.99,32.26,35.24,26.55,43.92,31.02,46.9,39.7,46.65,43.42,38.96,44.42,47.39,45.91,52.36,58.06,47.89,47.89
city,Monterey,walking,,California,United States,100.0,90.19,92.19,86.35,142.62,242.13,182.22,138.82,98.37,108.83,107.89,140.05,206.5,124.27,108.83,104.94,97.22,102.17,133.1,185.94,92.73,95.59,101.76,115.86,118.06,147.0,192.6,133.51,110.46,98.04,96.77,121.62,210.75,355.09,288.8,185.17,125.62,135.68,127.83,174.79,219.7,152.76,118.43,135.43,125.7,120.27,150.76,224.64,131.06,120.27,135.64,109.11,106.66,136.9,173.4,124.85,91.79,98.08,109.19,101.23,107.81,113.28,70.82,61.46,56.76,39.52,48.18,48.14,36.21,25.62,39.15,32.82,35.1,42.26,40.66,35.06,29.14,43.4,44.87,35.8,40.99,42.38,32.57,17.2,35.35,40.01,34.65,39.8,43.81,45.48,26.97,37.07,46.22,41.68,36.37,46.22,50.88,41.07,43.32,45.2,42.71,45.48,54.27,61.91,52.47,43.69,48.22,45.32,45.77,50.92,62.65,51.49,57.62,52.68,48.18,57.83,64.77,67.06,54.64,,,60.65,62.36,81.61,99.1,58.81,59.71,70.25,69.35,73.6,96.08,130.53,139.72,125.87,96.89,87.82,85.49,100.04,104.54,88.15,76.01,110.22,95.95,90.93,111.52,161.5,108.62,108.09,120.6,121.82,109.81,140.7,223.91,160.6,124.56
city,Monterrey,driving,,Nuevo León,Mexico,100.0,108.92,113.43,113.8,143.09,147.02,85.3,105.11,105.9,105.86,112.4,137.68,140.48,86.41,104.78,107.19,110.13,112.7,144.94,145.15,94.11,85.04,105.44,107.56,109.68,140.26,155.62,93.85,110.75,119.63,116.8,123.3,159.97,160.91,97.35,107.36,112.98,126.7,121.53,135.67,153.51,94.54,110.13,115.88,112.52,108.42,154.95,160.71,93.27,105.08,108.56,108.11,116.11,144.1,161.74,94.76,84.9,109.71,113.82,109.16,135.82,140.15,83.59,58.59,68.77,60.89,56.02,57.62,46.04,31.77,43.45,41.08,41.31,41.53,46.65,45.68,27.6,40.85,42.43,40.54,41.51,46.46,43.9,28.28,39.44,40.63,43.51,39.25,34.36,38.71,29.28,40.76,40.94,40.58,40.11,49.29,47.43,32.86,42.9,43.12,45.51,45.91,52.1,51.15,33.05,43.91,44.5,48.65,57.95,50.3,57.51,40.48,51.34,51.76,55.21,56.72,58.97,71.24,49.38,,,56.48,60.43,76.49,76.56,50.01,60.94,62.7,63.83,66.15,76.59,79.86,51.85,64.76,63.14,67.54,69.27,80.63,87.78,57.8,70.05,70.89,77.82,78.53,92.45,101.14,65.06,78.7,78.84,78.11,77.16,100.91,108.73,70.11,83.61
city,Monterrey,walking,,Nuevo León,Mexico,100.0,107.87,112.28,112.25,131.93,154.95,84.29,101.15,105.31,108.23,108.38,142.92,151.49,90.05,104.95,120.91,111.75,114.25,136.82,156.86,102.81,82.46,108.04,107.93,107.31,141.15,173.41,95.87,111.1,115.94,115.71,123.41,162.0,181.31,100.82,109.47,111.69,107.17,110.79,127.23,171.53,97.95,113.29,113.58,114.14,114.64,157.93,180.16,109.67,110.34,110.76,107.45,122.71,143.45,176.93,104.81,85.16,104.1,116.1,118.49,142.97,164.56,98.51,69.79,83.73,71.92,66.41,60.85,51.1,36.12,48.62,48.9,45.22,48.74,56.38,54.83,32.57,46.35,53.85,45.56,45.28,52.22,49.55,34.32,46.6,48.82,52.22,43.45,37.86,42.64,33.11,50.28,50.9,41.29,44.66,55.59,56.44,34.63,52.11,51.15,49.41,52.22,58.38,59.72,39.52,51.85,50.53,58.38,68.32,57.17,61.69,42.5,61.24,57.98,62.56,62.79,63.13,77.8,64.08,,,68.47,72.4,86.51,81.06,57.79,72.85,67.71,79.03,81.79,93.68,89.74,55.99,79.54,73.07,77.71,76.45,100.22,105.14,69.11,84.06,83.92,90.25,92.13,106.91,110.23,71.19,88.7,91.17,94.24,82.91,116.78,125.35,80.27,94.77
city,Montpellier,driving,,Languedoc-Roussillon,France,100.0,104.44,105.47,113.0,116.38,120.83,82.59,96.55,98.67,104.22,107.66,112.06,108.29,87.26,102.75,105.19,105.66,105.5,115.05,115.88,84.74,102.2,105.92,108.71,112.6,124.25,110.53,84.77,103.99,104.2,105.66,119.03,130.71,119.59,80.64,101.19,110.87,104.65,107.72,117.1,110.28,95.27,110.96,111.53,112.54,114.83,130.04,129.43,87.09,98.18,104.46,110.07,111.6,118.48,113.85,87.1,94.87,100.4,103.53,91.34,94.17,80.21,47.21,54.59,27.74,20.35,21.6,20.71,16.11,14.77,20.82,20.91,21.58,20.27,20.44,17.77,16.05,20.45,20.95,21.04,22.33,21.29,18.44,18.28,23.66,23.33,24.31,25.03,24.41,20.97,17.05,19.67,27.6,28.97,28.97,27.71,22.54,20.43,28.47,29.38,29.32,31.69,30.4,25.43,23.39,30.24,40.12,38.07,38.11,28.38,29.9,29.45,39.98,43.8,42.45,42.23,34.79,36.24,37.34,,,75.26,77.2,81.21,73.37,63.94,86.1,91.89,96.73,84.31,95.74,79.98,75.5,100.27,103.86,103.5,109.99,110.35,99.55,80.12,96.41,114.09,116.48,118.6,123.84,113.78,93.73,121.05,124.99,126.2,123.09,128.06,123.48,111.31,134.16
city,Montpellier,walking,,Languedoc-Roussillon,France,100.0,110.08,109.29,126.41,125.46,134.99,68.68,91.87,99.97,100.09,113.2,118.75,128.7,76.28,102.75,110.41,113.21,114.82,125.49,142.92,72.46,104.16,105.0,109.04,125.41,135.59,129.96,74.42,103.28,115.74,117.81,148.52,171.12,155.79,69.3,100.15,119.09,108.82,112.89,121.69,123.98,82.5,112.76,122.11,115.58,126.25,151.13,156.52,77.41,91.53,103.97,109.78,113.08,131.79,130.92,75.66,93.02,100.08,114.02,102.69,108.75,90.83,41.26,39.86,22.31,20.21,20.08,20.6,15.39,13.29,18.16,18.95,19.89,17.5,18.27,15.66,13.46,17.07,15.46,15.98,17.89,18.74,15.33,16.48,18.7,16.94,18.94,19.32,18.43,17.75,13.94,15.37,20.47,22.14,21.55,19.69,17.26,14.54,17.34,21.16,21.57,25.64,24.21,19.62,17.58,19.99,25.12,25.47,26.51,20.03,21.95,19.63,29.3,30.29,30.67,30.38,25.94,23.19,20.23,,,57.59,56.47,65.13,55.45,41.19,65.25,69.98,72.89,52.42,73.08,58.63,47.01,73.94,80.81,79.58,82.07,86.23,72.27,48.72,64.12,98.2,99.58,99.14,110.63,94.37,61.15,99.01,102.99,110.1,104.16,108.88,114.49,75.48,115.6
city,Montreal,driving,Montréal,Quebec,Canada,100.0,101.01,106.71,110.64,117.82,100.38,73.03,99.49,100.45,107.09,108.45,123.73,107.93,76.21,95.66,98.5,100.67,104.35,120.42,110.1,83.64,91.84,97.22,101.23,104.56,100.95,102.63,79.27,120.77,109.81,109.81,116.2,128.24,112.96,89.36,103.11,106.67,117.55,111.72,126.38,110.69,82.46,98.02,104.64,101.59,99.23,123.5,107.55,83.46,101.0,106.11,106.48,114.17,113.17,102.71,80.61,97.58,105.89,104.81,101.11,90.32,75.02,55.79,65.57,56.45,54.53,53.16,51.55,39.43,31.66,43.14,40.26,34.22,33.66,37.73,30.04,23.16,31.15,34.41,33.81,32.0,34.51,30.56,22.39,32.82,32.93,33.43,33.68,33.19,31.06,24.92,27.66,35.78,37.74,38.83,41.92,36.36,27.76,42.36,39.93,41.38,45.36,49.32,42.29,32.54,45.47,48.57,52.08,47.58,56.18,51.28,40.87,53.83,56.59,59.47,58.23,61.4,53.91,45.62,,,68.48,70.59,74.13,67.64,55.77,62.71,77.26,81.14,84.87,95.43,76.73,65.98,86.16,91.85,93.75,94.01,100.03,85.5,73.13,93.32,93.31,94.44,106.28,115.91,93.29,86.92,102.93,105.15,103.74,108.4,125.25,101.14,88.62,113.82
city,Montreal,transit,Montréal,Quebec,Canada,100.0,100.85,104.22,108.68,110.74,101.08,82.55,104.29,105.56,107.05,108.94,120.67,101.45,81.04,101.45,107.47,101.12,105.93,115.59,103.2,82.75,98.69,102.06,103.72,108.33,113.84,110.31,87.03,112.65,107.83,109.11,113.2,120.66,108.67,92.21,101.2,102.58,106.72,112.23,124.14,104.54,82.93,97.94,101.31,101.46,105.07,119.5,110.81,88.28,103.93,108.35,109.8,115.73,112.04,100.34,84.39,101.05,101.42,99.13,89.87,76.74,65.37,51.46,49.52,39.0,36.73,32.21,30.84,27.16,23.94,24.15,21.71,20.35,19.21,19.72,18.41,15.52,19.07,19.98,18.62,18.3,18.89,17.25,15.02,18.45,17.6,17.84,15.97,16.93,16.08,14.99,18.43,19.04,19.0,18.67,18.99,18.63,16.83,20.53,20.07,20.75,20.19,21.05,20.61,18.45,23.29,23.07,23.81,22.32,25.24,24.83,23.78,27.74,28.76,29.19,26.54,26.09,23.67,22.55,,,28.82,28.76,26.98,28.02,26.62,29.8,32.58,32.7,34.28,37.03,34.03,33.2,38.39,39.38,39.54,39.02,39.5,38.01,38.07,41.6,40.27,41.97,46.76,46.9,42.15,45.75,49.35,48.76,47.6,46.99,51.58,45.52,45.27,55.12
city,Montreal,walking,Montréal,Quebec,Canada,100.0,103.16,114.86,112.96,122.87,124.74,84.83,93.97,100.68,107.28,118.09,145.92,133.71,86.78,103.04,108.6,104.53,111.04,138.9,144.61,91.4,96.08,104.77,105.88,105.0,111.5,136.13,88.24,102.05,105.72,114.31,119.14,149.13,170.69,135.51,112.34,105.32,114.27,117.38,143.34,145.74,97.43,103.27,110.01,104.09,101.46,132.75,149.78,98.56,107.97,119.21,118.95,137.22,135.28,138.68,101.52,109.21,107.72,115.92,110.76,99.4,98.89,67.33,66.61,52.96,56.27,51.65,46.5,42.9,37.2,38.09,41.39,40.86,37.19,46.55,38.79,22.54,29.25,42.76,37.11,33.4,38.2,46.23,29.71,41.32,43.46,39.9,33.38,35.65,37.34,37.06,27.8,39.22,38.85,39.81,43.15,46.53,32.26,45.0,34.89,37.69,44.16,50.7,56.53,36.33,42.24,52.1,54.24,40.15,54.13,68.57,52.74,51.1,55.83,62.68,57.69,53.69,49.13,43.65,,,63.77,69.22,57.88,69.16,69.8,68.51,72.76,81.93,81.84,92.87,82.5,74.93,77.65,87.11,81.19,81.34,85.75,79.78,74.44,79.36,77.77,81.98,100.9,103.68,83.24,97.65,94.4,94.74,90.43,94.86,103.66,89.68,87.29,105.64
city,Moscow,driving,Москва,,Russia,100.0,103.68,103.65,108.89,116.36,116.93,106.76,107.77,113.98,114.99,110.96,120.76,116.22,110.39,116.79,116.99,112.24,116.27,120.51,113.43,107.37,108.62,111.77,115.24,116.29,119.21,120.2,113.89,120.79,121.17,124.75,124.48,136.13,126.69,115.6,117.48,123.64,124.96,132.27,147.4,131.41,97.9,119.27,117.85,124.96,129.72,130.6,123.44,113.48,111.82,120.69,120.5,130.26,139.98,126.41,97.02,121.58,117.18,123.05,121.8,120.16,116.09,97.38,104.65,109.37,102.78,100.31,102.02,82.47,78.48,82.86,88.58,89.52,95.56,108.8,66.65,53.16,42.27,37.69,36.88,37.56,40.03,35.27,36.7,42.15,44.73,45.37,48.39,47.41,42.24,43.0,41.42,42.52,34.39,34.13,34.88,30.58,31.62,37.1,38.26,36.67,38.49,38.97,35.79,38.34,41.7,44.05,46.03,52.7,43.4,41.44,41.08,39.32,44.18,45.38,48.19,48.35,38.28,40.52,,,52.94,54.76,61.89,51.29,52.21,57.12,59.89,60.31,59.59,62.02,52.67,57.51,66.96,69.3,72.05,75.97,76.32,72.83,68.07,78.93,77.37,81.84,85.85,95.74,86.18,90.05,99.32,111.87,116.62,142.82,91.04,86.43,116.93,121.5
city,Moscow,walking,Москва,,Russia,100.0,105.14,105.85,111.56,123.17,123.87,97.9,107.27,107.41,110.99,105.41,117.14,115.62,102.21,109.35,111.5,115.61,111.35,122.57,116.93,92.48,104.31,107.42,109.89,107.54,105.3,111.56,101.89,114.42,116.4,121.53,126.18,142.11,132.71,110.35,117.88,129.82,131.09,144.81,157.99,138.53,96.02,108.46,117.52,117.46,118.36,135.01,122.73,110.21,109.1,112.84,123.08,126.58,129.54,133.7,110.03,114.45,118.45,121.8,123.58,113.14,116.96,81.41,97.48,97.2,90.13,86.3,81.53,64.2,59.01,66.74,71.68,76.62,78.64,76.0,53.19,41.49,25.83,23.35,23.8,24.37,26.03,24.1,22.37,27.82,33.11,32.44,34.88,30.72,28.41,28.42,31.53,26.9,25.62,24.02,26.58,22.68,22.32,28.84,28.13,26.83,29.17,28.97,25.2,29.25,30.23,32.01,33.06,35.55,33.46,33.37,32.58,31.01,33.98,32.65,37.5,35.82,30.6,31.3,,,39.07,40.13,42.51,38.4,35.3,39.66,43.54,40.97,39.84,40.03,37.01,38.77,51.88,53.86,56.7,59.32,42.01,57.03,38.8,53.15,52.49,55.63,61.64,57.31,73.69,79.97,85.16,96.21,84.2,100.85,72.93,73.05,97.31,109.36
city,Mumbai,driving,मुंबई,,India,100.0,101.26,101.7,108.77,120.52,134.5,105.0,103.59,101.69,103.8,107.76,112.23,115.17,99.34,104.34,104.33,105.69,116.55,115.37,121.35,104.22,101.6,105.94,100.37,102.31,115.93,123.34,112.92,101.72,103.44,111.86,117.67,146.64,129.2,119.81,108.42,105.42,104.04,107.07,103.78,111.47,105.92,102.58,106.05,110.04,111.22,115.11,113.69,103.14,96.8,99.31,101.05,107.06,112.34,107.77,93.21,81.79,76.1,90.24,89.62,89.4,80.27,72.66,69.99,61.47,58.58,49.95,41.17,24.65,21.48,21.03,16.8,13.35,14.99,15.83,14.41,14.1,13.96,13.43,15.72,14.88,12.17,11.87,12.05,11.93,11.99,11.92,11.77,11.66,10.99,11.49,11.45,12.32,12.13,11.71,11.66,11.67,11.79,15.5,12.35,12.14,12.33,12.01,11.62,12.34,13.68,13.7,13.58,13.89,12.67,14.02,15.12,17.29,17.17,17.52,19.06,19.5,18.38,20.18,,,21.2,19.56,22.98,20.13,20.63,21.69,20.46,20.7,19.5,19.33,18.53,15.82,18.82,20.16,19.41,21.01,21.41,19.93,22.0,23.86,21.39,18.05,23.32,27.0,25.8,30.42,36.46,35.56,35.2,33.18,36.14,32.67,31.62,34.96
city,Mumbai,walking,मुंबई,,India,100.0,97.79,102.37,100.11,111.45,121.4,96.69,108.75,104.72,101.41,102.64,101.63,114.7,94.77,101.68,99.52,99.36,108.27,114.01,114.89,97.76,95.92,104.78,101.17,106.38,117.08,126.63,105.87,101.31,98.99,103.66,106.64,129.59,123.45,102.51,104.75,97.84,104.24,98.0,107.5,103.12,94.96,93.46,94.26,102.51,95.25,106.06,109.31,93.01,97.97,93.33,92.82,97.79,101.09,97.79,86.93,75.83,74.76,84.39,86.39,88.58,75.45,67.48,65.05,58.78,55.71,45.54,33.72,21.08,16.7,16.76,14.59,16.81,20.3,21.18,17.88,17.5,15.42,15.15,14.81,13.98,14.22,12.57,14.94,13.79,13.34,13.85,14.14,13.39,15.26,15.23,15.61,14.38,15.07,14.75,12.83,13.26,14.81,15.45,14.97,14.91,14.33,15.26,13.42,16.22,16.6,17.24,17.08,15.29,16.33,15.85,19.9,21.21,17.24,18.2,19.58,23.48,22.63,18.78,,,21.02,20.12,18.09,18.2,19.61,20.57,18.76,18.92,18.46,17.42,17.61,15.31,15.88,20.44,18.33,19.0,18.41,18.12,20.25,20.94,18.6,14.62,23.45,23.32,23.05,21.91,28.15,29.16,27.69,27.13,30.18,31.86,26.15,27.11
city,Munich,driving,München,Bavaria,Germany,100.0,103.02,104.46,106.0,115.29,111.22,101.73,101.47,102.38,103.51,103.52,120.44,120.87,105.41,111.16,123.69,106.96,113.8,126.29,125.65,106.25,114.16,110.35,112.4,111.18,137.63,158.87,126.92,107.65,112.65,111.54,116.06,159.51,164.7,124.99,113.51,110.66,110.59,113.27,162.24,155.44,100.24,97.72,100.11,102.02,110.39,121.62,121.26,106.75,104.78,103.71,102.14,105.03,112.06,112.2,111.69,96.49,99.16,97.21,91.02,85.52,71.75,72.41,66.98,58.47,57.51,51.83,49.13,21.13,26.85,35.41,35.27,36.45,36.51,37.13,33.58,32.4,38.6,40.87,42.3,42.82,39.04,35.61,41.46,46.85,47.3,48.86,46.07,39.6,40.3,36.07,41.39,47.83,50.25,52.52,51.26,46.03,50.47,54.51,55.87,58.96,59.59,55.52,53.59,58.49,60.44,60.71,60.76,59.28,48.39,51.97,60.34,64.96,66.41,71.13,73.75,74.07,64.9,64.45,,,76.08,75.97,77.53,78.47,84.73,90.98,92.1,93.6,85.95,89.54,72.78,81.56,88.37,94.55,95.06,94.58,104.4,93.34,87.82,109.73,108.81,106.58,98.97,98.25,90.16,83.26,97.82,101.84,105.7,99.93,120.52,99.29,91.86,101.72
city,Munich,walking,München,Bavaria,Germany,100.0,106.97,110.12,107.98,129.5,125.08,82.58,99.78,99.66,101.06,105.38,129.42,162.32,100.26,111.97,105.1,106.25,111.34,125.7,142.02,87.23,96.47,107.16,117.52,119.34,139.29,169.22,120.82,91.77,102.01,109.56,124.33,150.02,166.21,110.54,120.75,120.05,111.66,120.0,142.95,164.07,87.62,103.66,100.78,95.03,100.46,118.45,140.44,102.79,106.55,101.01,104.39,104.92,121.93,136.66,112.14,93.85,88.06,99.45,96.23,87.97,89.21,86.21,65.27,50.46,53.66,48.68,43.92,17.55,28.63,30.41,31.0,29.53,30.22,41.25,53.19,28.54,30.41,35.11,39.77,43.12,42.39,51.83,67.19,47.71,46.78,46.74,46.78,60.27,54.35,56.69,46.79,37.9,46.34,52.48,56.09,60.41,61.05,47.6,48.74,55.39,56.72,53.56,67.39,73.75,53.83,44.42,43.59,46.71,41.46,42.7,62.45,53.16,55.6,65.9,71.13,72.53,66.63,53.13,,,49.69,57.08,60.61,76.47,80.53,82.21,81.72,77.38,83.19,84.27,54.26,66.54,68.15,77.36,82.3,75.33,83.04,90.98,81.33,101.69,103.72,99.07,77.24,81.98,97.97,51.35,82.1,81.79,78.78,90.93,133.65,113.21,53.53,70.12
