Fecha,Nacional,Aguascalientes,Baja California,Baja California Sur,Campeche,Chiapas,Chihuahua,Ciudad de México,Coahuila,Colima,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,Michoacán,Morelos,México,Nayarit,Nuevo León,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosí,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatán,Zacatecas
2020-05-11,285,0,29,1,3,4,8,71,2,1,0,3,7,8,2,3,6,39,1,3,4,13,2,6,1,12,3,11,3,10,23,6,0
2020-05-12,284,0,25,0,2,5,8,85,0,0,0,1,7,13,3,2,7,22,0,4,5,13,3,12,2,15,1,9,3,9,20,7,1
2020-05-13,314,1,35,0,1,5,12,95,0,0,1,3,7,11,3,5,10,40,0,4,6,14,2,7,0,4,4,12,4,3,19,5,1
2020-05-14,347,1,34,1,5,3,9,94,0,0,3,2,7,13,6,10,4,37,2,3,6,13,3,10,1,16,3,12,5,3,34,6,1
2020-05-15,350,1,26,0,5,2,8,99,2,1,3,3,12,15,7,3,4,36,2,3,8,14,5,10,3,16,3,22,3,8,22,2,2
2020-05-16,324,1,30,1,3,3,4,92,4,1,2,3,14,8,9,6,6,33,2,3,3,11,8,6,3,14,5,16,3,10,17,3,0
2020-05-17,366,4,34,1,2,3,8,103,1,0,1,1,15,12,5,6,7,55,4,3,7,9,8,5,5,16,3,13,2,6,18,8,1
2020-05-18,366,0,49,1,3,5,11,110,0,1,0,5,15,15,3,3,5,34,2,4,7,9,1,10,2,18,6,12,3,1,28,3,0
2020-05-19,372,0,33,0,3,11,10,97,0,0,0,2,10,5,1,6,10,58,3,4,11,17,4,9,0,14,4,14,6,5,30,3,2
2020-05-20,366,0,39,1,4,5,6,85,1,2,3,1,15,14,6,9,7,39,1,6,5,20,7,4,3,12,7,19,1,2,31,11,0
2020-05-21,357,2,21,0,2,1,1,117,1,2,1,1,12,16,9,10,6,39,2,3,3,17,8,4,1,25,3,17,5,4,21,3,0
2020-05-22,362,1,26,1,2,7,7,108,1,1,0,4,14,12,2,7,4,42,1,3,7,24,3,5,2,13,7,20,4,1,26,6,1
2020-05-23,351,0,26,0,1,8,12,97,1,0,0,4,17,12,4,4,5,37,0,2,8,18,5,3,3,19,9,20,3,3,22,7,1
2020-05-24,382,4,28,1,6,9,3,97,6,5,3,2,18,10,5,8,5,47,2,1,13,16,4,10,2,14,8,18,6,10,19,2,0
2020-05-25,390,0,31,0,3,8,8,103,1,0,2,6,19,11,8,12,3,45,0,9,9,24,7,6,2,16,10,10,4,3,25,4,1
2020-05-26,360,0,22,1,4,3,11,97,3,2,2,3,16,12,6,6,5,41,3,5,8,12,5,6,3,16,12,13,3,5,26,8,1
2020-05-27,378,4,31,2,2,9,6,93,0,1,2,3,19,12,3,10,2,49,5,4,10,13,7,6,1,26,9,13,4,4,20,7,1
2020-05-28,376,3,32,0,4,11,10,99,2,0,3,5,15,12,2,7,3,33,6,3,5,20,2,6,1,21,10,13,9,6,28,4,1
2020-05-29,332,3,20,1,2,7,8,90,4,1,3,0,17,11,4,2,1,27,2,5,11,14,6,8,2,20,14,15,3,1,22,7,1
2020-05-30,362,1,27,0,1,12,6,79,1,0,0,2,14,11,14,4,4,32,6,3,14,20,0,7,1,17,11,22,9,1,37,5,1
2020-05-31,408,1,27,0,0,7,5,112,1,2,3,6,19,12,11,6,4,51,3,2,15,15,5,6,3,26,11,13,9,6,22,5,0
2020-06-01,438,2,34,1,2,10,8,108,1,1,1,2,17,11,18,7,3,44,1,4,12,30,4,11,5,23,11,19,6,4,27,10,1
2020-06-02,367,2,26,1,4,17,9,69,1,0,3,5,20,6,10,5,4,33,5,2,9,22,6,7,1,24,9,17,5,9,25,8,3
2020-06-03,389,2,21,2,3,10,7,97,3,1,1,4,18,16,18,4,2,35,3,6,5,19,6,3,2,35,8,17,6,4,27,2,2
2020-06-04,373,2,22,2,2,13,2,97,3,0,1,4,14,5,19,9,3,26,3,9,11,27,10,5,1,22,13,12,5,9,16,4,2
2020-06-05,357,1,22,3,2,14,8,89,7,1,3,7,21,4,14,7,4,22,0,3,4,12,3,7,1,28,13,14,2,3,33,4,1
2020-06-06,380,4,34,0,2,5,12,100,4,2,1,10,16,3,15,8,2,38,6,5,7,19,7,8,6,21,6,7,1,4,20,6,1
2020-06-07,372,1,23,1,6,12,10,75,6,2,1,5,16,9,17,6,5,35,4,2,14,14,11,10,3,23,9,12,5,3,26,3,3
2020-06-08,385,2,27,0,8,14,12,74,6,1,2,9,15,12,10,7,3,35,7,4,12,14,3,6,5,22,11,12,7,7,31,4,3
2020-06-09,329,4,14,1,3,15,6,83,1,0,2,4,10,9,17,2,4,19,3,5,20,7,6,7,3,15,7,10,7,6,31,7,1
2020-06-10,328,4,24,0,1,11,2,73,4,2,5,15,12,9,10,5,3,25,3,5,13,11,1,7,1,14,6,11,8,11,21,9,2
2020-06-11,234,0,13,1,2,6,6,56,4,1,1,6,6,6,12,5,0,27,3,4,5,6,8,1,5,11,3,8,3,3,17,3,2
2020-06-12,195,2,12,1,1,10,1,58,1,1,4,0,3,3,10,5,0,6,1,8,11,4,6,3,0,11,2,8,7,2,11,2,1
2020-06-13,125,0,5,0,2,1,0,31,2,1,0,2,1,5,3,3,1,4,1,4,18,3,6,4,1,9,1,5,0,0,9,3,0
2020-06-14,67,0,2,0,0,1,0,18,0,0,1,0,2,3,2,3,0,2,1,1,4,1,3,3,0,2,2,6,1,0,4,5,0
2020-06-15,10,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0
