dep,jour,p,t,cl_age90
90,2020-06-07,0,2,79
90,2020-06-07,0,7,89
90,2020-06-07,0,1,90
91,2020-06-07,1,93,0
91,2020-06-07,0,9,09
91,2020-06-07,0,9,19
91,2020-06-07,0,5,29
91,2020-06-07,0,9,39
91,2020-06-07,0,9,49
91,2020-06-07,0,5,59
91,2020-06-07,0,17,69
91,2020-06-07,0,12,79
91,2020-06-07,0,12,89
91,2020-06-07,1,6,90
92,2020-06-07,4,189,0
92,2020-06-07,0,6,09
92,2020-06-07,1,8,19
92,2020-06-07,0,13,29
92,2020-06-07,0,24,39
92,2020-06-07,2,14,49
92,2020-06-07,0,32,59
92,2020-06-07,1,24,69
92,2020-06-07,0,27,79
92,2020-06-07,0,26,89
92,2020-06-07,0,15,90
93,2020-06-07,4,198,0
93,2020-06-07,0,20,09
93,2020-06-07,0,10,19
93,2020-06-07,1,25,29
93,2020-06-07,0,27,39
93,2020-06-07,0,24,49
93,2020-06-07,0,26,59
93,2020-06-07,2,16,69
93,2020-06-07,0,24,79
93,2020-06-07,1,20,89
93,2020-06-07,0,5,90
94,2020-06-07,9,493,0
94,2020-06-07,2,31,09
94,2020-06-07,0,24,19
94,2020-06-07,2,32,29
94,2020-06-07,0,46,39
94,2020-06-07,0,62,49
94,2020-06-07,1,75,59
94,2020-06-07,2,93,69
94,2020-06-07,0,69,79
94,2020-06-07,1,49,89
94,2020-06-07,1,11,90
95,2020-06-07,4,92,0
95,2020-06-07,0,5,09
95,2020-06-07,1,8,19
95,2020-06-07,0,13,29
95,2020-06-07,1,12,39
95,2020-06-07,0,9,49
95,2020-06-07,0,10,59
95,2020-06-07,0,9,69
95,2020-06-07,0,11,79
95,2020-06-07,0,10,89
95,2020-06-07,2,5,90
971,2020-06-07,0,3,0
971,2020-06-07,0,0,09
971,2020-06-07,0,0,19
971,2020-06-07,0,1,29
971,2020-06-07,0,1,39
971,2020-06-07,0,0,49
971,2020-06-07,0,0,59
971,2020-06-07,0,0,69
971,2020-06-07,0,1,79
971,2020-06-07,0,0,89
971,2020-06-07,0,0,90
972,2020-06-07,0,1,0
972,2020-06-07,0,0,09
972,2020-06-07,0,0,19
972,2020-06-07,0,0,29
972,2020-06-07,0,0,39
972,2020-06-07,0,1,49
972,2020-06-07,0,0,59
972,2020-06-07,0,0,69
972,2020-06-07,0,0,79
972,2020-06-07,0,0,89
972,2020-06-07,0,0,90
973,2020-06-07,1,12,0
973,2020-06-07,0,2,09
973,2020-06-07,0,1,19
973,2020-06-07,0,0,29
973,2020-06-07,0,3,39
973,2020-06-07,1,2,49
973,2020-06-07,0,2,59
973,2020-06-07,0,0,69
973,2020-06-07,0,1,79
973,2020-06-07,0,0,89
973,2020-06-07,0,1,90
974,2020-06-07,1,253,0
974,2020-06-07,0,15,09
974,2020-06-07,0,37,19
974,2020-06-07,0,88,29
974,2020-06-07,0,31,39
974,2020-06-07,1,31,49
974,2020-06-07,0,21,59
974,2020-06-07,0,21,69
974,2020-06-07,0,6,79
974,2020-06-07,0,3,89
974,2020-06-07,0,0,90
975,2020-06-07,0,0,0
975,2020-06-07,0,0,09
975,2020-06-07,0,0,19
975,2020-06-07,0,0,29
975,2020-06-07,0,0,39
975,2020-06-07,0,0,49
975,2020-06-07,0,0,59
975,2020-06-07,0,0,69
975,2020-06-07,0,0,79
975,2020-06-07,0,0,89
975,2020-06-07,0,0,90
976,2020-06-07,4,37,0
976,2020-06-07,0,6,09
976,2020-06-07,0,4,19
976,2020-06-07,0,6,29
976,2020-06-07,1,9,39
976,2020-06-07,0,3,49
976,2020-06-07,2,6,59
976,2020-06-07,0,1,69
976,2020-06-07,1,2,79
976,2020-06-07,0,0,89
976,2020-06-07,0,0,90
977,2020-06-07,0,0,0
977,2020-06-07,0,0,09
977,2020-06-07,0,0,19
977,2020-06-07,0,0,29
977,2020-06-07,0,0,39
977,2020-06-07,0,0,49
977,2020-06-07,0,0,59
977,2020-06-07,0,0,69
977,2020-06-07,0,0,79
977,2020-06-07,0,0,89
977,2020-06-07,0,0,90
978,2020-06-07,0,1,0
978,2020-06-07,0,0,09
978,2020-06-07,0,0,19
978,2020-06-07,0,0,29
978,2020-06-07,0,0,39
978,2020-06-07,0,0,49
978,2020-06-07,0,1,59
978,2020-06-07,0,0,69
978,2020-06-07,0,0,79
978,2020-06-07,0,0,89
978,2020-06-07,0,0,90
01,2020-06-08,0,326,0
01,2020-06-08,0,27,09
01,2020-06-08,0,28,19
01,2020-06-08,0,39,29
01,2020-06-08,0,44,39
01,2020-06-08,0,36,49
01,2020-06-08,0,47,59
01,2020-06-08,0,29,69
01,2020-06-08,0,35,79
01,2020-06-08,0,31,89
01,2020-06-08,0,10,90
02,2020-06-08,8,255,0
02,2020-06-08,0,12,09
02,2020-06-08,1,19,19
02,2020-06-08,0,22,29
02,2020-06-08,1,31,39
02,2020-06-08,2,28,49
02,2020-06-08,0,42,59
02,2020-06-08,0,42,69
02,2020-06-08,0,27,79
02,2020-06-08,3,19,89
02,2020-06-08,1,13,90
03,2020-06-08,0,158,0
03,2020-06-08,0,4,09
03,2020-06-08,0,14,19
03,2020-06-08,0,11,29
03,2020-06-08,0,12,39
03,2020-06-08,0,20,49
03,2020-06-08,0,18,59
03,2020-06-08,0,26,69
03,2020-06-08,0,30,79
03,2020-06-08,0,21,89
03,2020-06-08,0,2,90
04,2020-06-08,2,108,0
04,2020-06-08,0,5,09
04,2020-06-08,0,9,19
04,2020-06-08,1,6,29
04,2020-06-08,0,8,39
04,2020-06-08,1,9,49
04,2020-06-08,0,11,59
04,2020-06-08,0,26,69
04,2020-06-08,0,19,79
04,2020-06-08,0,12,89
04,2020-06-08,0,3,90
05,2020-06-08,0,93,0
05,2020-06-08,0,7,09
05,2020-06-08,0,5,19
05,2020-06-08,0,10,29
05,2020-06-08,0,13,39
05,2020-06-08,0,12,49
05,2020-06-08,0,13,59
05,2020-06-08,0,16,69
05,2020-06-08,0,10,79
05,2020-06-08,0,5,89
05,2020-06-08,0,2,90
06,2020-06-08,4,996,0
06,2020-06-08,0,32,09
06,2020-06-08,0,47,19
06,2020-06-08,1,97,29
06,2020-06-08,0,102,39
06,2020-06-08,1,108,49
06,2020-06-08,1,143,59
06,2020-06-08,0,142,69
06,2020-06-08,1,163,79
06,2020-06-08,0,118,89
06,2020-06-08,0,44,90
07,2020-06-08,3,91,0
07,2020-06-08,0,3,09
07,2020-06-08,0,4,19
07,2020-06-08,0,5,29
07,2020-06-08,0,7,39
07,2020-06-08,0,16,49
07,2020-06-08,1,12,59
07,2020-06-08,0,12,69
07,2020-06-08,0,15,79
07,2020-06-08,2,12,89
07,2020-06-08,0,5,90
08,2020-06-08,1,197,0
08,2020-06-08,0,5,09
08,2020-06-08,0,8,19
08,2020-06-08,0,29,29
08,2020-06-08,1,23,39
08,2020-06-08,0,13,49
08,2020-06-08,0,11,59
08,2020-06-08,0,17,69
08,2020-06-08,0,19,79
08,2020-06-08,0,33,89
08,2020-06-08,0,39,90
09,2020-06-08,0,49,0
09,2020-06-08,0,1,09
09,2020-06-08,0,3,19
09,2020-06-08,0,7,29
09,2020-06-08,0,4,39
09,2020-06-08,0,7,49
09,2020-06-08,0,7,59
09,2020-06-08,0,9,69
09,2020-06-08,0,5,79
09,2020-06-08,0,5,89
09,2020-06-08,0,1,90
10,2020-06-08,0,122,0
10,2020-06-08,0,7,09
10,2020-06-08,0,6,19
10,2020-06-08,0,16,29
10,2020-06-08,0,12,39
10,2020-06-08,0,14,49
10,2020-06-08,0,22,59
10,2020-06-08,0,15,69
10,2020-06-08,0,15,79
10,2020-06-08,0,9,89
10,2020-06-08,0,6,90
11,2020-06-08,0,216,0
11,2020-06-08,0,4,09
11,2020-06-08,0,12,19
11,2020-06-08,0,11,29
11,2020-06-08,0,33,39
11,2020-06-08,0,40,49
11,2020-06-08,0,36,59
11,2020-06-08,0,21,69
11,2020-06-08,0,27,79
11,2020-06-08,0,25,89
11,2020-06-08,0,7,90
12,2020-06-08,0,102,0
12,2020-06-08,0,5,09
12,2020-06-08,0,6,19
12,2020-06-08,0,8,29
12,2020-06-08,0,9,39
12,2020-06-08,0,17,49
12,2020-06-08,0,10,59
12,2020-06-08,0,10,69
12,2020-06-08,0,14,79
12,2020-06-08,0,9,89
12,2020-06-08,0,14,90
13,2020-06-08,16,2159,0
13,2020-06-08,0,105,09
13,2020-06-08,2,127,19
13,2020-06-08,1,216,29
13,2020-06-08,1,247,39
13,2020-06-08,5,249,49
13,2020-06-08,0,306,59
13,2020-06-08,2,314,69
13,2020-06-08,1,327,79
13,2020-06-08,1,189,89
13,2020-06-08,3,78,90
14,2020-06-08,1,486,0
14,2020-06-08,0,12,09
14,2020-06-08,0,24,19
14,2020-06-08,0,36,29
14,2020-06-08,0,52,39
14,2020-06-08,0,50,49
14,2020-06-08,1,59,59
14,2020-06-08,0,93,69
14,2020-06-08,0,79,79
14,2020-06-08,0,62,89
14,2020-06-08,0,19,90
15,2020-06-08,1,57,0
15,2020-06-08,0,6,09
15,2020-06-08,0,7,19
15,2020-06-08,0,2,29
15,2020-06-08,0,7,39
15,2020-06-08,0,7,49
15,2020-06-08,1,3,59
15,2020-06-08,0,8,69
15,2020-06-08,0,4,79
15,2020-06-08,0,9,89
15,2020-06-08,0,4,90
16,2020-06-08,0,92,0
16,2020-06-08,0,7,09
16,2020-06-08,0,12,19
16,2020-06-08,0,11,29
16,2020-06-08,0,9,39
16,2020-06-08,0,8,49
16,2020-06-08,0,8,59
16,2020-06-08,0,14,69
16,2020-06-08,0,8,79
16,2020-06-08,0,11,89
16,2020-06-08,0,4,90
17,2020-06-08,2,138,0
17,2020-06-08,1,8,09
17,2020-06-08,0,2,19
17,2020-06-08,1,15,29
17,2020-06-08,0,10,39
17,2020-06-08,0,11,49
17,2020-06-08,0,13,59
17,2020-06-08,0,23,69
17,2020-06-08,0,24,79
17,2020-06-08,0,21,89
17,2020-06-08,0,11,90
18,2020-06-08,0,133,0
18,2020-06-08,0,7,09
18,2020-06-08,0,9,19
18,2020-06-08,0,4,29
18,2020-06-08,0,11,39
18,2020-06-08,0,14,49
18,2020-06-08,0,17,59
18,2020-06-08,0,27,69
18,2020-06-08,0,17,79
18,2020-06-08,0,21,89
18,2020-06-08,0,6,90
19,2020-06-08,0,239,0
19,2020-06-08,0,3,09
19,2020-06-08,0,12,19
19,2020-06-08,0,63,29
19,2020-06-08,0,19,39
19,2020-06-08,0,25,49
19,2020-06-08,0,24,59
19,2020-06-08,0,32,69
19,2020-06-08,0,32,79
19,2020-06-08,0,18,89
19,2020-06-08,0,10,90
21,2020-06-08,3,259,0
21,2020-06-08,0,14,09
21,2020-06-08,0,16,19
21,2020-06-08,0,30,29
21,2020-06-08,0,32,39
21,2020-06-08,0,23,49
21,2020-06-08,1,30,59
21,2020-06-08,0,28,69
21,2020-06-08,0,35,79
21,2020-06-08,1,32,89
21,2020-06-08,1,19,90
22,2020-06-08,1,227,0
22,2020-06-08,0,14,09
22,2020-06-08,0,14,19
22,2020-06-08,0,27,29
22,2020-06-08,0,26,39
22,2020-06-08,0,25,49
22,2020-06-08,0,17,59
22,2020-06-08,0,26,69
22,2020-06-08,1,30,79
22,2020-06-08,0,32,89
22,2020-06-08,0,16,90
23,2020-06-08,0,48,0
23,2020-06-08,0,1,09
23,2020-06-08,0,0,19
23,2020-06-08,0,3,29
23,2020-06-08,0,2,39
23,2020-06-08,0,5,49
23,2020-06-08,0,12,59
23,2020-06-08,0,11,69
23,2020-06-08,0,7,79
23,2020-06-08,0,6,89
23,2020-06-08,0,1,90
24,2020-06-08,0,132,0
24,2020-06-08,0,8,09
24,2020-06-08,0,6,19
24,2020-06-08,0,13,29
24,2020-06-08,0,9,39
24,2020-06-08,0,17,49
24,2020-06-08,0,13,59
24,2020-06-08,0,16,69
24,2020-06-08,0,19,79
24,2020-06-08,0,20,89
24,2020-06-08,0,11,90
25,2020-06-08,2,366,0
25,2020-06-08,0,17,09
25,2020-06-08,0,22,19
25,2020-06-08,0,42,29
25,2020-06-08,1,53,39
25,2020-06-08,0,44,49
25,2020-06-08,0,43,59
25,2020-06-08,0,47,69
25,2020-06-08,0,39,79
25,2020-06-08,0,43,89
25,2020-06-08,1,16,90
26,2020-06-08,10,226,0
26,2020-06-08,0,12,09
26,2020-06-08,0,17,19
26,2020-06-08,1,20,29
26,2020-06-08,1,16,39
26,2020-06-08,0,15,49
26,2020-06-08,1,28,59
26,2020-06-08,0,25,69
26,2020-06-08,0,25,79
26,2020-06-08,3,29,89
26,2020-06-08,4,38,90
27,2020-06-08,0,151,0
27,2020-06-08,0,8,09
27,2020-06-08,0,14,19
27,2020-06-08,0,14,29
27,2020-06-08,0,18,39
27,2020-06-08,0,19,49
27,2020-06-08,0,21,59
27,2020-06-08,0,15,69
27,2020-06-08,0,22,79
27,2020-06-08,0,9,89
27,2020-06-08,0,11,90
28,2020-06-08,4,217,0
28,2020-06-08,0,15,09
28,2020-06-08,0,16,19
28,2020-06-08,0,14,29
28,2020-06-08,0,20,39
28,2020-06-08,0,29,49
28,2020-06-08,1,22,59
28,2020-06-08,2,38,69
28,2020-06-08,1,31,79
28,2020-06-08,0,21,89
28,2020-06-08,0,11,90
29,2020-06-08,3,316,0
29,2020-06-08,0,27,09
29,2020-06-08,0,22,19
29,2020-06-08,0,24,29
29,2020-06-08,1,33,39
29,2020-06-08,0,35,49
29,2020-06-08,1,50,59
29,2020-06-08,1,45,69
29,2020-06-08,0,27,79
29,2020-06-08,0,35,89
29,2020-06-08,0,18,90
2A,2020-06-08,1,177,0
2A,2020-06-08,0,4,09
2A,2020-06-08,0,9,19
2A,2020-06-08,1,12,29
2A,2020-06-08,0,18,39
2A,2020-06-08,0,15,49
2A,2020-06-08,0,33,59
2A,2020-06-08,0,32,69
2A,2020-06-08,0,33,79
2A,2020-06-08,0,16,89
2A,2020-06-08,0,5,90
2B,2020-06-08,1,116,0
2B,2020-06-08,0,1,09
2B,2020-06-08,0,4,19
2B,2020-06-08,0,8,29
2B,2020-06-08,1,11,39
2B,2020-06-08,0,18,49
2B,2020-06-08,0,13,59
2B,2020-06-08,0,24,69
2B,2020-06-08,0,23,79
2B,2020-06-08,0,11,89
2B,2020-06-08,0,3,90
30,2020-06-08,6,458,0
30,2020-06-08,0,28,09
30,2020-06-08,0,19,19
30,2020-06-08,0,47,29
30,2020-06-08,0,45,39
30,2020-06-08,2,51,49
30,2020-06-08,1,54,59
30,2020-06-08,1,78,69
30,2020-06-08,0,64,79
30,2020-06-08,1,54,89
30,2020-06-08,1,18,90
31,2020-06-08,7,696,0
31,2020-06-08,2,51,09
31,2020-06-08,0,68,19
31,2020-06-08,3,101,29
31,2020-06-08,1,107,39
31,2020-06-08,0,99,49
31,2020-06-08,1,77,59
31,2020-06-08,0,66,69
31,2020-06-08,0,62,79
31,2020-06-08,0,34,89
31,2020-06-08,0,31,90
32,2020-06-08,0,72,0
32,2020-06-08,0,2,09
32,2020-06-08,0,5,19
32,2020-06-08,0,9,29
32,2020-06-08,0,6,39
32,2020-06-08,0,7,49
32,2020-06-08,0,10,59
32,2020-06-08,0,13,69
32,2020-06-08,0,10,79
32,2020-06-08,0,4,89
32,2020-06-08,0,6,90
33,2020-06-08,2,678,0
33,2020-06-08,0,56,09
33,2020-06-08,0,54,19
33,2020-06-08,2,91,29
33,2020-06-08,0,93,39
33,2020-06-08,0,79,49
33,2020-06-08,0,95,59
33,2020-06-08,0,77,69
33,2020-06-08,0,70,79
33,2020-06-08,0,47,89
33,2020-06-08,0,14,90
34,2020-06-08,2,1359,0
34,2020-06-08,0,36,09
34,2020-06-08,0,81,19
34,2020-06-08,0,167,29
34,2020-06-08,0,132,39
34,2020-06-08,0,153,49
34,2020-06-08,0,198,59
34,2020-06-08,0,202,69
34,2020-06-08,0,221,79
34,2020-06-08,2,134,89
34,2020-06-08,0,33,90
35,2020-06-08,2,409,0
35,2020-06-08,0,28,09
35,2020-06-08,1,24,19
35,2020-06-08,1,57,29
35,2020-06-08,0,76,39
35,2020-06-08,0,76,49
35,2020-06-08,0,60,59
35,2020-06-08,0,28,69
35,2020-06-08,0,13,79
35,2020-06-08,0,28,89
35,2020-06-08,0,19,90
36,2020-06-08,0,56,0
36,2020-06-08,0,3,09
36,2020-06-08,0,4,19
36,2020-06-08,0,6,29
36,2020-06-08,0,4,39
36,2020-06-08,0,9,49
36,2020-06-08,0,5,59
36,2020-06-08,0,7,69
36,2020-06-08,0,7,79
36,2020-06-08,0,9,89
36,2020-06-08,0,2,90
37,2020-06-08,2,389,0
37,2020-06-08,0,7,09
37,2020-06-08,0,23,19
37,2020-06-08,0,37,29
37,2020-06-08,0,40,39
37,2020-06-08,0,53,49
37,2020-06-08,0,53,59
37,2020-06-08,1,57,69
37,2020-06-08,0,51,79
37,2020-06-08,1,50,89
37,2020-06-08,0,18,90
38,2020-06-08,8,581,0
38,2020-06-08,0,36,09
38,2020-06-08,1,44,19
38,2020-06-08,3,61,29
38,2020-06-08,0,68,39
38,2020-06-08,3,67,49
38,2020-06-08,0,87,59
38,2020-06-08,0,75,69
38,2020-06-08,0,82,79
38,2020-06-08,1,49,89
38,2020-06-08,0,11,90
39,2020-06-08,1,100,0
39,2020-06-08,0,4,09
39,2020-06-08,0,10,19
39,2020-06-08,0,13,29
39,2020-06-08,0,13,39
39,2020-06-08,0,10,49
39,2020-06-08,1,8,59
39,2020-06-08,0,11,69
39,2020-06-08,0,16,79
39,2020-06-08,0,8,89
39,2020-06-08,0,7,90
40,2020-06-08,0,345,0
40,2020-06-08,0,11,09
40,2020-06-08,0,21,19
40,2020-06-08,0,19,29
40,2020-06-08,0,31,39
40,2020-06-08,0,36,49
40,2020-06-08,0,46,59
40,2020-06-08,0,68,69
40,2020-06-08,0,60,79
40,2020-06-08,0,43,89
40,2020-06-08,0,10,90
41,2020-06-08,1,94,0
41,2020-06-08,0,5,09
41,2020-06-08,0,9,19
41,2020-06-08,0,12,29
41,2020-06-08,0,8,39
41,2020-06-08,0,8,49
41,2020-06-08,0,16,59
41,2020-06-08,0,8,69
41,2020-06-08,1,13,79
41,2020-06-08,0,12,89
41,2020-06-08,0,3,90
42,2020-06-08,6,722,0
42,2020-06-08,0,25,09
42,2020-06-08,0,26,19
42,2020-06-08,0,49,29
42,2020-06-08,1,68,39
42,2020-06-08,0,61,49
42,2020-06-08,0,73,59
42,2020-06-08,5,136,69
42,2020-06-08,0,106,79
42,2020-06-08,0,105,89
42,2020-06-08,0,73,90
43,2020-06-08,0,131,0
43,2020-06-08,0,9,09
43,2020-06-08,0,6,19
43,2020-06-08,0,17,29
43,2020-06-08,0,16,39
43,2020-06-08,0,13,49
43,2020-06-08,0,22,59
43,2020-06-08,0,16,69
43,2020-06-08,0,14,79
43,2020-06-08,0,14,89
43,2020-06-08,0,4,90
44,2020-06-08,14,849,0
44,2020-06-08,0,53,09
44,2020-06-08,1,77,19
44,2020-06-08,0,116,29
44,2020-06-08,3,91,39
44,2020-06-08,1,109,49
44,2020-06-08,4,98,59
44,2020-06-08,1,85,69
44,2020-06-08,1,75,79
44,2020-06-08,2,81,89
44,2020-06-08,1,64,90
45,2020-06-08,6,421,0
45,2020-06-08,0,27,09
45,2020-06-08,0,35,19
45,2020-06-08,0,42,29
45,2020-06-08,1,48,39
45,2020-06-08,2,62,49
45,2020-06-08,0,48,59
45,2020-06-08,2,40,69
45,2020-06-08,0,46,79
45,2020-06-08,0,50,89
45,2020-06-08,1,23,90
46,2020-06-08,0,60,0
46,2020-06-08,0,0,09
46,2020-06-08,0,4,19
46,2020-06-08,0,2,29
46,2020-06-08,0,7,39
46,2020-06-08,0,7,49
46,2020-06-08,0,6,59
46,2020-06-08,0,11,69
46,2020-06-08,0,7,79
46,2020-06-08,0,8,89
46,2020-06-08,0,8,90
47,2020-06-08,0,83,0
47,2020-06-08,0,3,09
47,2020-06-08,0,4,19
47,2020-06-08,0,8,29
47,2020-06-08,0,10,39
47,2020-06-08,0,9,49
47,2020-06-08,0,7,59
47,2020-06-08,0,11,69
47,2020-06-08,0,10,79
47,2020-06-08,0,12,89
47,2020-06-08,0,9,90
48,2020-06-08,0,53,0
48,2020-06-08,0,2,09
48,2020-06-08,0,1,19
48,2020-06-08,0,4,29
48,2020-06-08,0,4,39
48,2020-06-08,0,4,49
48,2020-06-08,0,5,59
48,2020-06-08,0,15,69
48,2020-06-08,0,9,79
48,2020-06-08,0,9,89
48,2020-06-08,0,0,90
49,2020-06-08,4,416,0
49,2020-06-08,0,29,09
49,2020-06-08,0,32,19
49,2020-06-08,0,58,29
49,2020-06-08,0,59,39
49,2020-06-08,0,47,49
49,2020-06-08,1,60,59
49,2020-06-08,0,43,69
49,2020-06-08,1,24,79
49,2020-06-08,1,44,89
49,2020-06-08,1,20,90
50,2020-06-08,1,229,0
50,2020-06-08,0,12,09
50,2020-06-08,0,5,19
50,2020-06-08,0,15,29
50,2020-06-08,0,21,39
50,2020-06-08,0,15,49
50,2020-06-08,0,33,59
50,2020-06-08,0,38,69
50,2020-06-08,1,36,79
50,2020-06-08,0,38,89
50,2020-06-08,0,16,90
51,2020-06-08,5,515,0
51,2020-06-08,0,21,09
51,2020-06-08,1,39,19
51,2020-06-08,0,85,29
51,2020-06-08,0,64,39
51,2020-06-08,0,92,49
51,2020-06-08,0,65,59
51,2020-06-08,0,41,69
51,2020-06-08,0,41,79
51,2020-06-08,1,43,89
51,2020-06-08,3,24,90
52,2020-06-08,1,112,0
52,2020-06-08,0,1,09
52,2020-06-08,0,5,19
52,2020-06-08,0,18,29
52,2020-06-08,0,20,39
52,2020-06-08,0,8,49
52,2020-06-08,0,13,59
52,2020-06-08,0,13,69
52,2020-06-08,0,11,79
52,2020-06-08,0,9,89
52,2020-06-08,1,14,90
53,2020-06-08,0,81,0
53,2020-06-08,0,9,09
53,2020-06-08,0,2,19
53,2020-06-08,0,5,29
53,2020-06-08,0,19,39
53,2020-06-08,0,12,49
53,2020-06-08,0,5,59
53,2020-06-08,0,5,69
53,2020-06-08,0,4,79
53,2020-06-08,0,12,89
53,2020-06-08,0,8,90
54,2020-06-08,36,1043,0
54,2020-06-08,3,42,09
54,2020-06-08,0,74,19
54,2020-06-08,5,115,29
54,2020-06-08,5,142,39
54,2020-06-08,2,124,49
54,2020-06-08,8,157,59
54,2020-06-08,6,150,69
54,2020-06-08,4,142,79
54,2020-06-08,1,70,89
54,2020-06-08,2,26,90
55,2020-06-08,7,275,0
55,2020-06-08,0,4,09
55,2020-06-08,0,17,19
55,2020-06-08,2,34,29
55,2020-06-08,1,44,39
55,2020-06-08,2,31,49
55,2020-06-08,1,43,59
55,2020-06-08,0,38,69
55,2020-06-08,0,24,79
55,2020-06-08,1,27,89
55,2020-06-08,0,13,90
56,2020-06-08,0,240,0
56,2020-06-08,0,15,09
56,2020-06-08,0,11,19
56,2020-06-08,0,35,29
56,2020-06-08,0,21,39
56,2020-06-08,0,33,49
56,2020-06-08,0,36,59
56,2020-06-08,0,24,69
56,2020-06-08,0,23,79
56,2020-06-08,0,24,89
56,2020-06-08,0,18,90
57,2020-06-08,7,620,0
57,2020-06-08,0,18,09
57,2020-06-08,0,41,19
57,2020-06-08,0,65,29
57,2020-06-08,1,86,39
57,2020-06-08,1,85,49
57,2020-06-08,1,92,59
57,2020-06-08,1,105,69
57,2020-06-08,2,73,79
57,2020-06-08,0,44,89
57,2020-06-08,1,11,90
58,2020-06-08,0,97,0
58,2020-06-08,0,2,09
58,2020-06-08,0,2,19
58,2020-06-08,0,8,29
58,2020-06-08,0,9,39
58,2020-06-08,0,11,49
58,2020-06-08,0,12,59
58,2020-06-08,0,14,69
58,2020-06-08,0,15,79
58,2020-06-08,0,16,89
58,2020-06-08,0,8,90
59,2020-06-08,75,2204,0
59,2020-06-08,8,140,09
59,2020-06-08,8,146,19
59,2020-06-08,20,314,29
59,2020-06-08,10,343,39
59,2020-06-08,14,306,49
59,2020-06-08,3,286,59
59,2020-06-08,3,247,69
59,2020-06-08,0,199,79
59,2020-06-08,5,153,89
59,2020-06-08,4,69,90
60,2020-06-08,2,280,0
60,2020-06-08,0,7,09
60,2020-06-08,0,15,19
60,2020-06-08,0,33,29
60,2020-06-08,1,31,39
60,2020-06-08,0,44,49
60,2020-06-08,0,33,59
60,2020-06-08,1,41,69
60,2020-06-08,0,33,79
60,2020-06-08,0,25,89
60,2020-06-08,0,18,90
61,2020-06-08,2,184,0
61,2020-06-08,0,7,09
61,2020-06-08,1,14,19
61,2020-06-08,0,11,29
61,2020-06-08,1,20,39
61,2020-06-08,0,9,49
61,2020-06-08,0,24,59
61,2020-06-08,0,26,69
61,2020-06-08,0,37,79
61,2020-06-08,0,25,89
61,2020-06-08,0,11,90
62,2020-06-08,9,859,0
62,2020-06-08,0,50,09
62,2020-06-08,1,68,19
62,2020-06-08,2,89,29
62,2020-06-08,1,104,39
62,2020-06-08,1,106,49
62,2020-06-08,0,125,59
62,2020-06-08,1,125,69
62,2020-06-08,2,102,79
62,2020-06-08,0,74,89
62,2020-06-08,1,16,90
63,2020-06-08,0,428,0
63,2020-06-08,0,15,09
63,2020-06-08,0,16,19
63,2020-06-08,0,44,29
63,2020-06-08,0,47,39
63,2020-06-08,0,51,49
63,2020-06-08,0,74,59
63,2020-06-08,0,64,69
63,2020-06-08,0,70,79
63,2020-06-08,0,34,89
63,2020-06-08,0,12,90
64,2020-06-08,1,301,0
64,2020-06-08,0,18,09
64,2020-06-08,0,39,19
64,2020-06-08,0,43,29
64,2020-06-08,1,39,39
64,2020-06-08,0,39,49
64,2020-06-08,0,38,59
64,2020-06-08,0,26,69
64,2020-06-08,0,23,79
64,2020-06-08,0,28,89
64,2020-06-08,0,8,90
65,2020-06-08,0,142,0
65,2020-06-08,0,3,09
65,2020-06-08,0,5,19
65,2020-06-08,0,12,29
65,2020-06-08,0,14,39
65,2020-06-08,0,18,49
65,2020-06-08,0,27,59
65,2020-06-08,0,19,69
65,2020-06-08,0,24,79
65,2020-06-08,0,10,89
65,2020-06-08,0,9,90
66,2020-06-08,0,197,0
66,2020-06-08,0,7,09
66,2020-06-08,0,10,19
66,2020-06-08,0,12,29
66,2020-06-08,0,25,39
66,2020-06-08,0,23,49
66,2020-06-08,0,33,59
66,2020-06-08,0,32,69
66,2020-06-08,0,33,79
66,2020-06-08,0,17,89
66,2020-06-08,0,5,90
67,2020-06-08,14,1244,0
67,2020-06-08,0,39,09
67,2020-06-08,0,62,19
67,2020-06-08,2,155,29
67,2020-06-08,0,136,39
67,2020-06-08,0,155,49
67,2020-06-08,2,167,59
67,2020-06-08,0,159,69
67,2020-06-08,3,158,79
67,2020-06-08,4,145,89
67,2020-06-08,3,68,90
68,2020-06-08,0,527,0
68,2020-06-08,0,26,09
68,2020-06-08,0,26,19
68,2020-06-08,0,40,29
68,2020-06-08,0,71,39
68,2020-06-08,0,63,49
68,2020-06-08,0,87,59
68,2020-06-08,0,81,69
68,2020-06-08,0,75,79
68,2020-06-08,0,44,89
68,2020-06-08,0,14,90
69,2020-06-08,8,1054,0
69,2020-06-08,0,62,09
69,2020-06-08,1,83,19
69,2020-06-08,1,140,29
69,2020-06-08,1,148,39
69,2020-06-08,0,115,49
69,2020-06-08,2,131,59
69,2020-06-08,1,111,69
69,2020-06-08,0,117,79
69,2020-06-08,1,101,89
69,2020-06-08,1,46,90
70,2020-06-08,0,182,0
70,2020-06-08,0,7,09
70,2020-06-08,0,12,19
70,2020-06-08,0,15,29
70,2020-06-08,0,19,39
70,2020-06-08,0,27,49
70,2020-06-08,0,24,59
70,2020-06-08,0,35,69
70,2020-06-08,0,22,79
70,2020-06-08,0,13,89
70,2020-06-08,0,8,90
71,2020-06-08,2,334,0
71,2020-06-08,0,10,09
71,2020-06-08,0,19,19
