wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,gdp,gdp_per_capita,human_capital_index,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,open_street_maps,latitude,longitude,elevation,area,rural_area,urban_area,noaa_station,noaa_distance,average_temperature,minimum_temperature,maximum_temperature,rainfall,snowfall,f_0,f_1,f_5,f_10,f_15,f_20,f_25,f_30,f_35,f_40,f_45,f_50,f_55,f_60,f_65,f_70,f_75,f_80,m_0,m_1,m_5,m_10,m_15,m_20,m_25,m_30,m_35,m_40,m_45,m_50,m_55,m_60,m_65,m_70,m_75,m_80,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,stringency_index,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds,nurses,physicians,health_expenditure,out_of_pocket_health_expenditure,population,population_male,population_female,rural_population,urban_population,largest_city_population,clustered_population,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_89,population_age_90_99,new_hospitalized,total_hospitalized,current_hospitalized,new_intensive_care,total_intensive_care,current_intensive_care,new_ventilator,total_ventilator,current_ventilator
Q18419,geoId/36047,US,United States of America,NY,New York,36047,Kings County,US,USA,2,2020-02-29,0,0,,,0,0,,,,,,6,3,-5,3,6,-1,369518,40.692778,-73.990278,,251,,,72055399999,1.8245891,0.41666667,-1.8444444,4.7611111,0,,17715,65955,71787,73284,75720,95272,122965,113996,93054,78969,72783,75176,80550,79810,64322,59156,39038,60216,18457,68719,74845,75805,78210,92921,111707,104820,85070,70271,63052,63603,65808,64038,48539,42000,25791,30115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636735,1183771,1339768,,,,,,,317478,303019,422865,396940,285075,285137,256709,165985,72265,18066,,,,,,,,,
Q18419,geoId/36047,US,United States of America,NY,New York,36047,Kings County,US,USA,2,2020-03-01,0,0,,,0,0,,,,,,7,3,3,0,2,0,369518,40.692778,-73.990278,,251,,,72055399999,1.8245891,0.022222222,-3.6888889,6.8166667,0,,17715,65955,71787,73284,75720,95272,122965,113996,93054,78969,72783,75176,80550,79810,64322,59156,39038,60216,18457,68719,74845,75805,78210,92921,111707,104820,85070,70271,63052,63603,65808,64038,48539,42000,25791,30115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636735,1183771,1339768,,,,,,,317478,303019,422865,396940,285075,285137,256709,165985,72265,18066,,,,,,,,,
Q18419,geoId/36047,US,United States of America,NY,New York,36047,Kings County,US,USA,2,2020-03-02,0,0,,,0,0,,,,,,8,7,22,2,6,0,369518,40.692778,-73.990278,,251,,,72055399999,1.8245891,6.7888889,-1.2277778,13.622222,0.0254,,17715,65955,71787,73284,75720,95272,122965,113996,93054,78969,72783,75176,80550,79810,64322,59156,39038,60216,18457,68719,74845,75805,78210,92921,111707,104820,85070,70271,63052,63603,65808,64038,48539,42000,25791,30115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636735,1183771,1339768,,,,,,,317478,303019,422865,396940,285075,285137,256709,165985,72265,18066,,,,,,,,,
Q18419,geoId/36047,US,United States of America,NY,New York,36047,Kings County,US,USA,2,2020-03-03,0,0,,,0,0,,,,,,4,6,6,2,4,0,369518,40.692778,-73.990278,,251,,,72055399999,1.8245891,11,6.1222222,13.95,0.0508,,17715,65955,71787,73284,75720,95272,122965,113996,93054,78969,72783,75176,80550,79810,64322,59156,39038,60216,18457,68719,74845,75805,78210,92921,111707,104820,85070,70271,63052,63603,65808,64038,48539,42000,25791,30115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636735,1183771,1339768,,,,,,,317478,303019,422865,396940,285075,285137,256709,165985,72265,18066,,,,,,,,,
Q18419,geoId/36047,US,United States of America,NY,New York,36047,Kings County,US,USA,2,2020-03-04,1,0,,,1,0,,,,,,9,10,19,2,2,0,369518,40.692778,-73.990278,,251,,,72055399999,1.8245891,9.9833333,6.9333333,13.777778,3.81,,17715,65955,71787,73284,75720,95272,122965,113996,93054,78969,72783,75176,80550,79810,64322,59156,39038,60216,18457,68719,74845,75805,78210,92921,111707,104820,85070,70271,63052,63603,65808,64038,48539,42000,25791,30115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636735,1183771,1339768,,,,,,,317478,303019,422865,396940,285075,285137,256709,165985,72265,18066,,,,,,,,,
Q18419,geoId/36047,US,United States of America,NY,New York,36047,Kings County,US,USA,2,2020-03-05,3,0,,,4,0,,,,,,11,10,24,1,4,-1,369518,40.692778,-73.990278,,251,,,72055399999,1.8245891,7.6555556,4.1055556,12.655556,0,,17715,65955,71787,73284,75720,95272,122965,113996,93054,78969,72783,75176,80550,79810,64322,59156,39038,60216,18457,68719,74845,75805,78210,92921,111707,104820,85070,70271,63052,63603,65808,64038,48539,42000,25791,30115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636735,1183771,1339768,,,,,,,317478,303019,422865,396940,285075,285137,256709,165985,72265,18066,,,,,,,,,
Q18419,geoId/36047,US,United States of America,NY,New York,36047,Kings County,US,USA,2,2020-03-06,1,0,,,5,0,,,,,,-3,-1,-13,-2,4,2,369518,40.692778,-73.990278,,251,,,72055399999,1.8245891,5.3,2.8,9.7055556,0,,17715,65955,71787,73284,75720,95272,122965,113996,93054,78969,72783,75176,80550,79810,64322,59156,39038,60216,18457,68719,74845,75805,78210,92921,111707,104820,85070,70271,63052,63603,65808,64038,48539,42000,25791,30115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636735,1183771,1339768,,,,,,,317478,303019,422865,396940,285075,285137,256709,165985,72265,18066,,,,,,,,,
Q18419,geoId/36047,US,United States of America,NY,New York,36047,Kings County,US,USA,2,2020-03-07,2,0,,,7,0,,,,,,10,10,30,7,6,0,369518,40.692778,-73.990278,,251,,,72055399999,1.8245891,4.5833333,2.0333333,8.5944444,3.7253333,,17715,65955,71787,73284,75720,95272,122965,113996,93054,78969,72783,75176,80550,79810,64322,59156,39038,60216,18457,68719,74845,75805,78210,92921,111707,104820,85070,70271,63052,63603,65808,64038,48539,42000,25791,30115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636735,1183771,1339768,,,,,,,317478,303019,422865,396940,285075,285137,256709,165985,72265,18066,,,,,,,,,
Q18419,geoId/36047,US,United States of America,NY,New York,36047,Kings County,US,USA,2,2020-03-08,5,0,,,12,0,,,,,,11,8,58,3,2,0,369518,40.692778,-73.990278,,251,,,72055399999,1.8245891,6.4277778,1.0166667,14.516667,0,,17715,65955,71787,73284,75720,95272,122965,113996,93054,78969,72783,75176,80550,79810,64322,59156,39038,60216,18457,68719,74845,75805,78210,92921,111707,104820,85070,70271,63052,63603,65808,64038,48539,42000,25791,30115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636735,1183771,1339768,,,,,,,317478,303019,422865,396940,285075,285137,256709,165985,72265,18066,,,,,,,,,
Q18419,geoId/36047,US,United States of America,NY,New York,36047,Kings County,US,USA,2,2020-03-09,16,0,,,28,0,,,,,,10,9,70,0,2,1,369518,40.692778,-73.990278,,251,,,72055399999,1.8245891,12.455556,3.2,21.138889,0,,17715,65955,71787,73284,75720,95272,122965,113996,93054,78969,72783,75176,80550,79810,64322,59156,39038,60216,18457,68719,74845,75805,78210,92921,111707,104820,85070,70271,63052,63603,65808,64038,48539,42000,25791,30115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636735,1183771,1339768,,,,,,,317478,303019,422865,396940,285075,285137,256709,165985,72265,18066,,,,,,,,,
