key,wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,gdp,gdp_per_capita,human_capital_index,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,open_street_maps,latitude,longitude,elevation,area,rural_area,urban_area,noaa_station,noaa_distance,average_temperature,minimum_temperature,maximum_temperature,rainfall,snowfall,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,stringency_index,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds,nurses,physicians,health_expenditure,out_of_pocket_health_expenditure,population,population_male,population_female,rural_population,urban_population,largest_city_population,clustered_population,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_89,population_age_90_99,new_hospitalized,total_hospitalized,current_hospitalized,new_intensive_care,total_intensive_care,current_intensive_care,new_ventilator,total_ventilator,current_ventilator
US_TX_48375,Q113293,geoId/48375,US,United States of America,TX,Texas,48375,Potter County,US,USA,2,2020-03-21,,,,,2,0,,,,,,-44,-5,-36,3,-16,10,,35.4,-101.89,,2388,,,72363023047,25.348479,3.5055556,-1.3111111,11.855556,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121802,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_TX_48375,Q113293,geoId/48375,US,United States of America,TX,Texas,48375,Potter County,US,USA,2,2020-03-22,0,0,,,2,0,,,,,,-41,-7,12,-7,-21,7,,35.4,-101.89,,2388,,,72363023047,25.348479,9.7333333,3.1888889,22.438889,0.036285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121802,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_TX_48375,Q113293,geoId/48375,US,United States of America,TX,Texas,48375,Potter County,US,USA,2,2020-03-23,0,0,,,2,0,,,,,,-33,-6,15,-12,-30,11,,35.4,-101.89,,2388,,,72363023047,25.348479,12.316667,6.9277778,22.044444,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121802,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_TX_48375,Q113293,geoId/48375,US,United States of America,TX,Texas,48375,Potter County,US,USA,2,2020-03-24,0,0,,,2,0,,,,,,-26,1,63,-6,-30,10,,35.4,-101.89,,2388,,,72363023047,25.348479,14.133333,5.65,22.505556,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121802,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_TX_48375,Q113293,geoId/48375,US,United States of America,TX,Texas,48375,Potter County,US,USA,2,2020-03-25,0,0,,,2,0,,,,,,-32,-7,26,-6,-30,12,,35.4,-101.89,,2388,,,72363023047,25.348479,16.466667,5.8611111,29.966667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121802,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_TX_48375,Q113293,geoId/48375,US,United States of America,TX,Texas,48375,Potter County,US,USA,2,2020-03-26,0,0,,,2,0,,,,,,-33,-5,23,-10,-32,13,,35.4,-101.89,,2388,,,72363023047,25.348479,20.555556,9.2055556,31.577778,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121802,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_TX_48375,Q113293,geoId/48375,US,United States of America,TX,Texas,48375,Potter County,US,USA,2,2020-03-27,0,0,,,2,0,,,,,,-36,-6,-5,-16,-30,13,,35.4,-101.89,,2388,,,72363023047,25.348479,19.188889,12.811111,28.116667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121802,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_TX_48375,Q113293,geoId/48375,US,United States of America,TX,Texas,48375,Potter County,US,USA,2,2020-03-28,0,0,,,2,0,,,,,,-41,-10,-8,-12,-15,9,,35.4,-101.89,,2388,,,72363023047,25.348479,13.361111,5.0111111,21.238889,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121802,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_TX_48375,Q113293,geoId/48375,US,United States of America,TX,Texas,48375,Potter County,US,USA,2,2020-03-29,2,0,,,4,0,,,,,,-41,-13,2,-17,-26,9,,35.4,-101.89,,2388,,,72363023047,25.348479,8.0944444,-1.35,19.938889,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121802,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_TX_48375,Q113293,geoId/48375,US,United States of America,TX,Texas,48375,Potter County,US,USA,2,2020-03-30,1,0,,,5,0,,,,,,-27,6,-11,-23,-31,11,,35.4,-101.89,,2388,,,72363023047,25.348479,12.538889,5.5555556,20.922222,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121802,,,,,,,,,,,,,,,,,,,,,,,,,,,
