Datum,Gemeentecode,Gemeentenaam,Provincienaam,Provinciecode,Aantal
2020-02-27,225,Druten,Gelderland,25,0
2020-02-27,226,Duiven,Gelderland,25,0
2020-02-27,228,Ede,Gelderland,25,0
2020-02-27,230,Elburg,Gelderland,25,0
2020-02-27,232,Epe,Gelderland,25,0
2020-02-27,233,Ermelo,Gelderland,25,0
2020-02-27,243,Harderwijk,Gelderland,25,0
2020-02-27,244,Hattem,Gelderland,25,0
2020-02-27,246,Heerde,Gelderland,25,0
2020-02-27,252,Heumen,Gelderland,25,0
2020-02-27,262,Lochem,Gelderland,25,0
2020-02-27,263,Maasdriel,Gelderland,25,0
2020-02-27,267,Nijkerk,Gelderland,25,0
2020-02-27,268,Nijmegen,Gelderland,25,0
2020-02-27,269,Oldebroek,Gelderland,25,0
2020-02-27,273,Putten,Gelderland,25,0
2020-02-27,274,Renkum,Gelderland,25,0
2020-02-27,275,Rheden,Gelderland,25,0
2020-02-27,277,Rozendaal,Gelderland,25,0
2020-02-27,279,Scherpenzeel,Gelderland,25,0
2020-02-27,281,Tiel,Gelderland,25,0
2020-02-27,285,Voorst,Gelderland,25,0
2020-02-27,289,Wageningen,Gelderland,25,0
2020-02-27,293,Westervoort,Gelderland,25,0
2020-02-27,294,Winterswijk,Gelderland,25,0
2020-02-27,296,Wijchen,Gelderland,25,0
2020-02-27,297,Zaltbommel,Gelderland,25,0
2020-02-27,299,Zevenaar,Gelderland,25,0
2020-02-27,301,Zutphen,Gelderland,25,0
2020-02-27,302,Nunspeet,Gelderland,25,0
2020-02-27,303,Dronten,Flevoland,24,0
2020-02-27,307,Amersfoort,Utrecht,26,0
2020-02-27,308,Baarn,Utrecht,26,0
2020-02-27,310,De Bilt,Utrecht,26,0
2020-02-27,312,Bunnik,Utrecht,26,0
2020-02-27,313,Bunschoten,Utrecht,26,0
2020-02-27,317,Eemnes,Utrecht,26,0
2020-02-27,321,Houten,Utrecht,26,0
2020-02-27,327,Leusden,Utrecht,26,0
2020-02-27,331,Lopik,Utrecht,26,0
2020-02-27,335,Montfoort,Utrecht,26,0
2020-02-27,339,Renswoude,Utrecht,26,0
2020-02-27,340,Rhenen,Utrecht,26,0
2020-02-27,342,Soest,Utrecht,26,0
2020-02-27,344,Utrecht,Utrecht,26,0
2020-02-27,345,Veenendaal,Utrecht,26,0
2020-02-27,351,Woudenberg,Utrecht,26,0
2020-02-27,352,Wijk bij Duurstede,Utrecht,26,0
2020-02-27,353,IJsselstein,Utrecht,26,0
2020-02-27,355,Zeist,Utrecht,26,0
2020-02-27,356,Nieuwegein,Utrecht,26,0
2020-02-27,358,Aalsmeer,Noord-Holland,27,0
2020-02-27,361,Alkmaar,Noord-Holland,27,0
2020-02-27,362,Amstelveen,Noord-Holland,27,0
2020-02-27,363,Amsterdam,Noord-Holland,27,0
2020-02-27,370,Beemster,Noord-Holland,27,0
2020-02-27,373,Bergen (NH.),Noord-Holland,27,0
2020-02-27,375,Beverwijk,Noord-Holland,27,0
2020-02-27,376,Blaricum,Noord-Holland,27,0
2020-02-27,377,Bloemendaal,Noord-Holland,27,0
2020-02-27,383,Castricum,Noord-Holland,27,0
2020-02-27,384,Diemen,Noord-Holland,27,0
2020-02-27,385,Edam-Volendam,Noord-Holland,27,0
2020-02-27,388,Enkhuizen,Noord-Holland,27,0
2020-02-27,392,Haarlem,Noord-Holland,27,0
2020-02-27,394,Haarlemmermeer,Noord-Holland,27,0
2020-02-27,396,Heemskerk,Noord-Holland,27,0
2020-02-27,397,Heemstede,Noord-Holland,27,0
2020-02-27,398,Heerhugowaard,Noord-Holland,27,0
2020-02-27,399,Heiloo,Noord-Holland,27,0
2020-02-27,400,Den Helder,Noord-Holland,27,0
2020-02-27,402,Hilversum,Noord-Holland,27,0
2020-02-27,405,Hoorn,Noord-Holland,27,0
2020-02-27,406,Huizen,Noord-Holland,27,0
2020-02-27,415,Landsmeer,Noord-Holland,27,0
2020-02-27,416,Langedijk,Noord-Holland,27,0
2020-02-27,417,Laren,Noord-Holland,27,0
2020-02-27,420,Medemblik,Noord-Holland,27,0
2020-02-27,431,Oostzaan,Noord-Holland,27,0
2020-02-27,432,Opmeer,Noord-Holland,27,0
2020-02-27,437,Ouder-Amstel,Noord-Holland,27,0
2020-02-27,439,Purmerend,Noord-Holland,27,0
2020-02-27,441,Schagen,Noord-Holland,27,0
2020-02-27,448,Texel,Noord-Holland,27,0
2020-02-27,450,Uitgeest,Noord-Holland,27,0
2020-02-27,451,Uithoorn,Noord-Holland,27,0
2020-02-27,453,Velsen,Noord-Holland,27,0
2020-02-27,457,Weesp,Noord-Holland,27,0
2020-02-27,473,Zandvoort,Noord-Holland,27,0
2020-02-27,479,Zaanstad,Noord-Holland,27,0
2020-02-27,482,Alblasserdam,Zuid-Holland,28,0
2020-02-27,484,Alphen aan den Rijn,Zuid-Holland,28,0
2020-02-27,489,Barendrecht,Zuid-Holland,28,0
2020-02-27,498,Drechterland,Noord-Holland,27,0
2020-02-27,501,Brielle,Zuid-Holland,28,0
2020-02-27,502,Capelle aan den IJssel,Zuid-Holland,28,0
2020-02-27,503,Delft,Zuid-Holland,28,0
2020-02-27,505,Dordrecht,Zuid-Holland,28,0
2020-02-27,512,Gorinchem,Zuid-Holland,28,0
2020-02-27,513,Gouda,Zuid-Holland,28,0
2020-02-27,518,'s-Gravenhage,Zuid-Holland,28,0
2020-02-27,523,Hardinxveld-Giessendam,Zuid-Holland,28,0
2020-02-27,530,Hellevoetsluis,Zuid-Holland,28,0
2020-02-27,531,Hendrik-Ido-Ambacht,Zuid-Holland,28,0
2020-02-27,532,Stede Broec,Noord-Holland,27,0
2020-02-27,534,Hillegom,Zuid-Holland,28,0
2020-02-27,537,Katwijk,Zuid-Holland,28,0
2020-02-27,542,Krimpen aan den IJssel,Zuid-Holland,28,0
2020-02-27,546,Leiden,Zuid-Holland,28,0
2020-02-27,547,Leiderdorp,Zuid-Holland,28,0
2020-02-27,553,Lisse,Zuid-Holland,28,0
2020-02-27,556,Maassluis,Zuid-Holland,28,0
2020-02-27,569,Nieuwkoop,Zuid-Holland,28,0
2020-02-27,575,Noordwijk,Zuid-Holland,28,0
2020-02-27,579,Oegstgeest,Zuid-Holland,28,0
2020-02-27,589,Oudewater,Utrecht,26,0
2020-02-27,590,Papendrecht,Zuid-Holland,28,0
2020-02-27,597,Ridderkerk,Zuid-Holland,28,0
2020-02-27,599,Rotterdam,Zuid-Holland,28,0
2020-02-27,603,Rijswijk,Zuid-Holland,28,0
2020-02-27,606,Schiedam,Zuid-Holland,28,0
2020-02-27,610,Sliedrecht,Zuid-Holland,28,0
2020-02-27,613,Albrandswaard,Zuid-Holland,28,0
2020-02-27,614,Westvoorne,Zuid-Holland,28,0
2020-02-27,622,Vlaardingen,Zuid-Holland,28,0
2020-02-27,626,Voorschoten,Zuid-Holland,28,0
2020-02-27,627,Waddinxveen,Zuid-Holland,28,0
2020-02-27,629,Wassenaar,Zuid-Holland,28,0
2020-02-27,632,Woerden,Utrecht,26,0
2020-02-27,637,Zoetermeer,Zuid-Holland,28,0
2020-02-27,638,Zoeterwoude,Zuid-Holland,28,0
2020-02-27,642,Zwijndrecht,Zuid-Holland,28,0
2020-02-27,654,Borsele,Zeeland,29,0
2020-02-27,664,Goes,Zeeland,29,0
2020-02-27,668,West Maas en Waal,Gelderland,25,0
2020-02-27,677,Hulst,Zeeland,29,0
2020-02-27,678,Kapelle,Zeeland,29,0
2020-02-27,687,Middelburg,Zeeland,29,0
2020-02-27,703,Reimerswaal,Zeeland,29,0
2020-02-27,715,Terneuzen,Zeeland,29,0
2020-02-27,716,Tholen,Zeeland,29,0
2020-02-27,717,Veere,Zeeland,29,0
2020-02-27,718,Vlissingen,Zeeland,29,0
2020-02-27,736,De Ronde Venen,Utrecht,26,0
2020-02-27,737,Tytsjerksteradiel,Friesland,21,0
2020-02-27,743,Asten,Noord-Brabant,30,0
2020-02-27,744,Baarle-Nassau,Noord-Brabant,30,0
2020-02-27,748,Bergen op Zoom,Noord-Brabant,30,0
2020-02-27,753,Best,Noord-Brabant,30,0
2020-02-27,755,Boekel,Noord-Brabant,30,0
2020-02-27,756,Boxmeer,Noord-Brabant,30,0
2020-02-27,757,Boxtel,Noord-Brabant,30,0
2020-02-27,758,Breda,Noord-Brabant,30,0
2020-02-27,762,Deurne,Noord-Brabant,30,0
2020-02-27,765,Pekela,Groningen,20,0
2020-02-27,766,Dongen,Noord-Brabant,30,0
2020-02-27,770,Eersel,Noord-Brabant,30,0
2020-02-27,772,Eindhoven,Noord-Brabant,30,0
2020-02-27,777,Etten-Leur,Noord-Brabant,30,0
2020-02-27,779,Geertruidenberg,Noord-Brabant,30,0
2020-02-27,784,Gilze en Rijen,Noord-Brabant,30,0
2020-02-27,785,Goirle,Noord-Brabant,30,0
2020-02-27,786,Grave,Noord-Brabant,30,0
2020-02-27,788,Haaren,Noord-Brabant,30,0
2020-02-27,794,Helmond,Noord-Brabant,30,0
2020-02-27,796,'s-Hertogenbosch,Noord-Brabant,30,0
2020-02-27,797,Heusden,Noord-Brabant,30,0
2020-02-27,798,Hilvarenbeek,Noord-Brabant,30,0
2020-02-27,809,Loon op Zand,Noord-Brabant,30,0
2020-02-27,815,Mill en Sint Hubert,Noord-Brabant,30,0
2020-02-27,820,"Nuenen, Gerwen en Nederwetten",Noord-Brabant,30,0
2020-02-27,823,Oirschot,Noord-Brabant,30,0
2020-02-27,824,Oisterwijk,Noord-Brabant,30,0
2020-02-27,826,Oosterhout,Noord-Brabant,30,0
2020-02-27,828,Oss,Noord-Brabant,30,0
2020-02-27,840,Rucphen,Noord-Brabant,30,0
2020-02-27,845,Sint-Michielsgestel,Noord-Brabant,30,0
2020-02-27,847,Someren,Noord-Brabant,30,0
2020-02-27,848,Son en Breugel,Noord-Brabant,30,0
2020-02-27,851,Steenbergen,Noord-Brabant,30,0
2020-02-27,852,Waterland,Noord-Holland,27,0
2020-02-27,855,Tilburg,Noord-Brabant,30,1
2020-02-27,856,Uden,Noord-Brabant,30,0
2020-02-27,858,Valkenswaard,Noord-Brabant,30,0
2020-02-27,861,Veldhoven,Noord-Brabant,30,0
2020-02-27,865,Vught,Noord-Brabant,30,0
2020-02-27,866,Waalre,Noord-Brabant,30,0
2020-02-27,867,Waalwijk,Noord-Brabant,30,0
2020-02-27,873,Woensdrecht,Noord-Brabant,30,0
2020-02-27,879,Zundert,Noord-Brabant,30,0
2020-02-27,880,Wormerland,Noord-Holland,27,0
2020-02-27,882,Landgraaf,Limburg,31,0
2020-02-27,888,Beek,Limburg,31,0
2020-02-27,889,Beesel,Limburg,31,0
2020-02-27,893,Bergen (L.),Limburg,31,0
2020-02-27,899,Brunssum,Limburg,31,0
2020-02-27,907,Gennep,Limburg,31,0
2020-02-27,917,Heerlen,Limburg,31,0
2020-02-27,928,Kerkrade,Limburg,31,0
2020-02-27,935,Maastricht,Limburg,31,0
2020-02-27,938,Meerssen,Limburg,31,0
2020-02-27,944,Mook en Middelaar,Limburg,31,0
2020-02-27,946,Nederweert,Limburg,31,0
2020-02-27,957,Roermond,Limburg,31,0
2020-02-27,965,Simpelveld,Limburg,31,0
2020-02-27,971,Stein,Limburg,31,0
2020-02-27,981,Vaals,Limburg,31,0
2020-02-27,983,Venlo,Limburg,31,0
2020-02-27,984,Venray,Limburg,31,0
2020-02-27,986,Voerendaal,Limburg,31,0
2020-02-27,988,Weert,Limburg,31,0
2020-02-27,994,Valkenburg aan de Geul,Limburg,31,0
2020-02-27,995,Lelystad,Flevoland,24,0
2020-02-27,1507,Horst aan de Maas,Limburg,31,0
2020-02-27,1509,Oude IJsselstreek,Gelderland,25,0
2020-02-27,1525,Teylingen,Zuid-Holland,28,0
2020-02-27,1581,Utrechtse Heuvelrug,Utrecht,26,0
2020-02-27,1586,Oost Gelre,Gelderland,25,0
2020-02-27,1598,Koggenland,Noord-Holland,27,0
2020-02-27,1621,Lansingerland,Zuid-Holland,28,0
2020-02-27,1640,Leudal,Limburg,31,0
2020-02-27,1641,Maasgouw,Limburg,31,0
2020-02-27,1652,Gemert-Bakel,Noord-Brabant,30,0
2020-02-27,1655,Halderberge,Noord-Brabant,30,0
2020-02-27,1658,Heeze-Leende,Noord-Brabant,30,0
2020-02-27,1659,Laarbeek,Noord-Brabant,30,0
2020-02-27,1667,Reusel-De Mierden,Noord-Brabant,30,0
2020-02-27,1669,Roerdalen,Limburg,31,0
2020-02-27,1674,Roosendaal,Noord-Brabant,30,0
2020-02-27,1676,Schouwen-Duiveland,Zeeland,29,0
2020-02-27,1680,Aa en Hunze,Drenthe,22,0
2020-02-27,1681,Borger-Odoorn,Drenthe,22,0
2020-02-27,1684,Cuijk,Noord-Brabant,30,0
2020-02-27,1685,Landerd,Noord-Brabant,30,0
2020-02-27,1690,De Wolden,Drenthe,22,0
2020-02-27,1695,Noord-Beveland,Zeeland,29,0
2020-02-27,1696,Wijdemeren,Noord-Holland,27,0
2020-02-27,1699,Noordenveld,Drenthe,22,0
2020-02-27,1700,Twenterand,Overijssel,23,0
2020-02-27,1701,Westerveld,Drenthe,22,0
2020-02-27,1702,Sint Anthonis,Noord-Brabant,30,0
2020-02-27,1705,Lingewaard,Gelderland,25,0
2020-02-27,1706,Cranendonck,Noord-Brabant,30,0
2020-02-27,1708,Steenwijkerland,Overijssel,23,0
2020-02-27,1709,Moerdijk,Noord-Brabant,30,0
2020-02-27,1711,Echt-Susteren,Limburg,31,0
2020-02-27,1714,Sluis,Zeeland,29,0
2020-02-27,1719,Drimmelen,Noord-Brabant,30,0
2020-02-27,1721,Bernheze,Noord-Brabant,30,0
2020-02-27,1723,Alphen-Chaam,Noord-Brabant,30,0
2020-02-27,1724,Bergeijk,Noord-Brabant,30,0
2020-02-27,1728,Bladel,Noord-Brabant,30,0
2020-02-27,1729,Gulpen-Wittem,Limburg,31,0
2020-02-27,1730,Tynaarlo,Drenthe,22,0
2020-02-27,1731,Midden-Drenthe,Drenthe,22,0
2020-02-27,1734,Overbetuwe,Gelderland,25,0
2020-02-27,1735,Hof van Twente,Overijssel,23,0
2020-02-27,1740,Neder-Betuwe,Gelderland,25,0
2020-02-27,1742,Rijssen-Holten,Overijssel,23,0
2020-02-27,1771,Geldrop-Mierlo,Noord-Brabant,30,0
2020-02-27,1773,Olst-Wijhe,Overijssel,23,0
2020-02-27,1774,Dinkelland,Overijssel,23,0
2020-02-27,1783,Westland,Zuid-Holland,28,0
2020-02-27,1842,Midden-Delfland,Zuid-Holland,28,0
2020-02-27,1859,Berkelland,Gelderland,25,0
2020-02-27,1876,Bronckhorst,Gelderland,25,0
2020-02-27,1883,Sittard-Geleen,Limburg,31,0
2020-02-27,1884,Kaag en Braassem,Zuid-Holland,28,0
2020-02-27,1891,Dantumadiel,Friesland,21,0
2020-02-27,1892,Zuidplas,Zuid-Holland,28,0
2020-02-27,1894,Peel en Maas,Limburg,31,0
2020-02-27,1895,Oldambt,Groningen,20,0
2020-02-27,1896,Zwartewaterland,Overijssel,23,0
2020-02-27,1900,Súdwest-Fryslân,Friesland,21,0
2020-02-27,1901,Bodegraven-Reeuwijk,Zuid-Holland,28,0
2020-02-27,1903,Eijsden-Margraten,Limburg,31,0
2020-02-27,1904,Stichtse Vecht,Utrecht,26,0
2020-02-27,1911,Hollands Kroon,Noord-Holland,27,0
2020-02-27,1916,Leidschendam-Voorburg,Zuid-Holland,28,0
2020-02-27,1924,Goeree-Overflakkee,Zuid-Holland,28,0
2020-02-27,1926,Pijnacker-Nootdorp,Zuid-Holland,28,0
2020-02-27,1930,Nissewaard,Zuid-Holland,28,0
2020-02-27,1931,Krimpenerwaard,Zuid-Holland,28,0
2020-02-27,1940,De Fryske Marren,Friesland,21,0
2020-02-27,1942,Gooise Meren,Noord-Holland,27,0
2020-02-27,1945,Berg en Dal,Gelderland,25,0
2020-02-27,1948,Meierijstad,Noord-Brabant,30,0
2020-02-27,1949,Waadhoeke,Friesland,21,0
2020-02-27,1950,Westerwolde,Groningen,20,0
2020-02-27,1952,Midden-Groningen,Groningen,20,0
2020-02-27,1954,Beekdaelen,Limburg,31,0
2020-02-27,1955,Montferland,Gelderland,25,0
2020-02-27,1959,Altena,Noord-Brabant,30,0
2020-02-27,1960,West Betuwe,Gelderland,25,0
2020-02-27,1961,Vijfheerenlanden,Utrecht,26,0
2020-02-27,1963,Hoeksche Waard,Zuid-Holland,28,0
2020-02-27,1966,Het Hogeland,Groningen,20,0
2020-02-27,1969,Westerkwartier,Groningen,20,0
2020-02-27,1970,Noardeast-Fryslân,Friesland,21,0
2020-02-27,1978,Molenlanden,Zuid-Holland,28,0
2020-02-28,-1,,,,0
2020-02-28,3,Appingedam,Groningen,20,0
2020-02-28,10,Delfzijl,Groningen,20,0
2020-02-28,14,Groningen,Groningen,20,0
2020-02-28,24,Loppersum,Groningen,20,0
2020-02-28,34,Almere,Flevoland,24,0
2020-02-28,37,Stadskanaal,Groningen,20,0
2020-02-28,47,Veendam,Groningen,20,0
2020-02-28,50,Zeewolde,Flevoland,24,0
2020-02-28,59,Achtkarspelen,Friesland,21,0
2020-02-28,60,Ameland,Friesland,21,0
2020-02-28,72,Harlingen,Friesland,21,0
2020-02-28,74,Heerenveen,Friesland,21,0
2020-02-28,80,Leeuwarden,Friesland,21,0
2020-02-28,85,Ooststellingwerf,Friesland,21,0
2020-02-28,86,Opsterland,Friesland,21,0
2020-02-28,88,Schiermonnikoog,Friesland,21,0
2020-02-28,90,Smallingerland,Friesland,21,0
2020-02-28,93,Terschelling,Friesland,21,0
2020-02-28,96,Vlieland,Friesland,21,0
2020-02-28,98,Weststellingwerf,Friesland,21,0
2020-02-28,106,Assen,Drenthe,22,0
2020-02-28,109,Coevorden,Drenthe,22,0
2020-02-28,114,Emmen,Drenthe,22,0
2020-02-28,118,Hoogeveen,Drenthe,22,0
2020-02-28,119,Meppel,Drenthe,22,0
2020-02-28,141,Almelo,Overijssel,23,0
2020-02-28,147,Borne,Overijssel,23,0
2020-02-28,148,Dalfsen,Overijssel,23,0
2020-02-28,150,Deventer,Overijssel,23,0
2020-02-28,153,Enschede,Overijssel,23,0
2020-02-28,158,Haaksbergen,Overijssel,23,0
2020-02-28,160,Hardenberg,Overijssel,23,0
2020-02-28,163,Hellendoorn,Overijssel,23,0
2020-02-28,164,Hengelo,Overijssel,23,0
2020-02-28,166,Kampen,Overijssel,23,0
2020-02-28,168,Losser,Overijssel,23,0
2020-02-28,171,Noordoostpolder,Flevoland,24,0
2020-02-28,173,Oldenzaal,Overijssel,23,0
2020-02-28,175,Ommen,Overijssel,23,0
2020-02-28,177,Raalte,Overijssel,23,0
2020-02-28,180,Staphorst,Overijssel,23,0
2020-02-28,183,Tubbergen,Overijssel,23,0
2020-02-28,184,Urk,Flevoland,24,0
2020-02-28,189,Wierden,Overijssel,23,0
2020-02-28,193,Zwolle,Overijssel,23,0
2020-02-28,197,Aalten,Gelderland,25,0
2020-02-28,200,Apeldoorn,Gelderland,25,0
2020-02-28,202,Arnhem,Gelderland,25,0
2020-02-28,203,Barneveld,Gelderland,25,0
2020-02-28,209,Beuningen,Gelderland,25,0
2020-02-28,213,Brummen,Gelderland,25,0
2020-02-28,214,Buren,Gelderland,25,0
2020-02-28,216,Culemborg,Gelderland,25,0
2020-02-28,221,Doesburg,Gelderland,25,0
2020-02-28,222,Doetinchem,Gelderland,25,0
2020-02-28,225,Druten,Gelderland,25,0
2020-02-28,226,Duiven,Gelderland,25,0
2020-02-28,228,Ede,Gelderland,25,0
2020-02-28,230,Elburg,Gelderland,25,0
2020-02-28,232,Epe,Gelderland,25,0
2020-02-28,233,Ermelo,Gelderland,25,0
2020-02-28,243,Harderwijk,Gelderland,25,0
2020-02-28,244,Hattem,Gelderland,25,0
2020-02-28,246,Heerde,Gelderland,25,0
2020-02-28,252,Heumen,Gelderland,25,0
2020-02-28,262,Lochem,Gelderland,25,0
2020-02-28,263,Maasdriel,Gelderland,25,0
2020-02-28,267,Nijkerk,Gelderland,25,0
2020-02-28,268,Nijmegen,Gelderland,25,0
2020-02-28,269,Oldebroek,Gelderland,25,0
2020-02-28,273,Putten,Gelderland,25,0
2020-02-28,274,Renkum,Gelderland,25,0
2020-02-28,275,Rheden,Gelderland,25,0
2020-02-28,277,Rozendaal,Gelderland,25,0
2020-02-28,279,Scherpenzeel,Gelderland,25,0
2020-02-28,281,Tiel,Gelderland,25,0
2020-02-28,285,Voorst,Gelderland,25,0
2020-02-28,289,Wageningen,Gelderland,25,0
2020-02-28,293,Westervoort,Gelderland,25,0
2020-02-28,294,Winterswijk,Gelderland,25,0
2020-02-28,296,Wijchen,Gelderland,25,0
2020-02-28,297,Zaltbommel,Gelderland,25,0
2020-02-28,299,Zevenaar,Gelderland,25,0
2020-02-28,301,Zutphen,Gelderland,25,0
2020-02-28,302,Nunspeet,Gelderland,25,0
2020-02-28,303,Dronten,Flevoland,24,0
2020-02-28,307,Amersfoort,Utrecht,26,0
2020-02-28,308,Baarn,Utrecht,26,0
2020-02-28,310,De Bilt,Utrecht,26,0
2020-02-28,312,Bunnik,Utrecht,26,0
2020-02-28,313,Bunschoten,Utrecht,26,0
2020-02-28,317,Eemnes,Utrecht,26,0
2020-02-28,321,Houten,Utrecht,26,0
2020-02-28,327,Leusden,Utrecht,26,0
2020-02-28,331,Lopik,Utrecht,26,0
2020-02-28,335,Montfoort,Utrecht,26,0
2020-02-28,339,Renswoude,Utrecht,26,0
2020-02-28,340,Rhenen,Utrecht,26,0
2020-02-28,342,Soest,Utrecht,26,0
2020-02-28,344,Utrecht,Utrecht,26,0
2020-02-28,345,Veenendaal,Utrecht,26,0
2020-02-28,351,Woudenberg,Utrecht,26,0
2020-02-28,352,Wijk bij Duurstede,Utrecht,26,0
2020-02-28,353,IJsselstein,Utrecht,26,0
2020-02-28,355,Zeist,Utrecht,26,0
2020-02-28,356,Nieuwegein,Utrecht,26,0
2020-02-28,358,Aalsmeer,Noord-Holland,27,0
2020-02-28,361,Alkmaar,Noord-Holland,27,0
2020-02-28,362,Amstelveen,Noord-Holland,27,0
2020-02-28,363,Amsterdam,Noord-Holland,27,0
2020-02-28,370,Beemster,Noord-Holland,27,0
2020-02-28,373,Bergen (NH.),Noord-Holland,27,0
2020-02-28,375,Beverwijk,Noord-Holland,27,0
2020-02-28,376,Blaricum,Noord-Holland,27,0
2020-02-28,377,Bloemendaal,Noord-Holland,27,0
2020-02-28,383,Castricum,Noord-Holland,27,0
2020-02-28,384,Diemen,Noord-Holland,27,1
2020-02-28,385,Edam-Volendam,Noord-Holland,27,0
2020-02-28,388,Enkhuizen,Noord-Holland,27,0
2020-02-28,392,Haarlem,Noord-Holland,27,0
2020-02-28,394,Haarlemmermeer,Noord-Holland,27,0
2020-02-28,396,Heemskerk,Noord-Holland,27,0
2020-02-28,397,Heemstede,Noord-Holland,27,0
2020-02-28,398,Heerhugowaard,Noord-Holland,27,0
2020-02-28,399,Heiloo,Noord-Holland,27,0
2020-02-28,400,Den Helder,Noord-Holland,27,0
2020-02-28,402,Hilversum,Noord-Holland,27,0
2020-02-28,405,Hoorn,Noord-Holland,27,0
2020-02-28,406,Huizen,Noord-Holland,27,0
2020-02-28,415,Landsmeer,Noord-Holland,27,0
2020-02-28,416,Langedijk,Noord-Holland,27,0
2020-02-28,417,Laren,Noord-Holland,27,0
2020-02-28,420,Medemblik,Noord-Holland,27,0
2020-02-28,431,Oostzaan,Noord-Holland,27,0
2020-02-28,432,Opmeer,Noord-Holland,27,0
2020-02-28,437,Ouder-Amstel,Noord-Holland,27,0
2020-02-28,439,Purmerend,Noord-Holland,27,0
2020-02-28,441,Schagen,Noord-Holland,27,0
2020-02-28,448,Texel,Noord-Holland,27,0
2020-02-28,450,Uitgeest,Noord-Holland,27,0
2020-02-28,451,Uithoorn,Noord-Holland,27,0
2020-02-28,453,Velsen,Noord-Holland,27,0
2020-02-28,457,Weesp,Noord-Holland,27,0
2020-02-28,473,Zandvoort,Noord-Holland,27,0
2020-02-28,479,Zaanstad,Noord-Holland,27,0
2020-02-28,482,Alblasserdam,Zuid-Holland,28,0
2020-02-28,484,Alphen aan den Rijn,Zuid-Holland,28,0
2020-02-28,489,Barendrecht,Zuid-Holland,28,0
2020-02-28,498,Drechterland,Noord-Holland,27,0
2020-02-28,501,Brielle,Zuid-Holland,28,0
2020-02-28,502,Capelle aan den IJssel,Zuid-Holland,28,0
2020-02-28,503,Delft,Zuid-Holland,28,0
2020-02-28,505,Dordrecht,Zuid-Holland,28,0
2020-02-28,512,Gorinchem,Zuid-Holland,28,0
2020-02-28,513,Gouda,Zuid-Holland,28,0
2020-02-28,518,'s-Gravenhage,Zuid-Holland,28,0
2020-02-28,523,Hardinxveld-Giessendam,Zuid-Holland,28,0
2020-02-28,530,Hellevoetsluis,Zuid-Holland,28,0
2020-02-28,531,Hendrik-Ido-Ambacht,Zuid-Holland,28,0
2020-02-28,532,Stede Broec,Noord-Holland,27,0
