Datum,Gemeentecode,Gemeentenaam,Provincienaam,Provinciecode,Aantal
2020-04-22,798,Hilvarenbeek,Noord-Brabant,30,4
2020-04-22,809,Loon op Zand,Noord-Brabant,30,6
2020-04-22,815,Mill en Sint Hubert,Noord-Brabant,30,4
2020-04-22,820,"Nuenen, Gerwen en Nederwetten",Noord-Brabant,30,6
2020-04-22,823,Oirschot,Noord-Brabant,30,6
2020-04-22,824,Oisterwijk,Noord-Brabant,30,9
2020-04-22,826,Oosterhout,Noord-Brabant,30,12
2020-04-22,828,Oss,Noord-Brabant,30,74
2020-04-22,840,Rucphen,Noord-Brabant,30,7
2020-04-22,845,Sint-Michielsgestel,Noord-Brabant,30,13
2020-04-22,847,Someren,Noord-Brabant,30,6
2020-04-22,848,Son en Breugel,Noord-Brabant,30,13
2020-04-22,851,Steenbergen,Noord-Brabant,30,7
2020-04-22,852,Waterland,Noord-Holland,27,3
2020-04-22,855,Tilburg,Noord-Brabant,30,128
2020-04-22,856,Uden,Noord-Brabant,30,58
2020-04-22,858,Valkenswaard,Noord-Brabant,30,28
2020-04-22,861,Veldhoven,Noord-Brabant,30,15
2020-04-22,865,Vught,Noord-Brabant,30,15
2020-04-22,866,Waalre,Noord-Brabant,30,4
2020-04-22,867,Waalwijk,Noord-Brabant,30,27
2020-04-22,873,Woensdrecht,Noord-Brabant,30,5
2020-04-22,879,Zundert,Noord-Brabant,30,9
2020-04-22,880,Wormerland,Noord-Holland,27,6
2020-04-22,882,Landgraaf,Limburg,31,11
2020-04-22,888,Beek,Limburg,31,3
2020-04-22,889,Beesel,Limburg,31,8
2020-04-22,893,Bergen (L.),Limburg,31,2
2020-04-22,899,Brunssum,Limburg,31,11
2020-04-22,907,Gennep,Limburg,31,10
2020-04-22,917,Heerlen,Limburg,31,41
2020-04-22,928,Kerkrade,Limburg,31,19
2020-04-22,935,Maastricht,Limburg,31,66
2020-04-22,938,Meerssen,Limburg,31,9
2020-04-22,944,Mook en Middelaar,Limburg,31,4
2020-04-22,946,Nederweert,Limburg,31,7
2020-04-22,957,Roermond,Limburg,31,20
2020-04-22,965,Simpelveld,Limburg,31,3
2020-04-22,971,Stein,Limburg,31,15
2020-04-22,981,Vaals,Limburg,31,1
2020-04-22,983,Venlo,Limburg,31,51
2020-04-22,984,Venray,Limburg,31,16
2020-04-22,986,Voerendaal,Limburg,31,6
2020-04-22,988,Weert,Limburg,31,10
2020-04-22,994,Valkenburg aan de Geul,Limburg,31,6
2020-04-22,995,Lelystad,Flevoland,24,10
2020-04-22,1507,Horst aan de Maas,Limburg,31,19
2020-04-22,1509,Oude IJsselstreek,Gelderland,25,6
2020-04-22,1525,Teylingen,Zuid-Holland,28,0
2020-04-22,1581,Utrechtse Heuvelrug,Utrecht,26,6
2020-04-22,1586,Oost Gelre,Gelderland,25,5
2020-04-22,1598,Koggenland,Noord-Holland,27,6
2020-04-22,1621,Lansingerland,Zuid-Holland,28,15
2020-04-22,1640,Leudal,Limburg,31,22
2020-04-22,1641,Maasgouw,Limburg,31,10
2020-04-22,1652,Gemert-Bakel,Noord-Brabant,30,29
2020-04-22,1655,Halderberge,Noord-Brabant,30,6
2020-04-22,1658,Heeze-Leende,Noord-Brabant,30,7
2020-04-22,1659,Laarbeek,Noord-Brabant,30,25
2020-04-22,1667,Reusel-De Mierden,Noord-Brabant,30,1
2020-04-22,1669,Roerdalen,Limburg,31,7
2020-04-22,1674,Roosendaal,Noord-Brabant,30,15
2020-04-22,1676,Schouwen-Duiveland,Zeeland,29,0
2020-04-22,1680,Aa en Hunze,Drenthe,22,0
2020-04-22,1681,Borger-Odoorn,Drenthe,22,3
2020-04-22,1684,Cuijk,Noord-Brabant,30,8
2020-04-22,1685,Landerd,Noord-Brabant,30,17
2020-04-22,1690,De Wolden,Drenthe,22,0
2020-04-22,1695,Noord-Beveland,Zeeland,29,0
2020-04-22,1696,Wijdemeren,Noord-Holland,27,0
2020-04-22,1699,Noordenveld,Drenthe,22,1
2020-04-22,1700,Twenterand,Overijssel,23,2
2020-04-22,1701,Westerveld,Drenthe,22,2
2020-04-22,1702,Sint Anthonis,Noord-Brabant,30,10
2020-04-22,1705,Lingewaard,Gelderland,25,6
2020-04-22,1706,Cranendonck,Noord-Brabant,30,26
2020-04-22,1708,Steenwijkerland,Overijssel,23,4
2020-04-22,1709,Moerdijk,Noord-Brabant,30,6
2020-04-22,1711,Echt-Susteren,Limburg,31,14
2020-04-22,1714,Sluis,Zeeland,29,4
2020-04-22,1719,Drimmelen,Noord-Brabant,30,4
2020-04-22,1721,Bernheze,Noord-Brabant,30,52
2020-04-22,1723,Alphen-Chaam,Noord-Brabant,30,5
2020-04-22,1724,Bergeijk,Noord-Brabant,30,4
2020-04-22,1728,Bladel,Noord-Brabant,30,7
2020-04-22,1729,Gulpen-Wittem,Limburg,31,8
2020-04-22,1730,Tynaarlo,Drenthe,22,0
2020-04-22,1731,Midden-Drenthe,Drenthe,22,0
2020-04-22,1734,Overbetuwe,Gelderland,25,12
2020-04-22,1735,Hof van Twente,Overijssel,23,2
2020-04-22,1740,Neder-Betuwe,Gelderland,25,14
2020-04-22,1742,Rijssen-Holten,Overijssel,23,6
2020-04-22,1771,Geldrop-Mierlo,Noord-Brabant,30,14
2020-04-22,1773,Olst-Wijhe,Overijssel,23,6
2020-04-22,1774,Dinkelland,Overijssel,23,7
2020-04-22,1783,Westland,Zuid-Holland,28,22
2020-04-22,1842,Midden-Delfland,Zuid-Holland,28,0
2020-04-22,1859,Berkelland,Gelderland,25,3
2020-04-22,1876,Bronckhorst,Gelderland,25,5
2020-04-22,1883,Sittard-Geleen,Limburg,31,44
2020-04-22,1884,Kaag en Braassem,Zuid-Holland,28,2
2020-04-22,1891,Dantumadiel,Friesland,21,0
2020-04-22,1892,Zuidplas,Zuid-Holland,28,7
2020-04-22,1894,Peel en Maas,Limburg,31,56
2020-04-22,1895,Oldambt,Groningen,20,0
2020-04-22,1896,Zwartewaterland,Overijssel,23,13
2020-04-22,1900,Súdwest-Fryslân,Friesland,21,1
2020-04-22,1901,Bodegraven-Reeuwijk,Zuid-Holland,28,2
2020-04-22,1903,Eijsden-Margraten,Limburg,31,20
2020-04-22,1904,Stichtse Vecht,Utrecht,26,6
2020-04-22,1911,Hollands Kroon,Noord-Holland,27,6
2020-04-22,1916,Leidschendam-Voorburg,Zuid-Holland,28,7
2020-04-22,1924,Goeree-Overflakkee,Zuid-Holland,28,25
2020-04-22,1926,Pijnacker-Nootdorp,Zuid-Holland,28,7
2020-04-22,1930,Nissewaard,Zuid-Holland,28,9
2020-04-22,1931,Krimpenerwaard,Zuid-Holland,28,19
2020-04-22,1940,De Fryske Marren,Friesland,21,5
2020-04-22,1942,Gooise Meren,Noord-Holland,27,2
2020-04-22,1945,Berg en Dal,Gelderland,25,13
2020-04-22,1948,Meierijstad,Noord-Brabant,30,114
2020-04-22,1949,Waadhoeke,Friesland,21,7
2020-04-22,1950,Westerwolde,Groningen,20,0
2020-04-22,1952,Midden-Groningen,Groningen,20,1
2020-04-22,1954,Beekdaelen,Limburg,31,19
2020-04-22,1955,Montferland,Gelderland,25,4
2020-04-22,1959,Altena,Noord-Brabant,30,11
2020-04-22,1960,West Betuwe,Gelderland,25,17
2020-04-22,1961,Vijfheerenlanden,Utrecht,26,33
2020-04-22,1963,Hoeksche Waard,Zuid-Holland,28,13
2020-04-22,1966,Het Hogeland,Groningen,20,1
2020-04-22,1969,Westerkwartier,Groningen,20,4
2020-04-22,1970,Noardeast-Fryslân,Friesland,21,4
2020-04-22,1978,Molenlanden,Zuid-Holland,28,4
2020-04-23,-1,,,,39
2020-04-23,3,Appingedam,Groningen,20,0
2020-04-23,10,Delfzijl,Groningen,20,0
2020-04-23,14,Groningen,Groningen,20,3
2020-04-23,24,Loppersum,Groningen,20,0
2020-04-23,34,Almere,Flevoland,24,6
2020-04-23,37,Stadskanaal,Groningen,20,1
2020-04-23,47,Veendam,Groningen,20,0
2020-04-23,50,Zeewolde,Flevoland,24,3
2020-04-23,59,Achtkarspelen,Friesland,21,0
2020-04-23,60,Ameland,Friesland,21,0
2020-04-23,72,Harlingen,Friesland,21,1
2020-04-23,74,Heerenveen,Friesland,21,15
2020-04-23,80,Leeuwarden,Friesland,21,6
2020-04-23,85,Ooststellingwerf,Friesland,21,0
2020-04-23,86,Opsterland,Friesland,21,0
2020-04-23,88,Schiermonnikoog,Friesland,21,0
2020-04-23,90,Smallingerland,Friesland,21,4
2020-04-23,93,Terschelling,Friesland,21,0
2020-04-23,96,Vlieland,Friesland,21,0
2020-04-23,98,Weststellingwerf,Friesland,21,3
2020-04-23,106,Assen,Drenthe,22,2
2020-04-23,109,Coevorden,Drenthe,22,1
2020-04-23,114,Emmen,Drenthe,22,9
2020-04-23,118,Hoogeveen,Drenthe,22,5
2020-04-23,119,Meppel,Drenthe,22,3
2020-04-23,141,Almelo,Overijssel,23,6
2020-04-23,147,Borne,Overijssel,23,6
2020-04-23,148,Dalfsen,Overijssel,23,6
2020-04-23,150,Deventer,Overijssel,23,25
2020-04-23,153,Enschede,Overijssel,23,14
2020-04-23,158,Haaksbergen,Overijssel,23,3
2020-04-23,160,Hardenberg,Overijssel,23,6
2020-04-23,163,Hellendoorn,Overijssel,23,2
2020-04-23,164,Hengelo,Overijssel,23,15
2020-04-23,166,Kampen,Overijssel,23,26
2020-04-23,168,Losser,Overijssel,23,0
2020-04-23,171,Noordoostpolder,Flevoland,24,3
2020-04-23,173,Oldenzaal,Overijssel,23,5
2020-04-23,175,Ommen,Overijssel,23,2
2020-04-23,177,Raalte,Overijssel,23,10
2020-04-23,180,Staphorst,Overijssel,23,4
2020-04-23,183,Tubbergen,Overijssel,23,3
2020-04-23,184,Urk,Flevoland,24,4
2020-04-23,189,Wierden,Overijssel,23,3
2020-04-23,193,Zwolle,Overijssel,23,41
2020-04-23,197,Aalten,Gelderland,25,3
2020-04-23,200,Apeldoorn,Gelderland,25,33
2020-04-23,202,Arnhem,Gelderland,25,20
2020-04-23,203,Barneveld,Gelderland,25,6
2020-04-23,209,Beuningen,Gelderland,25,4
2020-04-23,213,Brummen,Gelderland,25,6
2020-04-23,214,Buren,Gelderland,25,5
2020-04-23,216,Culemborg,Gelderland,25,7
2020-04-23,221,Doesburg,Gelderland,25,6
2020-04-23,222,Doetinchem,Gelderland,25,13
2020-04-23,225,Druten,Gelderland,25,6
2020-04-23,226,Duiven,Gelderland,25,4
2020-04-23,228,Ede,Gelderland,25,18
2020-04-23,230,Elburg,Gelderland,25,5
2020-04-23,232,Epe,Gelderland,25,17
2020-04-23,233,Ermelo,Gelderland,25,12
2020-04-23,243,Harderwijk,Gelderland,25,11
2020-04-23,244,Hattem,Gelderland,25,5
2020-04-23,246,Heerde,Gelderland,25,21
2020-04-23,252,Heumen,Gelderland,25,5
2020-04-23,262,Lochem,Gelderland,25,9
2020-04-23,263,Maasdriel,Gelderland,25,4
2020-04-23,267,Nijkerk,Gelderland,25,2
2020-04-23,268,Nijmegen,Gelderland,25,47
2020-04-23,269,Oldebroek,Gelderland,25,13
2020-04-23,273,Putten,Gelderland,25,0
2020-04-23,274,Renkum,Gelderland,25,3
2020-04-23,275,Rheden,Gelderland,25,14
2020-04-23,277,Rozendaal,Gelderland,25,0
2020-04-23,279,Scherpenzeel,Gelderland,25,2
2020-04-23,281,Tiel,Gelderland,25,16
2020-04-23,285,Voorst,Gelderland,25,8
2020-04-23,289,Wageningen,Gelderland,25,8
2020-04-23,293,Westervoort,Gelderland,25,4
2020-04-23,294,Winterswijk,Gelderland,25,2
2020-04-23,296,Wijchen,Gelderland,25,10
2020-04-23,297,Zaltbommel,Gelderland,25,6
2020-04-23,299,Zevenaar,Gelderland,25,12
2020-04-23,301,Zutphen,Gelderland,25,8
2020-04-23,302,Nunspeet,Gelderland,25,16
2020-04-23,303,Dronten,Flevoland,24,6
2020-04-23,307,Amersfoort,Utrecht,26,19
2020-04-23,308,Baarn,Utrecht,26,3
2020-04-23,310,De Bilt,Utrecht,26,9
2020-04-23,312,Bunnik,Utrecht,26,1
2020-04-23,313,Bunschoten,Utrecht,26,5
2020-04-23,317,Eemnes,Utrecht,26,1
2020-04-23,321,Houten,Utrecht,26,11
2020-04-23,327,Leusden,Utrecht,26,4
2020-04-23,331,Lopik,Utrecht,26,7
2020-04-23,335,Montfoort,Utrecht,26,4
2020-04-23,339,Renswoude,Utrecht,26,5
2020-04-23,340,Rhenen,Utrecht,26,4
2020-04-23,342,Soest,Utrecht,26,10
2020-04-23,344,Utrecht,Utrecht,26,71
2020-04-23,345,Veenendaal,Utrecht,26,9
2020-04-23,351,Woudenberg,Utrecht,26,1
2020-04-23,352,Wijk bij Duurstede,Utrecht,26,1
2020-04-23,353,IJsselstein,Utrecht,26,27
2020-04-23,355,Zeist,Utrecht,26,16
2020-04-23,356,Nieuwegein,Utrecht,26,11
2020-04-23,358,Aalsmeer,Noord-Holland,27,2
2020-04-23,361,Alkmaar,Noord-Holland,27,21
2020-04-23,362,Amstelveen,Noord-Holland,27,31
2020-04-23,363,Amsterdam,Noord-Holland,27,135
2020-04-23,370,Beemster,Noord-Holland,27,1
2020-04-23,373,Bergen (NH.),Noord-Holland,27,3
2020-04-23,375,Beverwijk,Noord-Holland,27,6
2020-04-23,376,Blaricum,Noord-Holland,27,0
2020-04-23,377,Bloemendaal,Noord-Holland,27,3
2020-04-23,383,Castricum,Noord-Holland,27,8
2020-04-23,384,Diemen,Noord-Holland,27,7
2020-04-23,385,Edam-Volendam,Noord-Holland,27,2
2020-04-23,388,Enkhuizen,Noord-Holland,27,4
2020-04-23,392,Haarlem,Noord-Holland,27,46
2020-04-23,394,Haarlemmermeer,Noord-Holland,27,17
2020-04-23,396,Heemskerk,Noord-Holland,27,9
2020-04-23,397,Heemstede,Noord-Holland,27,29
2020-04-23,398,Heerhugowaard,Noord-Holland,27,8
2020-04-23,399,Heiloo,Noord-Holland,27,7
2020-04-23,400,Den Helder,Noord-Holland,27,0
2020-04-23,402,Hilversum,Noord-Holland,27,4
2020-04-23,405,Hoorn,Noord-Holland,27,11
2020-04-23,406,Huizen,Noord-Holland,27,3
2020-04-23,415,Landsmeer,Noord-Holland,27,2
2020-04-23,416,Langedijk,Noord-Holland,27,2
2020-04-23,417,Laren,Noord-Holland,27,1
2020-04-23,420,Medemblik,Noord-Holland,27,6
2020-04-23,431,Oostzaan,Noord-Holland,27,1
2020-04-23,432,Opmeer,Noord-Holland,27,1
2020-04-23,437,Ouder-Amstel,Noord-Holland,27,0
2020-04-23,439,Purmerend,Noord-Holland,27,21
2020-04-23,441,Schagen,Noord-Holland,27,7
2020-04-23,448,Texel,Noord-Holland,27,1
2020-04-23,450,Uitgeest,Noord-Holland,27,1
2020-04-23,451,Uithoorn,Noord-Holland,27,2
2020-04-23,453,Velsen,Noord-Holland,27,28
2020-04-23,457,Weesp,Noord-Holland,27,1
2020-04-23,473,Zandvoort,Noord-Holland,27,7
2020-04-23,479,Zaanstad,Noord-Holland,27,35
2020-04-23,482,Alblasserdam,Zuid-Holland,28,1
2020-04-23,484,Alphen aan den Rijn,Zuid-Holland,28,18
2020-04-23,489,Barendrecht,Zuid-Holland,28,5
2020-04-23,498,Drechterland,Noord-Holland,27,8
2020-04-23,501,Brielle,Zuid-Holland,28,0
2020-04-23,502,Capelle aan den IJssel,Zuid-Holland,28,36
2020-04-23,503,Delft,Zuid-Holland,28,8
2020-04-23,505,Dordrecht,Zuid-Holland,28,19
2020-04-23,512,Gorinchem,Zuid-Holland,28,12
2020-04-23,513,Gouda,Zuid-Holland,28,26
2020-04-23,518,'s-Gravenhage,Zuid-Holland,28,107
2020-04-23,523,Hardinxveld-Giessendam,Zuid-Holland,28,2
2020-04-23,530,Hellevoetsluis,Zuid-Holland,28,1
2020-04-23,531,Hendrik-Ido-Ambacht,Zuid-Holland,28,3
2020-04-23,532,Stede Broec,Noord-Holland,27,5
2020-04-23,534,Hillegom,Zuid-Holland,28,1
2020-04-23,537,Katwijk,Zuid-Holland,28,10
2020-04-23,542,Krimpen aan den IJssel,Zuid-Holland,28,5
2020-04-23,546,Leiden,Zuid-Holland,28,15
2020-04-23,547,Leiderdorp,Zuid-Holland,28,4
2020-04-23,553,Lisse,Zuid-Holland,28,2
2020-04-23,556,Maassluis,Zuid-Holland,28,2
2020-04-23,569,Nieuwkoop,Zuid-Holland,28,4
2020-04-23,575,Noordwijk,Zuid-Holland,28,1
2020-04-23,579,Oegstgeest,Zuid-Holland,28,1
2020-04-23,589,Oudewater,Utrecht,26,7
2020-04-23,590,Papendrecht,Zuid-Holland,28,6
2020-04-23,597,Ridderkerk,Zuid-Holland,28,10
2020-04-23,599,Rotterdam,Zuid-Holland,28,157
2020-04-23,603,Rijswijk,Zuid-Holland,28,12
2020-04-23,606,Schiedam,Zuid-Holland,28,7
2020-04-23,610,Sliedrecht,Zuid-Holland,28,3
2020-04-23,613,Albrandswaard,Zuid-Holland,28,6
2020-04-23,614,Westvoorne,Zuid-Holland,28,0
2020-04-23,622,Vlaardingen,Zuid-Holland,28,16
2020-04-23,626,Voorschoten,Zuid-Holland,28,5
2020-04-23,627,Waddinxveen,Zuid-Holland,28,5
2020-04-23,629,Wassenaar,Zuid-Holland,28,9
2020-04-23,632,Woerden,Utrecht,26,16
2020-04-23,637,Zoetermeer,Zuid-Holland,28,10
2020-04-23,638,Zoeterwoude,Zuid-Holland,28,0
2020-04-23,642,Zwijndrecht,Zuid-Holland,28,7
2020-04-23,654,Borsele,Zeeland,29,0
2020-04-23,664,Goes,Zeeland,29,9
2020-04-23,668,West Maas en Waal,Gelderland,25,6
2020-04-23,677,Hulst,Zeeland,29,4
2020-04-23,678,Kapelle,Zeeland,29,1
2020-04-23,687,Middelburg,Zeeland,29,7
2020-04-23,703,Reimerswaal,Zeeland,29,2
2020-04-23,715,Terneuzen,Zeeland,29,2
2020-04-23,716,Tholen,Zeeland,29,13
2020-04-23,717,Veere,Zeeland,29,2
2020-04-23,718,Vlissingen,Zeeland,29,5
2020-04-23,736,De Ronde Venen,Utrecht,26,9
2020-04-23,737,Tytsjerksteradiel,Friesland,21,1
2020-04-23,743,Asten,Noord-Brabant,30,8
2020-04-23,744,Baarle-Nassau,Noord-Brabant,30,0
2020-04-23,748,Bergen op Zoom,Noord-Brabant,30,7
2020-04-23,753,Best,Noord-Brabant,30,9
2020-04-23,755,Boekel,Noord-Brabant,30,21
2020-04-23,756,Boxmeer,Noord-Brabant,30,17
2020-04-23,757,Boxtel,Noord-Brabant,30,12
2020-04-23,758,Breda,Noord-Brabant,30,53
2020-04-23,762,Deurne,Noord-Brabant,30,16
2020-04-23,765,Pekela,Groningen,20,0
2020-04-23,766,Dongen,Noord-Brabant,30,10
2020-04-23,770,Eersel,Noord-Brabant,30,9
2020-04-23,772,Eindhoven,Noord-Brabant,30,67
2020-04-23,777,Etten-Leur,Noord-Brabant,30,25
2020-04-23,779,Geertruidenberg,Noord-Brabant,30,5
2020-04-23,784,Gilze en Rijen,Noord-Brabant,30,12
2020-04-23,785,Goirle,Noord-Brabant,30,15
2020-04-23,786,Grave,Noord-Brabant,30,7
2020-04-23,788,Haaren,Noord-Brabant,30,7
2020-04-23,794,Helmond,Noord-Brabant,30,32
2020-04-23,796,'s-Hertogenbosch,Noord-Brabant,30,61
2020-04-23,797,Heusden,Noord-Brabant,30,14
2020-04-23,798,Hilvarenbeek,Noord-Brabant,30,4
2020-04-23,809,Loon op Zand,Noord-Brabant,30,6
2020-04-23,815,Mill en Sint Hubert,Noord-Brabant,30,4
2020-04-23,820,"Nuenen, Gerwen en Nederwetten",Noord-Brabant,30,8
2020-04-23,823,Oirschot,Noord-Brabant,30,6
2020-04-23,824,Oisterwijk,Noord-Brabant,30,9
2020-04-23,826,Oosterhout,Noord-Brabant,30,12
2020-04-23,828,Oss,Noord-Brabant,30,76
2020-04-23,840,Rucphen,Noord-Brabant,30,7
2020-04-23,845,Sint-Michielsgestel,Noord-Brabant,30,13
2020-04-23,847,Someren,Noord-Brabant,30,6
2020-04-23,848,Son en Breugel,Noord-Brabant,30,13
2020-04-23,851,Steenbergen,Noord-Brabant,30,7
2020-04-23,852,Waterland,Noord-Holland,27,3
2020-04-23,855,Tilburg,Noord-Brabant,30,130
2020-04-23,856,Uden,Noord-Brabant,30,59
2020-04-23,858,Valkenswaard,Noord-Brabant,30,30
2020-04-23,861,Veldhoven,Noord-Brabant,30,16
2020-04-23,865,Vught,Noord-Brabant,30,15
2020-04-23,866,Waalre,Noord-Brabant,30,4
2020-04-23,867,Waalwijk,Noord-Brabant,30,27
2020-04-23,873,Woensdrecht,Noord-Brabant,30,5
2020-04-23,879,Zundert,Noord-Brabant,30,9
2020-04-23,880,Wormerland,Noord-Holland,27,6
2020-04-23,882,Landgraaf,Limburg,31,11
2020-04-23,888,Beek,Limburg,31,3
2020-04-23,889,Beesel,Limburg,31,8
2020-04-23,893,Bergen (L.),Limburg,31,2
2020-04-23,899,Brunssum,Limburg,31,11
2020-04-23,907,Gennep,Limburg,31,10
2020-04-23,917,Heerlen,Limburg,31,41
2020-04-23,928,Kerkrade,Limburg,31,22
2020-04-23,935,Maastricht,Limburg,31,70
2020-04-23,938,Meerssen,Limburg,31,9
2020-04-23,944,Mook en Middelaar,Limburg,31,4
2020-04-23,946,Nederweert,Limburg,31,7
2020-04-23,957,Roermond,Limburg,31,20
2020-04-23,965,Simpelveld,Limburg,31,3
2020-04-23,971,Stein,Limburg,31,15
2020-04-23,981,Vaals,Limburg,31,1
2020-04-23,983,Venlo,Limburg,31,51
2020-04-23,984,Venray,Limburg,31,16
2020-04-23,986,Voerendaal,Limburg,31,6
2020-04-23,988,Weert,Limburg,31,10
2020-04-23,994,Valkenburg aan de Geul,Limburg,31,6
2020-04-23,995,Lelystad,Flevoland,24,10
2020-04-23,1507,Horst aan de Maas,Limburg,31,19
2020-04-23,1509,Oude IJsselstreek,Gelderland,25,6
2020-04-23,1525,Teylingen,Zuid-Holland,28,0
2020-04-23,1581,Utrechtse Heuvelrug,Utrecht,26,7
2020-04-23,1586,Oost Gelre,Gelderland,25,5
2020-04-23,1598,Koggenland,Noord-Holland,27,6
2020-04-23,1621,Lansingerland,Zuid-Holland,28,15
2020-04-23,1640,Leudal,Limburg,31,22
2020-04-23,1641,Maasgouw,Limburg,31,10
2020-04-23,1652,Gemert-Bakel,Noord-Brabant,30,29
2020-04-23,1655,Halderberge,Noord-Brabant,30,6
2020-04-23,1658,Heeze-Leende,Noord-Brabant,30,8
2020-04-23,1659,Laarbeek,Noord-Brabant,30,26
2020-04-23,1667,Reusel-De Mierden,Noord-Brabant,30,2
2020-04-23,1669,Roerdalen,Limburg,31,7
2020-04-23,1674,Roosendaal,Noord-Brabant,30,15
2020-04-23,1676,Schouwen-Duiveland,Zeeland,29,0
2020-04-23,1680,Aa en Hunze,Drenthe,22,0
2020-04-23,1681,Borger-Odoorn,Drenthe,22,3
2020-04-23,1684,Cuijk,Noord-Brabant,30,9
2020-04-23,1685,Landerd,Noord-Brabant,30,17
2020-04-23,1690,De Wolden,Drenthe,22,0
2020-04-23,1695,Noord-Beveland,Zeeland,29,0
2020-04-23,1696,Wijdemeren,Noord-Holland,27,0
2020-04-23,1699,Noordenveld,Drenthe,22,1
2020-04-23,1700,Twenterand,Overijssel,23,2
2020-04-23,1701,Westerveld,Drenthe,22,2
2020-04-23,1702,Sint Anthonis,Noord-Brabant,30,10
2020-04-23,1705,Lingewaard,Gelderland,25,6
2020-04-23,1706,Cranendonck,Noord-Brabant,30,27
2020-04-23,1708,Steenwijkerland,Overijssel,23,5
2020-04-23,1709,Moerdijk,Noord-Brabant,30,6
2020-04-23,1711,Echt-Susteren,Limburg,31,14
2020-04-23,1714,Sluis,Zeeland,29,4
2020-04-23,1719,Drimmelen,Noord-Brabant,30,4
2020-04-23,1721,Bernheze,Noord-Brabant,30,53
2020-04-23,1723,Alphen-Chaam,Noord-Brabant,30,5
2020-04-23,1724,Bergeijk,Noord-Brabant,30,4
2020-04-23,1728,Bladel,Noord-Brabant,30,7
2020-04-23,1729,Gulpen-Wittem,Limburg,31,8
2020-04-23,1730,Tynaarlo,Drenthe,22,0
2020-04-23,1731,Midden-Drenthe,Drenthe,22,0
2020-04-23,1734,Overbetuwe,Gelderland,25,12
2020-04-23,1735,Hof van Twente,Overijssel,23,2
2020-04-23,1740,Neder-Betuwe,Gelderland,25,15
2020-04-23,1742,Rijssen-Holten,Overijssel,23,6
2020-04-23,1771,Geldrop-Mierlo,Noord-Brabant,30,14
2020-04-23,1773,Olst-Wijhe,Overijssel,23,6
2020-04-23,1774,Dinkelland,Overijssel,23,7
2020-04-23,1783,Westland,Zuid-Holland,28,24
2020-04-23,1842,Midden-Delfland,Zuid-Holland,28,0
2020-04-23,1859,Berkelland,Gelderland,25,4
2020-04-23,1876,Bronckhorst,Gelderland,25,5
2020-04-23,1883,Sittard-Geleen,Limburg,31,46
2020-04-23,1884,Kaag en Braassem,Zuid-Holland,28,2
2020-04-23,1891,Dantumadiel,Friesland,21,0
2020-04-23,1892,Zuidplas,Zuid-Holland,28,9
2020-04-23,1894,Peel en Maas,Limburg,31,56
2020-04-23,1895,Oldambt,Groningen,20,0
2020-04-23,1896,Zwartewaterland,Overijssel,23,13
2020-04-23,1900,Súdwest-Fryslân,Friesland,21,1
2020-04-23,1901,Bodegraven-Reeuwijk,Zuid-Holland,28,2
2020-04-23,1903,Eijsden-Margraten,Limburg,31,20
2020-04-23,1904,Stichtse Vecht,Utrecht,26,6
2020-04-23,1911,Hollands Kroon,Noord-Holland,27,6
2020-04-23,1916,Leidschendam-Voorburg,Zuid-Holland,28,7
2020-04-23,1924,Goeree-Overflakkee,Zuid-Holland,28,25
2020-04-23,1926,Pijnacker-Nootdorp,Zuid-Holland,28,8
2020-04-23,1930,Nissewaard,Zuid-Holland,28,9
2020-04-23,1931,Krimpenerwaard,Zuid-Holland,28,19
2020-04-23,1940,De Fryske Marren,Friesland,21,5
2020-04-23,1942,Gooise Meren,Noord-Holland,27,2
2020-04-23,1945,Berg en Dal,Gelderland,25,14
2020-04-23,1948,Meierijstad,Noord-Brabant,30,115
2020-04-23,1949,Waadhoeke,Friesland,21,8
2020-04-23,1950,Westerwolde,Groningen,20,0
2020-04-23,1952,Midden-Groningen,Groningen,20,1
2020-04-23,1954,Beekdaelen,Limburg,31,19
2020-04-23,1955,Montferland,Gelderland,25,4
2020-04-23,1959,Altena,Noord-Brabant,30,11
2020-04-23,1960,West Betuwe,Gelderland,25,18
2020-04-23,1961,Vijfheerenlanden,Utrecht,26,33
2020-04-23,1963,Hoeksche Waard,Zuid-Holland,28,13
2020-04-23,1966,Het Hogeland,Groningen,20,2
2020-04-23,1969,Westerkwartier,Groningen,20,4
2020-04-23,1970,Noardeast-Fryslân,Friesland,21,4
2020-04-23,1978,Molenlanden,Zuid-Holland,28,5
2020-04-24,-1,,,,39
2020-04-24,3,Appingedam,Groningen,20,0
2020-04-24,10,Delfzijl,Groningen,20,0
2020-04-24,14,Groningen,Groningen,20,3
2020-04-24,24,Loppersum,Groningen,20,0
2020-04-24,34,Almere,Flevoland,24,6
2020-04-24,37,Stadskanaal,Groningen,20,1
2020-04-24,47,Veendam,Groningen,20,0
2020-04-24,50,Zeewolde,Flevoland,24,3
2020-04-24,59,Achtkarspelen,Friesland,21,0
2020-04-24,60,Ameland,Friesland,21,0
2020-04-24,72,Harlingen,Friesland,21,1
2020-04-24,74,Heerenveen,Friesland,21,17
2020-04-24,80,Leeuwarden,Friesland,21,6
2020-04-24,85,Ooststellingwerf,Friesland,21,0
2020-04-24,86,Opsterland,Friesland,21,0
2020-04-24,88,Schiermonnikoog,Friesland,21,0
2020-04-24,90,Smallingerland,Friesland,21,4
