country,nuts_2,cases,deaths,datetime
PL,wielkopolskie,898,49,2020-04-18T00:00:00
PL,dolnośląskie,949,30,2020-04-18T00:00:00
PL,śląskie,1273,69,2020-04-18T00:00:00
PL,mazowieckie,1936,107,2020-04-18T00:00:00
PL,lubuskie,81,0,2020-04-19T00:00:00
PL,warmińsko-mazurskie,142,1,2020-04-19T00:00:00
PL,pomorskie,209,2,2020-04-19T00:00:00
PL,świętokrzyskie,210,4,2020-04-19T00:00:00
PL,podkarpackie,263,16,2020-04-19T00:00:00
PL,zachodniopomorskie,266,4,2020-04-19T00:00:00
PL,opolskie,276,14,2020-04-19T00:00:00
PL,lubelskie,308,10,2020-04-19T00:00:00
PL,podlaskie,321,3,2020-04-19T00:00:00
PL,kujawsko-pomorskie,406,16,2020-04-19T00:00:00
PL,małopolskie,646,17,2020-04-19T00:00:00
PL,łódzkie,660,10,2020-04-19T00:00:00
PL,wielkopolskie,1020,51,2020-04-19T00:00:00
PL,dolnośląskie,1044,30,2020-04-19T00:00:00
PL,śląskie,1443,74,2020-04-19T00:00:00
PL,mazowieckie,1992,108,2020-04-19T00:00:00
PL,lubuskie,82,0,2020-04-20T00:00:00
PL,warmińsko-mazurskie,143,1,2020-04-20T00:00:00
PL,pomorskie,215,2,2020-04-20T00:00:00
PL,świętokrzyskie,227,4,2020-04-20T00:00:00
PL,podkarpackie,266,16,2020-04-20T00:00:00
PL,zachodniopomorskie,277,4,2020-04-20T00:00:00
PL,opolskie,292,14,2020-04-20T00:00:00
PL,lubelskie,311,10,2020-04-20T00:00:00
PL,podlaskie,327,3,2020-04-20T00:00:00
PL,kujawsko-pomorskie,421,17,2020-04-20T00:00:00
PL,małopolskie,679,19,2020-04-20T00:00:00
PL,łódzkie,682,10,2020-04-20T00:00:00
PL,wielkopolskie,1050,57,2020-04-20T00:00:00
PL,dolnośląskie,1077,33,2020-04-20T00:00:00
PL,śląskie,1514,74,2020-04-20T00:00:00
PL,mazowieckie,2030,116,2020-04-20T00:00:00
PL,lubuskie,84,0,2020-04-21T00:00:00
PL,warmińsko-mazurskie,145,1,2020-04-21T00:00:00
PL,pomorskie,219,2,2020-04-21T00:00:00
PL,świętokrzyskie,238,4,2020-04-21T00:00:00
PL,podkarpackie,270,16,2020-04-21T00:00:00
PL,zachodniopomorskie,279,4,2020-04-21T00:00:00
PL,opolskie,298,15,2020-04-21T00:00:00
PL,lubelskie,325,10,2020-04-21T00:00:00
PL,podlaskie,332,3,2020-04-21T00:00:00
PL,kujawsko-pomorskie,438,17,2020-04-21T00:00:00
PL,łódzkie,695,10,2020-04-21T00:00:00
PL,małopolskie,707,20,2020-04-21T00:00:00
PL,wielkopolskie,1081,61,2020-04-21T00:00:00
PL,dolnośląskie,1118,33,2020-04-21T00:00:00
PL,śląskie,1568,79,2020-04-21T00:00:00
PL,mazowieckie,2059,126,2020-04-21T00:00:00
PL,lubuskie,85,0,2020-04-22T00:00:00
PL,warmińsko-mazurskie,145,1,2020-04-22T00:00:00
PL,pomorskie,231,3,2020-04-22T00:00:00
PL,świętokrzyskie,247,4,2020-04-22T00:00:00
PL,podkarpackie,276,16,2020-04-22T00:00:00
PL,zachodniopomorskie,288,4,2020-04-22T00:00:00
PL,opolskie,324,15,2020-04-22T00:00:00
PL,lubelskie,332,10,2020-04-22T00:00:00
PL,podlaskie,335,3,2020-04-22T00:00:00
PL,kujawsko-pomorskie,452,20,2020-04-22T00:00:00
PL,małopolskie,734,21,2020-04-22T00:00:00
PL,łódzkie,765,12,2020-04-22T00:00:00
PL,wielkopolskie,1099,66,2020-04-22T00:00:00
PL,dolnośląskie,1144,36,2020-04-22T00:00:00
PL,śląskie,1614,83,2020-04-22T00:00:00
PL,mazowieckie,2098,132,2020-04-22T00:00:00
PL,lubuskie,85.0,0,2020-04-23T00:00:00
PL,warmińsko-mazurskie,145.0,1,2020-04-23T00:00:00
PL,pomorskie,243.0,3,2020-04-23T00:00:00
PL,świętokrzyskie,248.0,6,2020-04-23T00:00:00
PL,podkarpackie,279.0,16,2020-04-23T00:00:00
PL,zachodniopomorskie,304.0,4,2020-04-23T00:00:00
PL,opolskie,330.0,17,2020-04-23T00:00:00
PL,lubelskie,336.0,10,2020-04-23T00:00:00
PL,podlaskie,341.0,3,2020-04-23T00:00:00
PL,kujawsko-pomorskie,460.0,20,2020-04-23T00:00:00
PL,małopolskie,766.0,23,2020-04-23T00:00:00
PL,łódzkie,781.0,19,2020-04-23T00:00:00
PL,wielkopolskie,1166.0,68,2020-04-23T00:00:00
PL,dolnośląskie,1212.0,36,2020-04-23T00:00:00
PL,śląskie,1649.0,86,2020-04-23T00:00:00
PL,mazowieckie,2166.0,142,2020-04-23T00:00:00
PL,https://prezentacja.redakcja.www.gov.pl/redakcja/internal-files,,0,2020-04-23T00:00:00
PL,,,0,2020-04-23T00:00:00
PL,lubuskie,85,0,2020-04-24T00:00:00
PL,warmińsko-mazurskie,146,1,2020-04-24T00:00:00
PL,świętokrzyskie,254,6,2020-04-24T00:00:00
PL,pomorskie,257,3,2020-04-24T00:00:00
PL,podkarpackie,288,16,2020-04-24T00:00:00
PL,zachodniopomorskie,336,6,2020-04-24T00:00:00
PL,lubelskie,342,10,2020-04-24T00:00:00
PL,podlaskie,344,4,2020-04-24T00:00:00
PL,opolskie,345,21,2020-04-24T00:00:00
PL,kujawsko-pomorskie,471,24,2020-04-24T00:00:00
PL,małopolskie,788,25,2020-04-24T00:00:00
PL,łódzkie,813,20,2020-04-24T00:00:00
PL,dolnośląskie,1235,37,2020-04-24T00:00:00
PL,wielkopolskie,1236,72,2020-04-24T00:00:00
PL,śląskie,1746,89,2020-04-24T00:00:00
PL,mazowieckie,2206,160,2020-04-24T00:00:00
PL,lubuskie,85,0,2020-04-25T00:00:00
PL,warmińsko-mazurskie,146,1,2020-04-25T00:00:00
PL,świętokrzyskie,255,7,2020-04-25T00:00:00
PL,pomorskie,296,3,2020-04-25T00:00:00
PL,podkarpackie,311,16,2020-04-25T00:00:00
PL,zachodniopomorskie,343,7,2020-04-25T00:00:00
PL,lubelskie,346,10,2020-04-25T00:00:00
PL,opolskie,352,23,2020-04-25T00:00:00
PL,podlaskie,358,3,2020-04-25T00:00:00
PL,kujawsko-pomorskie,474,26,2020-04-25T00:00:00
PL,małopolskie,812,27,2020-04-25T00:00:00
PL,łódzkie,836,21,2020-04-25T00:00:00
PL,wielkopolskie,1266,75,2020-04-25T00:00:00
PL,dolnośląskie,1278,40,2020-04-25T00:00:00
PL,śląskie,1813,93,2020-04-25T00:00:00
PL,mazowieckie,2302,172,2020-04-25T00:00:00
PL,lubuskie,87,0,2020-04-26T00:00:00
PL,warmińsko-mazurskie,146,1,2020-04-26T00:00:00
PL,świętokrzyskie,258,7,2020-04-26T00:00:00
PL,podkarpackie,313,16,2020-04-26T00:00:00
PL,pomorskie,346,3,2020-04-26T00:00:00
PL,lubelskie,351,12,2020-04-26T00:00:00
PL,zachodniopomorskie,355,9,2020-04-26T00:00:00
PL,podlaskie,361,3,2020-04-26T00:00:00
PL,opolskie,363,24,2020-04-26T00:00:00
PL,kujawsko-pomorskie,478,26,2020-04-26T00:00:00
PL,małopolskie,821,27,2020-04-26T00:00:00
PL,łódzkie,855,21,2020-04-26T00:00:00
PL,wielkopolskie,1307,77,2020-04-26T00:00:00
PL,dolnośląskie,1341,41,2020-04-26T00:00:00
PL,śląskie,1887,94,2020-04-26T00:00:00
PL,mazowieckie,2348,174,2020-04-26T00:00:00
PL,lubuskie,87,0,2020-04-27T00:00:00
PL,warmińsko-mazurskie,146,1,2020-04-27T00:00:00
PL,świętokrzyskie,261,7,2020-04-27T00:00:00
PL,podkarpackie,316,18,2020-04-27T00:00:00
PL,lubelskie,353,13,2020-04-27T00:00:00
PL,pomorskie,357,5,2020-04-27T00:00:00
PL,podlaskie,365,3,2020-04-27T00:00:00
PL,zachodniopomorskie,370,9,2020-04-27T00:00:00
PL,opolskie,373,26,2020-04-27T00:00:00
PL,kujawsko-pomorskie,483,26,2020-04-27T00:00:00
PL,małopolskie,841,29,2020-04-27T00:00:00
PL,łódzkie,890,21,2020-04-27T00:00:00
PL,wielkopolskie,1343,80,2020-04-27T00:00:00
PL,dolnośląskie,1412,41,2020-04-27T00:00:00
PL,śląskie,1929,99,2020-04-27T00:00:00
PL,mazowieckie,2376,184,2020-04-27T00:00:00
PL,lubuskie,87,0,2020-04-28T00:00:00
PL,warmińsko-mazurskie,146,1,2020-04-28T00:00:00
PL,świętokrzyskie,264,8,2020-04-28T00:00:00
PL,podkarpackie,325,19,2020-04-28T00:00:00
PL,lubelskie,356,13,2020-04-28T00:00:00
PL,podlaskie,367,3,2020-04-28T00:00:00
PL,zachodniopomorskie,376,9,2020-04-28T00:00:00
PL,opolskie,378,27,2020-04-28T00:00:00
PL,pomorskie,394,8,2020-04-28T00:00:00
PL,kujawsko-pomorskie,518,27,2020-04-28T00:00:00
PL,małopolskie,852,29,2020-04-28T00:00:00
PL,łódzkie,904,23,2020-04-28T00:00:00
PL,wielkopolskie,1376,85,2020-04-28T00:00:00
PL,dolnośląskie,1461,44,2020-04-28T00:00:00
PL,śląskie,2023,105,2020-04-28T00:00:00
PL,mazowieckie,2391,195,2020-04-28T00:00:00
PL,lubuskie,87,0,2020-04-29T00:00:00
PL,warmińsko-mazurskie,146,1,2020-04-29T00:00:00
PL,świętokrzyskie,266,8,2020-04-29T00:00:00
PL,podkarpackie,328,23,2020-04-29T00:00:00
PL,lubelskie,359,13,2020-04-29T00:00:00
PL,podlaskie,367,3,2020-04-29T00:00:00
PL,zachodniopomorskie,380,10,2020-04-29T00:00:00
PL,opolskie,390,28,2020-04-29T00:00:00
PL,pomorskie,424,10,2020-04-29T00:00:00
PL,kujawsko-pomorskie,537,28,2020-04-29T00:00:00
PL,małopolskie,876,30,2020-04-29T00:00:00
PL,łódzkie,936,27,2020-04-29T00:00:00
PL,wielkopolskie,1415,85,2020-04-29T00:00:00
PL,dolnośląskie,1520,47,2020-04-29T00:00:00
PL,śląskie,2182,113,2020-04-29T00:00:00
PL,mazowieckie,2427,198,2020-04-29T00:00:00
PL,lubuskie,87,0,2020-04-30T00:00:00
PL,warmińsko-mazurskie,148,1,2020-04-30T00:00:00
PL,świętokrzyskie,270,8,2020-04-30T00:00:00
PL,podkarpackie,329,23,2020-04-30T00:00:00
PL,lubelskie,360,13,2020-04-30T00:00:00
PL,podlaskie,375,3,2020-04-30T00:00:00
PL,opolskie,394,28,2020-04-30T00:00:00
PL,zachodniopomorskie,396,10,2020-04-30T00:00:00
PL,pomorskie,428,11,2020-04-30T00:00:00
PL,kujawsko-pomorskie,544,28,2020-04-30T00:00:00
PL,małopolskie,897,30,2020-04-30T00:00:00
PL,łódzkie,954,31,2020-04-30T00:00:00
PL,wielkopolskie,1441,86,2020-04-30T00:00:00
PL,dolnośląskie,1563,48,2020-04-30T00:00:00
PL,śląskie,2239,118,2020-04-30T00:00:00
PL,mazowieckie,2452,206,2020-04-30T00:00:00
PL,lubuskie,87,0,2020-05-01T00:00:00
PL,warmińsko-mazurskie,148,1,2020-05-01T00:00:00
PL,świętokrzyskie,270,8,2020-05-01T00:00:00
PL,podkarpackie,337,23,2020-05-01T00:00:00
PL,lubelskie,365,13,2020-05-01T00:00:00
PL,podlaskie,375,4,2020-05-01T00:00:00
PL,opolskie,398,28,2020-05-01T00:00:00
PL,zachodniopomorskie,401,10,2020-05-01T00:00:00
PL,pomorskie,434,12,2020-05-01T00:00:00
PL,kujawsko-pomorskie,550,28,2020-05-01T00:00:00
PL,małopolskie,913,30,2020-05-01T00:00:00
PL,łódzkie,972,34,2020-05-01T00:00:00
PL,wielkopolskie,1443,86,2020-05-01T00:00:00
PL,dolnośląskie,1580,48,2020-05-01T00:00:00
PL,śląskie,2380,120,2020-05-01T00:00:00
PL,mazowieckie,2452,206,2020-05-01T00:00:00
PL,lubuskie,87,0,2020-05-02T00:00:00
PL,warmińsko-mazurskie,148,1,2020-05-02T00:00:00
PL,świętokrzyskie,271,8,2020-05-02T00:00:00
PL,podkarpackie,341,23,2020-05-02T00:00:00
PL,lubelskie,367,13,2020-05-02T00:00:00
PL,podlaskie,377,5,2020-05-02T00:00:00
PL,zachodniopomorskie,406,10,2020-05-02T00:00:00
PL,opolskie,407,28,2020-05-02T00:00:00
PL,pomorskie,440,14,2020-05-02T00:00:00
PL,kujawsko-pomorskie,554,29,2020-05-02T00:00:00
PL,małopolskie,934,31,2020-05-02T00:00:00
PL,łódzkie,1006,34,2020-05-02T00:00:00
PL,wielkopolskie,1494,90,2020-05-02T00:00:00
PL,dolnośląskie,1620,49,2020-05-02T00:00:00
PL,śląskie,2446,122,2020-05-02T00:00:00
PL,mazowieckie,2477,207,2020-05-02T00:00:00
PL,lubuskie,88,0,2020-05-03T00:00:00
PL,warmińsko-mazurskie,148,1,2020-05-03T00:00:00
PL,świętokrzyskie,278,8,2020-05-03T00:00:00
PL,podkarpackie,350,24,2020-05-03T00:00:00
PL,lubelskie,374,14,2020-05-03T00:00:00
PL,podlaskie,378,5,2020-05-03T00:00:00
PL,zachodniopomorskie,414,10,2020-05-03T00:00:00
PL,opolskie,422,28,2020-05-03T00:00:00
PL,pomorskie,444,15,2020-05-03T00:00:00
PL,kujawsko-pomorskie,557,29,2020-05-03T00:00:00
PL,małopolskie,944,31,2020-05-03T00:00:00
PL,łódzkie,1049,34,2020-05-03T00:00:00
PL,wielkopolskie,1518,93,2020-05-03T00:00:00
PL,dolnośląskie,1645,52,2020-05-03T00:00:00
PL,mazowieckie,2508,207,2020-05-03T00:00:00
PL,śląskie,2576,127,2020-05-03T00:00:00
PL,lubuskie,90,0,2020-05-04T00:00:00
PL,warmińsko-mazurskie,150,1,2020-05-04T00:00:00
PL,świętokrzyskie,282,8,2020-05-04T00:00:00
PL,podkarpackie,363,24,2020-05-04T00:00:00
PL,lubelskie,374,14,2020-05-04T00:00:00
PL,podlaskie,378,5,2020-05-04T00:00:00
PL,zachodniopomorskie,428,14,2020-05-04T00:00:00
PL,opolskie,435,29,2020-05-04T00:00:00
PL,pomorskie,444,18,2020-05-04T00:00:00
PL,kujawsko-pomorskie,557,30,2020-05-04T00:00:00
PL,małopolskie,976,31,2020-05-04T00:00:00
PL,łódzkie,1068,33,2020-05-04T00:00:00
PL,wielkopolskie,1529,95,2020-05-04T00:00:00
PL,dolnośląskie,1723,53,2020-05-04T00:00:00
PL,mazowieckie,2553,211,2020-05-04T00:00:00
PL,śląskie,2656,132,2020-05-04T00:00:00
PL,lubuskie,92,0,2020-05-05T00:00:00
PL,warmińsko-mazurskie,154,1,2020-05-05T00:00:00
PL,świętokrzyskie,300,9,2020-05-05T00:00:00
PL,podkarpackie,366,24,2020-05-05T00:00:00
PL,lubelskie,374,14,2020-05-05T00:00:00
PL,podlaskie,379,6,2020-05-05T00:00:00
PL,opolskie,440,30,2020-05-05T00:00:00
PL,zachodniopomorskie,441,14,2020-05-05T00:00:00
PL,pomorskie,451,19,2020-05-05T00:00:00
PL,kujawsko-pomorskie,561,30,2020-05-05T00:00:00
PL,małopolskie,997,32,2020-05-05T00:00:00
PL,łódzkie,1088,35,2020-05-05T00:00:00
PL,wielkopolskie,1598,98,2020-05-05T00:00:00
PL,dolnośląskie,1769,57,2020-05-05T00:00:00
PL,mazowieckie,2631,214,2020-05-05T00:00:00
PL,śląskie,2790,133,2020-05-05T00:00:00
PL,lubuskie,90,0,2020-05-06T00:00:00
PL,warmińsko-mazurskie,152,1,2020-05-06T00:00:00
PL,świętokrzyskie,300,10,2020-05-06T00:00:00
PL,podkarpackie,366,25,2020-05-06T00:00:00
PL,lubelskie,380,14,2020-05-06T00:00:00
PL,podlaskie,380,6,2020-05-06T00:00:00
PL,opolskie,450,31,2020-05-06T00:00:00
PL,zachodniopomorskie,452,15,2020-05-06T00:00:00
PL,pomorskie,460,21,2020-05-06T00:00:00
PL,kujawsko-pomorskie,561,30,2020-05-06T00:00:00
PL,małopolskie,1009,32,2020-05-06T00:00:00
PL,łódzkie,1115,36,2020-05-06T00:00:00
PL,wielkopolskie,1616,102,2020-05-06T00:00:00
PL,dolnośląskie,1789,57,2020-05-06T00:00:00
PL,mazowieckie,2673,215,2020-05-06T00:00:00
PL,śląskie,2947,138,2020-05-06T00:00:00
PL,małopolskie,1 010,32,2020-05-07T00:00:00
PL,łódzkie,1 115,36,2020-05-07T00:00:00
PL,wielkopolskie,1 639,104,2020-05-07T00:00:00
PL,dolnośląskie,1 817,57,2020-05-07T00:00:00
PL,warmińsko-mazurskie,156,1,2020-05-07T00:00:00
PL,mazowieckie,2 673,215,2020-05-07T00:00:00
PL,śląskie,3 025,138,2020-05-07T00:00:00
PL,świętokrzyskie,300,10,2020-05-07T00:00:00
PL,podkarpackie,367,26,2020-05-07T00:00:00
PL,lubelskie,380,14,2020-05-07T00:00:00
PL,podlaskie,381,6,2020-05-07T00:00:00
PL,opolskie,454,31,2020-05-07T00:00:00
PL,zachodniopomorskie,458,15,2020-05-07T00:00:00
PL,pomorskie,466,22,2020-05-07T00:00:00
PL,kujawsko-pomorskie,566,30,2020-05-07T00:00:00
PL,lubuskie,91,0,2020-05-07T00:00:00
