country,nuts_3,cases,datetime
CZ,Olomoucký kraj,563,2020-04-11T08:30:00
CZ,Moravskoslezský kraj,629,2020-04-11T08:30:00
CZ,Středočeský kraj,695,2020-04-11T08:30:00
CZ,Hlavní město Praha,1393,2020-04-11T08:30:00
CZ,Nezjištěno,41,2020-04-11T17:25:00
CZ,Jihočeský kraj,146,2020-04-11T17:25:00
CZ,Kraj Vysočina,158,2020-04-11T17:25:00
CZ,Královéhradecký kraj,168,2020-04-11T17:25:00
CZ,Liberecký kraj,173,2020-04-11T17:25:00
CZ,Karlovarský kraj,193,2020-04-11T17:25:00
CZ,Pardubický kraj,223,2020-04-11T17:25:00
CZ,Zlínský kraj,252,2020-04-11T17:25:00
CZ,Jihomoravský kraj,344,2020-04-11T17:25:00
CZ,Ústecký kraj,371,2020-04-11T17:25:00
CZ,Plzeňský kraj,417,2020-04-11T17:25:00
CZ,Olomoucký kraj,579,2020-04-11T17:25:00
CZ,Moravskoslezský kraj,648,2020-04-11T17:25:00
CZ,Středočeský kraj,708,2020-04-11T17:25:00
CZ,Hlavní město Praha,1410,2020-04-11T17:25:00
CZ,Nezjištěno,43,2020-04-12T00:30:00
CZ,Jihočeský kraj,149,2020-04-12T00:30:00
CZ,Kraj Vysočina,158,2020-04-12T00:30:00
CZ,Královéhradecký kraj,168,2020-04-12T00:30:00
CZ,Liberecký kraj,176,2020-04-12T00:30:00
CZ,Karlovarský kraj,200,2020-04-12T00:30:00
CZ,Pardubický kraj,223,2020-04-12T00:30:00
CZ,Zlínský kraj,253,2020-04-12T00:30:00
CZ,Jihomoravský kraj,345,2020-04-12T00:30:00
CZ,Ústecký kraj,381,2020-04-12T00:30:00
CZ,Plzeňský kraj,438,2020-04-12T00:30:00
CZ,Olomoucký kraj,581,2020-04-12T00:30:00
CZ,Moravskoslezský kraj,655,2020-04-12T00:30:00
CZ,Středočeský kraj,713,2020-04-12T00:30:00
CZ,Hlavní město Praha,1419,2020-04-12T00:30:00
CZ,Nezjištěno,44,2020-04-12T08:25:00
CZ,Jihočeský kraj,149,2020-04-12T08:25:00
CZ,Kraj Vysočina,158,2020-04-12T08:25:00
CZ,Královéhradecký kraj,168,2020-04-12T08:25:00
CZ,Liberecký kraj,177,2020-04-12T08:25:00
CZ,Karlovarský kraj,200,2020-04-12T08:25:00
CZ,Pardubický kraj,223,2020-04-12T08:25:00
CZ,Zlínský kraj,253,2020-04-12T08:25:00
CZ,Jihomoravský kraj,346,2020-04-12T08:25:00
CZ,Ústecký kraj,381,2020-04-12T08:25:00
CZ,Plzeňský kraj,438,2020-04-12T08:25:00
CZ,Olomoucký kraj,581,2020-04-12T08:25:00
CZ,Moravskoslezský kraj,655,2020-04-12T08:25:00
CZ,Středočeský kraj,713,2020-04-12T08:25:00
CZ,Hlavní město Praha,1419,2020-04-12T08:25:00
CZ,Nezjištěno,38,2020-04-12T17:30:00
CZ,Jihočeský kraj,149,2020-04-12T17:30:00
CZ,Kraj Vysočina,159,2020-04-12T17:30:00
CZ,Královéhradecký kraj,169,2020-04-12T17:30:00
CZ,Liberecký kraj,177,2020-04-12T17:30:00
CZ,Karlovarský kraj,200,2020-04-12T17:30:00
CZ,Pardubický kraj,221,2020-04-12T17:30:00
CZ,Zlínský kraj,259,2020-04-12T17:30:00
CZ,Jihomoravský kraj,349,2020-04-12T17:30:00
CZ,Ústecký kraj,384,2020-04-12T17:30:00
CZ,Plzeňský kraj,444,2020-04-12T17:30:00
CZ,Olomoucký kraj,584,2020-04-12T17:30:00
CZ,Moravskoslezský kraj,671,2020-04-12T17:30:00
CZ,Středočeský kraj,720,2020-04-12T17:30:00
CZ,Hlavní město Praha,1428,2020-04-12T17:30:00
CZ,Nezjištěno,42,2020-04-13T00:30:00
CZ,Jihočeský kraj,153,2020-04-13T00:30:00
CZ,Kraj Vysočina,160,2020-04-13T00:30:00
CZ,Královéhradecký kraj,170,2020-04-13T00:30:00
CZ,Liberecký kraj,177,2020-04-13T00:30:00
CZ,Karlovarský kraj,202,2020-04-13T00:30:00
CZ,Pardubický kraj,226,2020-04-13T00:30:00
CZ,Zlínský kraj,259,2020-04-13T00:30:00
CZ,Jihomoravský kraj,350,2020-04-13T00:30:00
CZ,Ústecký kraj,384,2020-04-13T00:30:00
CZ,Plzeňský kraj,452,2020-04-13T00:30:00
CZ,Olomoucký kraj,586,2020-04-13T00:30:00
CZ,Moravskoslezský kraj,674,2020-04-13T00:30:00
CZ,Středočeský kraj,721,2020-04-13T00:30:00
CZ,Hlavní město Praha,1435,2020-04-13T00:30:00
CZ,Nezjištěno,42,2020-04-13T08:30:00
CZ,Jihočeský kraj,153,2020-04-13T08:30:00
CZ,Kraj Vysočina,160,2020-04-13T08:30:00
CZ,Královéhradecký kraj,170,2020-04-13T08:30:00
CZ,Liberecký kraj,177,2020-04-13T08:30:00
CZ,Karlovarský kraj,202,2020-04-13T08:30:00
CZ,Pardubický kraj,226,2020-04-13T08:30:00
CZ,Zlínský kraj,259,2020-04-13T08:30:00
CZ,Jihomoravský kraj,350,2020-04-13T08:30:00
CZ,Ústecký kraj,384,2020-04-13T08:30:00
CZ,Plzeňský kraj,452,2020-04-13T08:30:00
CZ,Olomoucký kraj,586,2020-04-13T08:30:00
CZ,Moravskoslezský kraj,674,2020-04-13T08:30:00
CZ,Středočeský kraj,721,2020-04-13T08:30:00
CZ,Hlavní město Praha,1435,2020-04-13T08:30:00
CZ,Nezjištěno,34,2020-04-13T17:25:00
CZ,Jihočeský kraj,154,2020-04-13T17:25:00
CZ,Kraj Vysočina,162,2020-04-13T17:25:00
CZ,Královéhradecký kraj,170,2020-04-13T17:25:00
CZ,Liberecký kraj,178,2020-04-13T17:25:00
CZ,Karlovarský kraj,202,2020-04-13T17:25:00
CZ,Pardubický kraj,226,2020-04-13T17:25:00
CZ,Zlínský kraj,259,2020-04-13T17:25:00
CZ,Jihomoravský kraj,355,2020-04-13T17:25:00
CZ,Ústecký kraj,385,2020-04-13T17:25:00
CZ,Plzeňský kraj,454,2020-04-13T17:25:00
CZ,Olomoucký kraj,589,2020-04-13T17:25:00
CZ,Moravskoslezský kraj,686,2020-04-13T17:25:00
CZ,Středočeský kraj,724,2020-04-13T17:25:00
CZ,Hlavní město Praha,1444,2020-04-13T17:25:00
CZ,Nezjištěno,33,2020-04-14T00:30:00
CZ,Jihočeský kraj,155,2020-04-14T00:30:00
CZ,Kraj Vysočina,163,2020-04-14T00:30:00
CZ,Královéhradecký kraj,170,2020-04-14T00:30:00
CZ,Liberecký kraj,179,2020-04-14T00:30:00
CZ,Karlovarský kraj,203,2020-04-14T00:30:00
CZ,Pardubický kraj,227,2020-04-14T00:30:00
CZ,Zlínský kraj,260,2020-04-14T00:30:00
CZ,Jihomoravský kraj,355,2020-04-14T00:30:00
CZ,Ústecký kraj,387,2020-04-14T00:30:00
CZ,Plzeňský kraj,473,2020-04-14T00:30:00
CZ,Olomoucký kraj,589,2020-04-14T00:30:00
CZ,Moravskoslezský kraj,690,2020-04-14T00:30:00
CZ,Středočeský kraj,727,2020-04-14T00:30:00
CZ,Hlavní město Praha,1448,2020-04-14T00:30:00
CZ,Nezjištěno,33,2020-04-14T08:25:00
CZ,Jihočeský kraj,155,2020-04-14T08:25:00
CZ,Kraj Vysočina,163,2020-04-14T08:25:00
CZ,Královéhradecký kraj,170,2020-04-14T08:25:00
CZ,Liberecký kraj,179,2020-04-14T08:25:00
CZ,Karlovarský kraj,203,2020-04-14T08:25:00
CZ,Pardubický kraj,227,2020-04-14T08:25:00
CZ,Zlínský kraj,260,2020-04-14T08:25:00
CZ,Jihomoravský kraj,355,2020-04-14T08:25:00
CZ,Ústecký kraj,387,2020-04-14T08:25:00
CZ,Plzeňský kraj,473,2020-04-14T08:25:00
CZ,Olomoucký kraj,589,2020-04-14T08:25:00
CZ,Moravskoslezský kraj,690,2020-04-14T08:25:00
CZ,Středočeský kraj,728,2020-04-14T08:25:00
CZ,Hlavní město Praha,1447,2020-04-14T08:25:00
CZ,Nezjištěno,31,2020-04-14T17:30:00
CZ,Jihočeský kraj,155,2020-04-14T17:30:00
CZ,Kraj Vysočina,164,2020-04-14T17:30:00
CZ,Královéhradecký kraj,170,2020-04-14T17:30:00
CZ,Liberecký kraj,179,2020-04-14T17:30:00
CZ,Karlovarský kraj,208,2020-04-14T17:30:00
CZ,Pardubický kraj,227,2020-04-14T17:30:00
CZ,Zlínský kraj,260,2020-04-14T17:30:00
CZ,Jihomoravský kraj,353,2020-04-14T17:30:00
CZ,Ústecký kraj,387,2020-04-14T17:30:00
CZ,Plzeňský kraj,486,2020-04-14T17:30:00
CZ,Olomoucký kraj,589,2020-04-14T17:30:00
CZ,Moravskoslezský kraj,695,2020-04-14T17:30:00
CZ,Středočeský kraj,741,2020-04-14T17:30:00
CZ,Hlavní město Praha,1456,2020-04-14T17:30:00
CZ,Nezjištěno,32,2020-04-14T18:45:00
CZ,Jihočeský kraj,155,2020-04-14T18:45:00
CZ,Kraj Vysočina,164,2020-04-14T18:45:00
CZ,Královéhradecký kraj,170,2020-04-14T18:45:00
CZ,Liberecký kraj,179,2020-04-14T18:45:00
CZ,Karlovarský kraj,208,2020-04-14T18:45:00
CZ,Pardubický kraj,227,2020-04-14T18:45:00
CZ,Zlínský kraj,260,2020-04-14T18:45:00
CZ,Jihomoravský kraj,353,2020-04-14T18:45:00
CZ,Ústecký kraj,387,2020-04-14T18:45:00
CZ,Plzeňský kraj,487,2020-04-14T18:45:00
CZ,Olomoucký kraj,588,2020-04-14T18:45:00
CZ,Moravskoslezský kraj,702,2020-04-14T18:45:00
CZ,Středočeský kraj,740,2020-04-14T18:45:00
CZ,Hlavní město Praha,1459,2020-04-14T18:45:00
CZ,Nezjištěno,42,2020-04-15T00:30:00
CZ,Jihočeský kraj,156,2020-04-15T00:30:00
CZ,Kraj Vysočina,164,2020-04-15T00:30:00
CZ,Královéhradecký kraj,172,2020-04-15T00:30:00
CZ,Liberecký kraj,179,2020-04-15T00:30:00
CZ,Karlovarský kraj,209,2020-04-15T00:30:00
CZ,Pardubický kraj,227,2020-04-15T00:30:00
CZ,Zlínský kraj,261,2020-04-15T00:30:00
CZ,Jihomoravský kraj,352,2020-04-15T00:30:00
CZ,Ústecký kraj,390,2020-04-15T00:30:00
CZ,Plzeňský kraj,489,2020-04-15T00:30:00
CZ,Olomoucký kraj,588,2020-04-15T00:30:00
CZ,Moravskoslezský kraj,710,2020-04-15T00:30:00
CZ,Středočeský kraj,740,2020-04-15T00:30:00
CZ,Hlavní město Praha,1462,2020-04-15T00:30:00
CZ,Nezjištěno,43,2020-04-15T08:30:00
CZ,Jihočeský kraj,156,2020-04-15T08:30:00
CZ,Kraj Vysočina,164,2020-04-15T08:30:00
CZ,Královéhradecký kraj,172,2020-04-15T08:30:00
CZ,Liberecký kraj,184,2020-04-15T08:30:00
CZ,Karlovarský kraj,213,2020-04-15T08:30:00
CZ,Pardubický kraj,227,2020-04-15T08:30:00
CZ,Zlínský kraj,261,2020-04-15T08:30:00
CZ,Jihomoravský kraj,352,2020-04-15T08:30:00
CZ,Ústecký kraj,390,2020-04-15T08:30:00
CZ,Plzeňský kraj,489,2020-04-15T08:30:00
CZ,Olomoucký kraj,588,2020-04-15T08:30:00
CZ,Moravskoslezský kraj,710,2020-04-15T08:30:00
CZ,Středočeský kraj,741,2020-04-15T08:30:00
CZ,Hlavní město Praha,1461,2020-04-15T08:30:00
CZ,Nezjištěno,32,2020-04-15T17:25:00
CZ,Jihočeský kraj,156,2020-04-15T17:25:00
CZ,Kraj Vysočina,164,2020-04-15T17:25:00
CZ,Královéhradecký kraj,171,2020-04-15T17:25:00
CZ,Liberecký kraj,184,2020-04-15T17:25:00
CZ,Karlovarský kraj,217,2020-04-15T17:25:00
CZ,Pardubický kraj,229,2020-04-15T17:25:00
CZ,Zlínský kraj,263,2020-04-15T17:25:00
CZ,Jihomoravský kraj,358,2020-04-15T17:25:00
CZ,Ústecký kraj,399,2020-04-15T17:25:00
CZ,Plzeňský kraj,489,2020-04-15T17:25:00
CZ,Olomoucký kraj,594,2020-04-15T17:25:00
CZ,Moravskoslezský kraj,715,2020-04-15T17:25:00
CZ,Středočeský kraj,760,2020-04-15T17:25:00
CZ,Hlavní město Praha,1485,2020-04-15T17:25:00
CZ,Nezjištěno,39,2020-04-16T00:30:00
CZ,Jihočeský kraj,156,2020-04-16T00:30:00
CZ,Kraj Vysočina,164,2020-04-16T00:30:00
CZ,Královéhradecký kraj,172,2020-04-16T00:30:00
CZ,Liberecký kraj,186,2020-04-16T00:30:00
CZ,Karlovarský kraj,218,2020-04-16T00:30:00
CZ,Pardubický kraj,237,2020-04-16T00:30:00
CZ,Zlínský kraj,263,2020-04-16T00:30:00
CZ,Jihomoravský kraj,363,2020-04-16T00:30:00
CZ,Ústecký kraj,400,2020-04-16T00:30:00
CZ,Plzeňský kraj,504,2020-04-16T00:30:00
CZ,Olomoucký kraj,598,2020-04-16T00:30:00
CZ,Moravskoslezský kraj,738,2020-04-16T00:30:00
CZ,Středočeský kraj,771,2020-04-16T00:30:00
CZ,Hlavní město Praha,1492,2020-04-16T00:30:00
CZ,Nezjištěno,40,2020-04-16T08:25:00
CZ,Jihočeský kraj,156,2020-04-16T08:25:00
CZ,Kraj Vysočina,164,2020-04-16T08:25:00
CZ,Královéhradecký kraj,172,2020-04-16T08:25:00
CZ,Liberecký kraj,186,2020-04-16T08:25:00
CZ,Karlovarský kraj,218,2020-04-16T08:25:00
CZ,Pardubický kraj,237,2020-04-16T08:25:00
CZ,Zlínský kraj,263,2020-04-16T08:25:00
CZ,Jihomoravský kraj,363,2020-04-16T08:25:00
CZ,Ústecký kraj,400,2020-04-16T08:25:00
CZ,Plzeňský kraj,504,2020-04-16T08:25:00
CZ,Olomoucký kraj,598,2020-04-16T08:25:00
CZ,Moravskoslezský kraj,738,2020-04-16T08:25:00
CZ,Středočeský kraj,771,2020-04-16T08:25:00
CZ,Hlavní město Praha,1493,2020-04-16T08:25:00
CZ,Nezjištěno,36,2020-04-16T17:30:00
CZ,Jihočeský kraj,158,2020-04-16T17:30:00
CZ,Kraj Vysočina,162,2020-04-16T17:30:00
CZ,Královéhradecký kraj,172,2020-04-16T17:30:00
CZ,Liberecký kraj,186,2020-04-16T17:30:00
CZ,Karlovarský kraj,219,2020-04-16T17:30:00
CZ,Pardubický kraj,241,2020-04-16T17:30:00
CZ,Zlínský kraj,264,2020-04-16T17:30:00
CZ,Jihomoravský kraj,365,2020-04-16T17:30:00
CZ,Ústecký kraj,408,2020-04-16T17:30:00
CZ,Plzeňský kraj,504,2020-04-16T17:30:00
CZ,Olomoucký kraj,604,2020-04-16T17:30:00
CZ,Moravskoslezský kraj,742,2020-04-16T17:30:00
CZ,Středočeský kraj,782,2020-04-16T17:30:00
CZ,Hlavní město Praha,1516,2020-04-16T17:30:00
CZ,Nezjištěno,43,2020-04-17T00:30:00
CZ,Jihočeský kraj,158,2020-04-17T00:30:00
CZ,Kraj Vysočina,162,2020-04-17T00:30:00
CZ,Královéhradecký kraj,175,2020-04-17T00:30:00
CZ,Liberecký kraj,186,2020-04-17T00:30:00
CZ,Karlovarský kraj,223,2020-04-17T00:30:00
CZ,Pardubický kraj,245,2020-04-17T00:30:00
CZ,Zlínský kraj,265,2020-04-17T00:30:00
CZ,Jihomoravský kraj,374,2020-04-17T00:30:00
CZ,Ústecký kraj,408,2020-04-17T00:30:00
CZ,Plzeňský kraj,513,2020-04-17T00:30:00
CZ,Olomoucký kraj,604,2020-04-17T00:30:00
CZ,Moravskoslezský kraj,761,2020-04-17T00:30:00
CZ,Středočeský kraj,789,2020-04-17T00:30:00
CZ,Hlavní město Praha,1527,2020-04-17T00:30:00
CZ,Nezjištěno,43,2020-04-17T08:30:00
CZ,Jihočeský kraj,158,2020-04-17T08:30:00
CZ,Kraj Vysočina,162,2020-04-17T08:30:00
CZ,Královéhradecký kraj,175,2020-04-17T08:30:00
CZ,Liberecký kraj,186,2020-04-17T08:30:00
CZ,Karlovarský kraj,225,2020-04-17T08:30:00
CZ,Pardubický kraj,245,2020-04-17T08:30:00
CZ,Zlínský kraj,265,2020-04-17T08:30:00
CZ,Jihomoravský kraj,374,2020-04-17T08:30:00
CZ,Ústecký kraj,410,2020-04-17T08:30:00
CZ,Plzeňský kraj,513,2020-04-17T08:30:00
CZ,Olomoucký kraj,604,2020-04-17T08:30:00
CZ,Moravskoslezský kraj,761,2020-04-17T08:30:00
CZ,Středočeský kraj,788,2020-04-17T08:30:00
CZ,Hlavní město Praha,1528,2020-04-17T08:30:00
CZ,Nezjištěno,32,2020-04-17T17:25:00
CZ,Jihočeský kraj,159,2020-04-17T17:25:00
CZ,Kraj Vysočina,163,2020-04-17T17:25:00
CZ,Královéhradecký kraj,176,2020-04-17T17:25:00
CZ,Liberecký kraj,187,2020-04-17T17:25:00
CZ,Karlovarský kraj,227,2020-04-17T17:25:00
CZ,Pardubický kraj,246,2020-04-17T17:25:00
CZ,Zlínský kraj,267,2020-04-17T17:25:00
CZ,Jihomoravský kraj,383,2020-04-17T17:25:00
CZ,Ústecký kraj,419,2020-04-17T17:25:00
CZ,Plzeňský kraj,513,2020-04-17T17:25:00
CZ,Olomoucký kraj,610,2020-04-17T17:25:00
CZ,Moravskoslezský kraj,782,2020-04-17T17:25:00
CZ,Středočeský kraj,798,2020-04-17T17:25:00
CZ,Hlavní město Praha,1537,2020-04-17T17:25:00
CZ,Nezjištěno,34,2020-04-18T00:30:00
CZ,Jihočeský kraj,159,2020-04-18T00:30:00
CZ,Kraj Vysočina,163,2020-04-18T00:30:00
CZ,Královéhradecký kraj,176,2020-04-18T00:30:00
CZ,Liberecký kraj,187,2020-04-18T00:30:00
CZ,Karlovarský kraj,227,2020-04-18T00:30:00
CZ,Pardubický kraj,247,2020-04-18T00:30:00
CZ,Zlínský kraj,267,2020-04-18T00:30:00
CZ,Jihomoravský kraj,383,2020-04-18T00:30:00
CZ,Ústecký kraj,420,2020-04-18T00:30:00
CZ,Plzeňský kraj,529,2020-04-18T00:30:00
CZ,Olomoucký kraj,612,2020-04-18T00:30:00
CZ,Moravskoslezský kraj,799,2020-04-18T00:30:00
CZ,Středočeský kraj,801,2020-04-18T00:30:00
CZ,Hlavní město Praha,1545,2020-04-18T00:30:00
CZ,Nezjištěno,36,2020-04-18T08:25:00
CZ,Jihočeský kraj,160,2020-04-18T08:25:00
CZ,Kraj Vysočina,163,2020-04-18T08:25:00
CZ,Královéhradecký kraj,176,2020-04-18T08:25:00
CZ,Liberecký kraj,187,2020-04-18T08:25:00
CZ,Karlovarský kraj,227,2020-04-18T08:25:00
CZ,Pardubický kraj,247,2020-04-18T08:25:00
CZ,Zlínský kraj,268,2020-04-18T08:25:00
CZ,Jihomoravský kraj,383,2020-04-18T08:25:00
CZ,Ústecký kraj,420,2020-04-18T08:25:00
CZ,Plzeňský kraj,529,2020-04-18T08:25:00
CZ,Olomoucký kraj,612,2020-04-18T08:25:00
CZ,Moravskoslezský kraj,799,2020-04-18T08:25:00
CZ,Středočeský kraj,801,2020-04-18T08:25:00
CZ,Hlavní město Praha,1545,2020-04-18T08:25:00
CZ,Nezjištěno,36,2020-04-18T17:30:00
CZ,Jihočeský kraj,161,2020-04-18T17:30:00
CZ,Kraj Vysočina,163,2020-04-18T17:30:00
CZ,Královéhradecký kraj,176,2020-04-18T17:30:00
CZ,Liberecký kraj,187,2020-04-18T17:30:00
CZ,Karlovarský kraj,225,2020-04-18T17:30:00
CZ,Pardubický kraj,250,2020-04-18T17:30:00
CZ,Zlínský kraj,275,2020-04-18T17:30:00
CZ,Jihomoravský kraj,383,2020-04-18T17:30:00
CZ,Ústecký kraj,423,2020-04-18T17:30:00
CZ,Plzeňský kraj,530,2020-04-18T17:30:00
CZ,Olomoucký kraj,618,2020-04-18T17:30:00
CZ,Středočeský kraj,806,2020-04-18T17:30:00
CZ,Moravskoslezský kraj,806,2020-04-18T17:30:00
CZ,Hlavní město Praha,1567,2020-04-18T17:30:00
CZ,Nezjištěno,35,2020-04-19T00:30:00
CZ,Jihočeský kraj,161,2020-04-19T00:30:00
CZ,Kraj Vysočina,163,2020-04-19T00:30:00
CZ,Královéhradecký kraj,176,2020-04-19T00:30:00
CZ,Liberecký kraj,189,2020-04-19T00:30:00
CZ,Karlovarský kraj,237,2020-04-19T00:30:00
CZ,Pardubický kraj,250,2020-04-19T00:30:00
CZ,Zlínský kraj,276,2020-04-19T00:30:00
CZ,Jihomoravský kraj,386,2020-04-19T00:30:00
CZ,Ústecký kraj,424,2020-04-19T00:30:00
CZ,Plzeňský kraj,534,2020-04-19T00:30:00
CZ,Olomoucký kraj,619,2020-04-19T00:30:00
CZ,Středočeský kraj,812,2020-04-19T00:30:00
CZ,Moravskoslezský kraj,818,2020-04-19T00:30:00
CZ,Hlavní město Praha,1574,2020-04-19T00:30:00
CZ,Nezjištěno,35,2020-04-19T08:30:00
CZ,Jihočeský kraj,161,2020-04-19T08:30:00
CZ,Kraj Vysočina,163,2020-04-19T08:30:00
CZ,Královéhradecký kraj,176,2020-04-19T08:30:00
CZ,Liberecký kraj,191,2020-04-19T08:30:00
CZ,Karlovarský kraj,237,2020-04-19T08:30:00
CZ,Pardubický kraj,250,2020-04-19T08:30:00
CZ,Zlínský kraj,277,2020-04-19T08:30:00
CZ,Jihomoravský kraj,386,2020-04-19T08:30:00
CZ,Ústecký kraj,424,2020-04-19T08:30:00
CZ,Plzeňský kraj,534,2020-04-19T08:30:00
CZ,Olomoucký kraj,619,2020-04-19T08:30:00
CZ,Středočeský kraj,812,2020-04-19T08:30:00
CZ,Moravskoslezský kraj,818,2020-04-19T08:30:00
CZ,Hlavní město Praha,1574,2020-04-19T08:30:00
CZ,Nezjištěno,36,2020-04-19T17:25:00
CZ,Jihočeský kraj,162,2020-04-19T17:25:00
CZ,Kraj Vysočina,163,2020-04-19T17:25:00
CZ,Královéhradecký kraj,176,2020-04-19T17:25:00
CZ,Liberecký kraj,191,2020-04-19T17:25:00
CZ,Karlovarský kraj,240,2020-04-19T17:25:00
CZ,Pardubický kraj,249,2020-04-19T17:25:00
CZ,Zlínský kraj,281,2020-04-19T17:25:00
CZ,Jihomoravský kraj,389,2020-04-19T17:25:00
CZ,Ústecký kraj,426,2020-04-19T17:25:00
CZ,Plzeňský kraj,551,2020-04-19T17:25:00
CZ,Olomoucký kraj,620,2020-04-19T17:25:00
CZ,Středočeský kraj,815,2020-04-19T17:25:00
CZ,Moravskoslezský kraj,822,2020-04-19T17:25:00
CZ,Hlavní město Praha,1580,2020-04-19T17:25:00
CZ,Nezjištěno,41,2020-04-20T00:30:00
CZ,Jihočeský kraj,162,2020-04-20T00:30:00
CZ,Kraj Vysočina,163,2020-04-20T00:30:00
CZ,Královéhradecký kraj,176,2020-04-20T00:30:00
CZ,Liberecký kraj,191,2020-04-20T00:30:00
CZ,Karlovarský kraj,248,2020-04-20T00:30:00
CZ,Pardubický kraj,251,2020-04-20T00:30:00
CZ,Zlínský kraj,281,2020-04-20T00:30:00
CZ,Jihomoravský kraj,390,2020-04-20T00:30:00
CZ,Ústecký kraj,432,2020-04-20T00:30:00
CZ,Plzeňský kraj,559,2020-04-20T00:30:00
CZ,Olomoucký kraj,621,2020-04-20T00:30:00
CZ,Středočeský kraj,816,2020-04-20T00:30:00
CZ,Moravskoslezský kraj,824,2020-04-20T00:30:00
CZ,Hlavní město Praha,1591,2020-04-20T00:30:00
CZ,Nezjištěno,81,2020-04-20T08:25:00
CZ,Jihočeský kraj,162,2020-04-20T08:25:00
CZ,Kraj Vysočina,163,2020-04-20T08:25:00
CZ,Královéhradecký kraj,176,2020-04-20T08:25:00
CZ,Liberecký kraj,191,2020-04-20T08:25:00
CZ,Karlovarský kraj,248,2020-04-20T08:25:00
CZ,Pardubický kraj,251,2020-04-20T08:25:00
CZ,Zlínský kraj,281,2020-04-20T08:25:00
CZ,Jihomoravský kraj,390,2020-04-20T08:25:00
CZ,Ústecký kraj,433,2020-04-20T08:25:00
CZ,Plzeňský kraj,559,2020-04-20T08:25:00
CZ,Olomoucký kraj,621,2020-04-20T08:25:00
CZ,Středočeský kraj,816,2020-04-20T08:25:00
CZ,Moravskoslezský kraj,824,2020-04-20T08:25:00
CZ,Hlavní město Praha,1591,2020-04-20T08:25:00
CZ,Nezjištěno,67,2020-04-20T17:30:00
CZ,Jihočeský kraj,160,2020-04-20T17:30:00
CZ,Kraj Vysočina,164,2020-04-20T17:30:00
CZ,Královéhradecký kraj,178,2020-04-20T17:30:00
CZ,Liberecký kraj,191,2020-04-20T17:30:00
CZ,Karlovarský kraj,249,2020-04-20T17:30:00
CZ,Pardubický kraj,253,2020-04-20T17:30:00
CZ,Zlínský kraj,284,2020-04-20T17:30:00
CZ,Jihomoravský kraj,389,2020-04-20T17:30:00
CZ,Ústecký kraj,440,2020-04-20T17:30:00
CZ,Plzeňský kraj,561,2020-04-20T17:30:00
CZ,Olomoucký kraj,625,2020-04-20T17:30:00
CZ,Středočeský kraj,818,2020-04-20T17:30:00
CZ,Moravskoslezský kraj,838,2020-04-20T17:30:00
CZ,Hlavní město Praha,1621,2020-04-20T17:30:00
CZ,Nezjištěno,67,2020-04-21T00:30:00
CZ,Jihočeský kraj,161,2020-04-21T00:30:00
CZ,Kraj Vysočina,164,2020-04-21T00:30:00
CZ,Královéhradecký kraj,178,2020-04-21T00:30:00
CZ,Liberecký kraj,191,2020-04-21T00:30:00
CZ,Pardubický kraj,253,2020-04-21T00:30:00
CZ,Karlovarský kraj,255,2020-04-21T00:30:00
CZ,Zlínský kraj,285,2020-04-21T00:30:00
CZ,Jihomoravský kraj,393,2020-04-21T00:30:00
CZ,Ústecký kraj,452,2020-04-21T00:30:00
CZ,Plzeňský kraj,562,2020-04-21T00:30:00
CZ,Olomoucký kraj,631,2020-04-21T00:30:00
CZ,Středočeský kraj,826,2020-04-21T00:30:00
CZ,Moravskoslezský kraj,848,2020-04-21T00:30:00
CZ,Hlavní město Praha,1634,2020-04-21T00:30:00
CZ,Nezjištěno,67,2020-04-21T08:30:00
CZ,Jihočeský kraj,161,2020-04-21T08:30:00
CZ,Kraj Vysočina,164,2020-04-21T08:30:00
CZ,Královéhradecký kraj,178,2020-04-21T08:30:00
CZ,Liberecký kraj,191,2020-04-21T08:30:00
CZ,Pardubický kraj,253,2020-04-21T08:30:00
CZ,Karlovarský kraj,261,2020-04-21T08:30:00
CZ,Zlínský kraj,285,2020-04-21T08:30:00
CZ,Jihomoravský kraj,394,2020-04-21T08:30:00
CZ,Ústecký kraj,452,2020-04-21T08:30:00
CZ,Plzeňský kraj,562,2020-04-21T08:30:00
CZ,Olomoucký kraj,636,2020-04-21T08:30:00
CZ,Středočeský kraj,826,2020-04-21T08:30:00
CZ,Moravskoslezský kraj,850,2020-04-21T08:30:00
CZ,Hlavní město Praha,1634,2020-04-21T08:30:00
CZ,Nezjištěno,55,2020-04-21T17:25:00
CZ,Jihočeský kraj,162,2020-04-21T17:25:00
CZ,Kraj Vysočina,166,2020-04-21T17:25:00
CZ,Královéhradecký kraj,179,2020-04-21T17:25:00
CZ,Liberecký kraj,191,2020-04-21T17:25:00
CZ,Pardubický kraj,254,2020-04-21T17:25:00
CZ,Karlovarský kraj,263,2020-04-21T17:25:00
CZ,Zlínský kraj,290,2020-04-21T17:25:00
CZ,Jihomoravský kraj,397,2020-04-21T17:25:00
CZ,Ústecký kraj,455,2020-04-21T17:25:00
CZ,Plzeňský kraj,564,2020-04-21T17:25:00
CZ,Olomoucký kraj,643,2020-04-21T17:25:00
CZ,Středočeský kraj,831,2020-04-21T17:25:00
CZ,Moravskoslezský kraj,863,2020-04-21T17:25:00
CZ,Hlavní město Praha,1648,2020-04-21T17:25:00
