wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,gdp,gdp_per_capita,human_capital_index,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,open_street_maps,latitude,longitude,elevation,area,rural_area,urban_area,noaa_station,noaa_distance,average_temperature,minimum_temperature,maximum_temperature,rainfall,snowfall,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,stringency_index,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds,nurses,physicians,health_expenditure,out_of_pocket_health_expenditure,population,population_male,population_female,rural_population,urban_population,largest_city_population,clustered_population,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_89,population_age_90_99,new_hospitalized,total_hospitalized,current_hospitalized,new_intensive_care,total_intensive_care,current_intensive_care,new_ventilator,total_ventilator,current_ventilator
Q5334,,RU,Russia,SAR,Saratov Oblast,,,RU,RUS,1,2020-03-19,1,,,,1,,,,,,,,,,,,,72193,51.783333,46.733333,,100830,,,34171099999,39.506987,6.1555556,-2.1222222,12.372222,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462950,1052780,1288734,,,,,,,270753,236450,237214,392701,314781,319459,333794,138506,78285,19571,,,,,,,,,
Q5334,,RU,Russia,SAR,Saratov Oblast,,,RU,RUS,1,2020-03-28,1,,,,2,,,,,,,,,,,,,72193,51.783333,46.733333,,100830,,,34171099999,39.506987,6.0166667,-0.47777778,12.616667,0,15.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462950,1052780,1288734,,,,,,,270753,236450,237214,392701,314781,319459,333794,138506,78285,19571,,,,,,,,,
Q5334,,RU,Russia,SAR,Saratov Oblast,,,RU,RUS,1,2020-03-30,2,,,,4,,,,,,,,,,,,,72193,51.783333,46.733333,,100830,,,34171099999,39.506987,9.5611111,1.3555556,17.344444,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462950,1052780,1288734,,,,,,,270753,236450,237214,392701,314781,319459,333794,138506,78285,19571,,,,,,,,,
Q5334,,RU,Russia,SAR,Saratov Oblast,,,RU,RUS,1,2020-04-01,11,,,,15,,,,,,,,,,,,,72193,51.783333,46.733333,,100830,,,34171099999,39.506987,-0.54861111,-4.4236111,3.4444444,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462950,1052780,1288734,,,,,,,270753,236450,237214,392701,314781,319459,333794,138506,78285,19571,,,,,,,,,
Q5334,,RU,Russia,SAR,Saratov Oblast,,,RU,RUS,1,2020-04-03,4,,,,19,,,,,,,,,,,,,72193,51.783333,46.733333,,100830,,,34171099999,39.506987,5.3333333,-2.2361111,12.666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462950,1052780,1288734,,,,,,,270753,236450,237214,392701,314781,319459,333794,138506,78285,19571,,,,,,,,,
Q5334,,RU,Russia,SAR,Saratov Oblast,,,RU,RUS,1,2020-04-07,6,,,,25,,,,,,,,,,,,,72193,51.783333,46.733333,,100830,,,34171099999,39.506987,1.5625,-3.9097222,7.0555556,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462950,1052780,1288734,,,,,,,270753,236450,237214,392701,314781,319459,333794,138506,78285,19571,,,,,,,,,
Q5334,,RU,Russia,SAR,Saratov Oblast,,,RU,RUS,1,2020-04-08,1,,,,26,,,,,,,,,,,,,72193,51.783333,46.733333,,100830,,,34171099999,39.506987,8.3402778,-2.8402778,16.597222,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462950,1052780,1288734,,,,,,,270753,236450,237214,392701,314781,319459,333794,138506,78285,19571,,,,,,,,,
Q5334,,RU,Russia,SAR,Saratov Oblast,,,RU,RUS,1,2020-04-09,4,,,,30,,,,,,,,,,,,,72193,51.783333,46.733333,,100830,,,34171099999,39.506987,10.583333,3.1111111,17.798611,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462950,1052780,1288734,,,,,,,270753,236450,237214,392701,314781,319459,333794,138506,78285,19571,,,,,,,,,
Q5334,,RU,Russia,SAR,Saratov Oblast,,,RU,RUS,1,2020-04-10,4,,,,34,,,,,,,,,,,,,72193,51.783333,46.733333,,100830,,,34171099999,39.506987,9.9027778,4.4652778,15.034722,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462950,1052780,1288734,,,,,,,270753,236450,237214,392701,314781,319459,333794,138506,78285,19571,,,,,,,,,
Q5334,,RU,Russia,SAR,Saratov Oblast,,,RU,RUS,1,2020-04-11,1,,,,35,,,,,,,,,,,,,72193,51.783333,46.733333,,100830,,,34171099999,39.506987,6.7361111,1.5277778,12.333333,3.8462857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462950,1052780,1288734,,,,,,,270753,236450,237214,392701,314781,319459,333794,138506,78285,19571,,,,,,,,,
