Key,Date,CountryCode,CountryName,RegionCode,RegionName,aggregation_level,Confirmed,Deaths,Population,Latitude,Longitude
JP_13,2020-03-20,JP,Japan,13,Tokyo,1,126,3,13942856,35.689722,139.692222
JP_14,2020-03-20,JP,Japan,14,Kanagawa,1,66,1,9200166,35.447508,139.642344
JP_15,2020-03-20,JP,Japan,15,Niigata,1,25,,2222004,37.616667,138.866667
JP_17,2020-03-20,JP,Japan,17,Ishikawa,1,8,,1137181,36.633333,136.65
JP_23,2020-03-20,JP,Japan,23,Aichi,1,137,2,7549594,35.180167,136.906667
JP_26,2020-03-20,JP,Japan,26,Kyoto,1,21,1,2583140,35.021667,135.755611
JP_27,2020-03-20,JP,Japan,27,Osaka,1,123,,8823453,34.686389,135.52
JP_28,2020-03-20,JP,Japan,28,Hyōgo,1,101,,5463609,34.690817,135.183078
JP_30,2020-03-20,JP,Japan,30,Wakayama,1,17,,923721,34.226028,135.1675
JP_34,2020-03-20,JP,Japan,34,Hiroshima,1,2,,2811410,34.396472,132.45975
JP_44,2020-03-20,JP,Japan,44,Ōita,1,8,,1134431,33.238186,131.612606
JP_01,2020-03-21,JP,Japan,01,Hokkaido,1,158,1,5273681,43,142
JP_09,2020-03-21,JP,Japan,09,Tochigi,1,4,,1942312,36.516667,139.816667
JP_11,2020-03-21,JP,Japan,11,Saitama,1,44,,7337330,35.95,139.55
JP_12,2020-03-21,JP,Japan,12,Chiba,1,40,2,6279026,35.605,140.123333
JP_13,2020-03-21,JP,Japan,13,Tokyo,1,133,3,13942856,35.689722,139.692222
JP_14,2020-03-21,JP,Japan,14,Kanagawa,1,69,1,9200166,35.447508,139.642344
JP_15,2020-03-21,JP,Japan,15,Niigata,1,27,,2222004,37.616667,138.866667
JP_23,2020-03-21,JP,Japan,23,Aichi,1,139,2,7549594,35.180167,136.906667
JP_26,2020-03-21,JP,Japan,26,Kyoto,1,22,1,2583140,35.021667,135.755611
JP_27,2020-03-21,JP,Japan,27,Osaka,1,125,,8823453,34.686389,135.52
JP_28,2020-03-21,JP,Japan,28,Hyōgo,1,107,,5463609,34.690817,135.183078
JP_34,2020-03-21,JP,Japan,34,Hiroshima,1,3,,2811410,34.396472,132.45975
JP_44,2020-03-21,JP,Japan,44,Ōita,1,13,,1134431,33.238186,131.612606
JP_01,2020-03-22,JP,Japan,01,Hokkaido,1,161,1,5273681,43,142
JP_08,2020-03-22,JP,Japan,08,Ibaraki,1,4,,2868041,36.3,140.316667
JP_11,2020-03-22,JP,Japan,11,Saitama,1,50,,7337330,35.95,139.55
JP_12,2020-03-22,JP,Japan,12,Chiba,1,43,2,6279026,35.605,140.123333
JP_13,2020-03-22,JP,Japan,13,Tokyo,1,135,3,13942856,35.689722,139.692222
JP_14,2020-03-22,JP,Japan,14,Kanagawa,1,74,1,9200166,35.447508,139.642344
JP_21,2020-03-22,JP,Japan,21,Gifu,1,5,,1991390,35.483333,136.9
JP_23,2020-03-22,JP,Japan,23,Aichi,1,141,2,7549594,35.180167,136.906667
JP_26,2020-03-22,JP,Japan,26,Kyoto,1,23,1,2583140,35.021667,135.755611
JP_27,2020-03-22,JP,Japan,27,Osaka,1,131,,8823453,34.686389,135.52
JP_28,2020-03-22,JP,Japan,28,Hyōgo,1,111,,5463609,34.690817,135.183078
JP_29,2020-03-22,JP,Japan,29,Nara,1,6,,1331330,34.685194,135.832944
JP_33,2020-03-22,JP,Japan,33,Okayama,1,1,,1891346,34.66175,133.934722
JP_35,2020-03-22,JP,Japan,35,Yamaguchi,1,4,,1355495,34.186111,131.4705
JP_44,2020-03-22,JP,Japan,44,Ōita,1,21,,1134431,33.238186,131.612606
JP_02,2020-03-23,JP,Japan,02,Aomori,1,2,,1249314,40.824667,140.740639
JP_08,2020-03-23,JP,Japan,08,Ibaraki,1,5,,2868041,36.3,140.316667
JP_11,2020-03-23,JP,Japan,11,Saitama,1,51,,7337330,35.95,139.55
JP_12,2020-03-23,JP,Japan,12,Chiba,1,44,2,6279026,35.605,140.123333
JP_13,2020-03-23,JP,Japan,13,Tokyo,1,151,3,13942856,35.689722,139.692222
JP_14,2020-03-23,JP,Japan,14,Kanagawa,1,75,1,9200166,35.447508,139.642344
JP_21,2020-03-23,JP,Japan,21,Gifu,1,8,,1991390,35.483333,136.9
JP_23,2020-03-23,JP,Japan,23,Aichi,1,143,2,7549594,35.180167,136.906667
JP_25,2020-03-23,JP,Japan,25,Shiga,1,5,,1413959,35.004361,135.8685
JP_26,2020-03-23,JP,Japan,26,Kyoto,1,24,1,2583140,35.021667,135.755611
JP_27,2020-03-23,JP,Japan,27,Osaka,1,134,,8823453,34.686389,135.52
JP_28,2020-03-23,JP,Japan,28,Hyōgo,1,113,,5463609,34.690817,135.183078
JP_40,2020-03-23,JP,Japan,40,Fukuoka,1,6,,5110113,33.6,130.583333
JP_44,2020-03-23,JP,Japan,44,Ōita,1,22,,1134431,33.238186,131.612606
JP_47,2020-03-23,JP,Japan,47.0,Okinawa,1,4,,1457162,26.5,127.933333
JP_01,2020-03-24,JP,Japan,01,Hokkaido,1,162,1,5273681,43,142
JP_08,2020-03-24,JP,Japan,08,Ibaraki,1,10,,2868041,36.3,140.316667
JP_09,2020-03-24,JP,Japan,09,Tochigi,1,6,,1942312,36.516667,139.816667
JP_10,2020-03-24,JP,Japan,10,Gunma,1,13,,1937626,36.366667,139.116667
JP_11,2020-03-24,JP,Japan,11,Saitama,1,58,,7337330,35.95,139.55
JP_12,2020-03-24,JP,Japan,12,Chiba,1,49,2,6279026,35.605,140.123333
JP_13,2020-03-24,JP,Japan,13,Tokyo,1,168,3,13942856,35.689722,139.692222
JP_14,2020-03-24,JP,Japan,14,Kanagawa,1,81,1,9200166,35.447508,139.642344
JP_15,2020-03-24,JP,Japan,15,Niigata,1,28,,2222004,37.616667,138.866667
JP_19,2020-03-24,JP,Japan,19,Yamanashi,1,4,,812056,35.616667,138.616667
JP_20,2020-03-24,JP,Japan,20,Nagano,1,5,,2049653,36.25,138.1
JP_21,2020-03-24,JP,Japan,21,Gifu,1,11,,1991390,35.483333,136.9
JP_23,2020-03-24,JP,Japan,23,Aichi,1,146,2,7549594,35.180167,136.906667
JP_26,2020-03-24,JP,Japan,26,Kyoto,1,26,1,2583140,35.021667,135.755611
JP_27,2020-03-24,JP,Japan,27,Osaka,1,142,,8823453,34.686389,135.52
JP_28,2020-03-24,JP,Japan,28,Hyōgo,1,118,,5463609,34.690817,135.183078
JP_40,2020-03-24,JP,Japan,40,Fukuoka,1,9,,5110113,33.6,130.583333
JP_44,2020-03-24,JP,Japan,44,Ōita,1,23,,1134431,33.238186,131.612606
JP_47,2020-03-24,JP,Japan,47.0,Okinawa,1,5,,1457162,26.5,127.933333
JP_01,2020-03-25,JP,Japan,01,Hokkaido,1,166,1,5273681,43,142
JP_02,2020-03-25,JP,Japan,02,Aomori,1,6,,1249314,40.824667,140.740639
JP_09,2020-03-25,JP,Japan,09,Tochigi,1,10,,1942312,36.516667,139.816667
JP_10,2020-03-25,JP,Japan,10,Gunma,1,14,,1937626,36.366667,139.116667
JP_11,2020-03-25,JP,Japan,11,Saitama,1,59,,7337330,35.95,139.55
JP_12,2020-03-25,JP,Japan,12,Chiba,1,53,2,6279026,35.605,140.123333
JP_13,2020-03-25,JP,Japan,13,Tokyo,1,209,3,13942856,35.689722,139.692222
JP_14,2020-03-25,JP,Japan,14,Kanagawa,1,85,1,9200166,35.447508,139.642344
JP_15,2020-03-25,JP,Japan,15,Niigata,1,29,,2222004,37.616667,138.866667
JP_18,2020-03-25,JP,Japan,18,Fukui,1,3,,767742,35.983333,136.183333
JP_21,2020-03-25,JP,Japan,21,Gifu,1,12,,1991390,35.483333,136.9
JP_23,2020-03-25,JP,Japan,23,Aichi,1,152,2,7549594,35.180167,136.906667
JP_26,2020-03-25,JP,Japan,26,Kyoto,1,30,1,2583140,35.021667,135.755611
JP_27,2020-03-25,JP,Japan,27,Osaka,1,149,,8823453,34.686389,135.52
JP_28,2020-03-25,JP,Japan,28,Hyōgo,1,119,,5463609,34.690817,135.183078
JP_35,2020-03-25,JP,Japan,35,Yamaguchi,1,5,,1355495,34.186111,131.4705
JP_42,2020-03-25,JP,Japan,42,Nagasaki,1,2,,1325205,32.966667,129.8
JP_43,2020-03-25,JP,Japan,43,Kumamoto,1,8,,1746740,32.716667,130.666667
JP_44,2020-03-25,JP,Japan,44,Ōita,1,25,,1134431,33.238186,131.612606
JP_01,2020-03-26,JP,Japan,01,Hokkaido,1,167,1,5273681,43,142
JP_04,2020-03-26,JP,Japan,04,Miyagi,1,2,,2303160,38.35,140.966667
JP_09,2020-03-26,JP,Japan,09,Tochigi,1,11,,1942312,36.516667,139.816667
JP_11,2020-03-26,JP,Japan,11,Saitama,1,66,,7337330,35.95,139.55
JP_12,2020-03-26,JP,Japan,12,Chiba,1,59,2,6279026,35.605,140.123333
JP_13,2020-03-26,JP,Japan,13,Tokyo,1,256,3,13942856,35.689722,139.692222
JP_14,2020-03-26,JP,Japan,14,Kanagawa,1,91,1,9200166,35.447508,139.642344
JP_18,2020-03-26,JP,Japan,18,Fukui,1,6,,767742,35.983333,136.183333
JP_21,2020-03-26,JP,Japan,21,Gifu,1,15,,1991390,35.483333,136.9
JP_23,2020-03-26,JP,Japan,23,Aichi,1,155,2,7549594,35.180167,136.906667
JP_25,2020-03-26,JP,Japan,25,Shiga,1,6,,1413959,35.004361,135.8685
JP_26,2020-03-26,JP,Japan,26,Kyoto,1,33,1,2583140,35.021667,135.755611
JP_27,2020-03-26,JP,Japan,27,Osaka,1,156,,8823453,34.686389,135.52
JP_28,2020-03-26,JP,Japan,28,Hyōgo,1,120,,5463609,34.690817,135.183078
JP_34,2020-03-26,JP,Japan,34,Hiroshima,1,4,,2811410,34.396472,132.45975
JP_35,2020-03-26,JP,Japan,35,Yamaguchi,1,6,,1355495,34.186111,131.4705
JP_40,2020-03-26,JP,Japan,40,Fukuoka,1,12,,5110113,33.6,130.583333
JP_46,2020-03-26,JP,Japan,46,Kagoshima,1,1,,1601711,31.4,130.516667
JP_47,2020-03-26,JP,Japan,47.0,Okinawa,1,6,,1457162,26.5,127.933333
JP_01,2020-03-27,JP,Japan,01,Hokkaido,1,168,1,5273681,43,142
JP_05,2020-03-27,JP,Japan,05,Akita,1,2,,965927,39.718611,140.1025
JP_08,2020-03-27,JP,Japan,08,Ibaraki,1,13,,2868041,36.3,140.316667
JP_11,2020-03-27,JP,Japan,11,Saitama,1,72,,7337330,35.95,139.55
JP_12,2020-03-27,JP,Japan,12,Chiba,1,64,2,6279026,35.605,140.123333
JP_13,2020-03-27,JP,Japan,13,Tokyo,1,296,3,13942856,35.689722,139.692222
JP_14,2020-03-27,JP,Japan,14,Kanagawa,1,102,1,9200166,35.447508,139.642344
JP_15,2020-03-27,JP,Japan,15,Niigata,1,30,,2222004,37.616667,138.866667
JP_18,2020-03-27,JP,Japan,18,Fukui,1,9,,767742,35.983333,136.183333
JP_20,2020-03-27,JP,Japan,20,Nagano,1,6,,2049653,36.25,138.1
JP_21,2020-03-27,JP,Japan,21,Gifu,1,17,,1991390,35.483333,136.9
JP_23,2020-03-27,JP,Japan,23,Aichi,1,158,2,7549594,35.180167,136.906667
JP_26,2020-03-27,JP,Japan,26,Kyoto,1,34,1,2583140,35.021667,135.755611
JP_27,2020-03-27,JP,Japan,27,Osaka,1,176,,8823453,34.686389,135.52
JP_28,2020-03-27,JP,Japan,28,Hyōgo,1,123,,5463609,34.690817,135.183078
JP_33,2020-03-27,JP,Japan,33,Okayama,1,2,,1891346,34.66175,133.934722
JP_38,2020-03-27,JP,Japan,38,Ehime,1,3,,1338811,33.841611,132.765667
JP_39,2020-03-27,JP,Japan,39,Kōchi,1,13,,697674,33.559694,133.531028
JP_40,2020-03-27,JP,Japan,40,Fukuoka,1,16,,5110113,33.6,130.583333
JP_43,2020-03-27,JP,Japan,43,Kumamoto,1,10,,1746740,32.716667,130.666667
JP_44,2020-03-27,JP,Japan,44,Ōita,1,27,,1134431,33.238186,131.612606
JP_01,2020-03-28,JP,Japan,01,Hokkaido,1,171,1,5273681,43,142
JP_02,2020-03-28,JP,Japan,02,Aomori,1,7,,1249314,40.824667,140.740639
JP_08,2020-03-28,JP,Japan,08,Ibaraki,1,16,,2868041,36.3,140.316667
JP_10,2020-03-28,JP,Japan,10,Gunma,1,18,,1937626,36.366667,139.116667
JP_11,2020-03-28,JP,Japan,11,Saitama,1,78,,7337330,35.95,139.55
JP_12,2020-03-28,JP,Japan,12,Chiba,1,126,2,6279026,35.605,140.123333
JP_13,2020-03-28,JP,Japan,13,Tokyo,1,359,3,13942856,35.689722,139.692222
JP_14,2020-03-28,JP,Japan,14,Kanagawa,1,114,1,9200166,35.447508,139.642344
JP_15,2020-03-28,JP,Japan,15,Niigata,1,31,,2222004,37.616667,138.866667
JP_17,2020-03-28,JP,Japan,17,Ishikawa,1,9,,1137181,36.633333,136.65
JP_18,2020-03-28,JP,Japan,18,Fukui,1,12,,767742,35.983333,136.183333
JP_21,2020-03-28,JP,Japan,21,Gifu,1,19,,1991390,35.483333,136.9
JP_22,2020-03-28,JP,Japan,22,Shizuoka,1,4,,3639226,34.916389,138.316389
JP_23,2020-03-28,JP,Japan,23,Aichi,1,162,2,7549594,35.180167,136.906667
JP_26,2020-03-28,JP,Japan,26,Kyoto,1,39,1,2583140,35.021667,135.755611
JP_27,2020-03-28,JP,Japan,27,Osaka,1,191,,8823453,34.686389,135.52
JP_28,2020-03-28,JP,Japan,28,Hyōgo,1,126,,5463609,34.690817,135.183078
JP_29,2020-03-28,JP,Japan,29,Nara,1,8,,1331330,34.685194,135.832944
JP_33,2020-03-28,JP,Japan,33,Okayama,1,3,,1891346,34.66175,133.934722
JP_40,2020-03-28,JP,Japan,40,Fukuoka,1,22,,5110113,33.6,130.583333
JP_43,2020-03-28,JP,Japan,43,Kumamoto,1,11,,1746740,32.716667,130.666667
JP_47,2020-03-28,JP,Japan,47.0,Okinawa,1,8,,1457162,26.5,127.933333
JP_01,2020-03-29,JP,Japan,01,Hokkaido,1,175,1,5273681,43,142
JP_04,2020-03-29,JP,Japan,04,Miyagi,1,4,,2303160,38.35,140.966667
JP_09,2020-03-29,JP,Japan,09,Tochigi,1,12,,1942312,36.516667,139.816667
JP_11,2020-03-29,JP,Japan,11,Saitama,1,83,,7337330,35.95,139.55
JP_12,2020-03-29,JP,Japan,12,Chiba,1,159,2,6279026,35.605,140.123333
JP_13,2020-03-29,JP,Japan,13,Tokyo,1,427,3,13942856,35.689722,139.692222
JP_14,2020-03-29,JP,Japan,14,Kanagawa,1,123,1,9200166,35.447508,139.642344
JP_18,2020-03-29,JP,Japan,18,Fukui,1,13,,767742,35.983333,136.183333
JP_20,2020-03-29,JP,Japan,20,Nagano,1,8,,2049653,36.25,138.1
JP_21,2020-03-29,JP,Japan,21,Gifu,1,20,,1991390,35.483333,136.9
JP_23,2020-03-29,JP,Japan,23,Aichi,1,165,2,7549594,35.180167,136.906667
JP_26,2020-03-29,JP,Japan,26,Kyoto,1,46,1,2583140,35.021667,135.755611
JP_27,2020-03-29,JP,Japan,27,Osaka,1,208,,8823453,34.686389,135.52
JP_28,2020-03-29,JP,Japan,28,Hyōgo,1,133,,5463609,34.690817,135.183078
JP_34,2020-03-29,JP,Japan,34,Hiroshima,1,6,,2811410,34.396472,132.45975
JP_39,2020-03-29,JP,Japan,39,Kōchi,1,14,,697674,33.559694,133.531028
JP_40,2020-03-29,JP,Japan,40,Fukuoka,1,26,,5110113,33.6,130.583333
JP_43,2020-03-29,JP,Japan,43,Kumamoto,1,12,,1746740,32.716667,130.666667
JP_44,2020-03-29,JP,Japan,44,Ōita,1,28,,1134431,33.238186,131.612606
JP_01,2020-03-30,JP,Japan,01,Hokkaido,1,176,1,5273681,43,142
JP_02,2020-03-30,JP,Japan,02,Aomori,1,8,,1249314,40.824667,140.740639
JP_04,2020-03-30,JP,Japan,04,Miyagi,1,6,,2303160,38.35,140.966667
JP_05,2020-03-30,JP,Japan,05,Akita,1,3,,965927,39.718611,140.1025
JP_08,2020-03-30,JP,Japan,08,Ibaraki,1,20,,2868041,36.3,140.316667
JP_11,2020-03-30,JP,Japan,11,Saitama,1,84,,7337330,35.95,139.55
JP_13,2020-03-30,JP,Japan,13,Tokyo,1,440,3,13942856,35.689722,139.692222
JP_14,2020-03-30,JP,Japan,14,Kanagawa,1,126,1,9200166,35.447508,139.642344
JP_16,2020-03-30,JP,Japan,16,Toyama,1,1,,1042998,36.716667,137.15
JP_17,2020-03-30,JP,Japan,17,Ishikawa,1,11,,1137181,36.633333,136.65
JP_18,2020-03-30,JP,Japan,18,Fukui,1,15,,767742,35.983333,136.183333
JP_19,2020-03-30,JP,Japan,19,Yamanashi,1,5,,812056,35.616667,138.616667
JP_21,2020-03-30,JP,Japan,21,Gifu,1,22,,1991390,35.483333,136.9
JP_22,2020-03-30,JP,Japan,22,Shizuoka,1,8,,3639226,34.916389,138.316389
JP_23,2020-03-30,JP,Japan,23,Aichi,1,168,2,7549594,35.180167,136.906667
JP_24,2020-03-30,JP,Japan,24,Mie,1,10,1,1781948,34.73025,136.508667
JP_26,2020-03-30,JP,Japan,26,Kyoto,1,55,1,2583140,35.021667,135.755611
JP_27,2020-03-30,JP,Japan,27,Osaka,1,216,,8823453,34.686389,135.52
JP_28,2020-03-30,JP,Japan,28,Hyōgo,1,137,,5463609,34.690817,135.183078
JP_30,2020-03-30,JP,Japan,30,Wakayama,1,18,,923721,34.226028,135.1675
JP_33,2020-03-30,JP,Japan,33,Okayama,1,4,,1891346,34.66175,133.934722
JP_36,2020-03-30,JP,Japan,36,Tokushima,1,3,,728633,34.06575,134.559278
JP_37,2020-03-30,JP,Japan,37,Kagawa,1,2,,956069,34.34011,134.04328
JP_39,2020-03-30,JP,Japan,39,Kōchi,1,15,,697674,33.559694,133.531028
JP_40,2020-03-30,JP,Japan,40,Fukuoka,1,29,,5110113,33.6,130.583333
JP_43,2020-03-30,JP,Japan,43,Kumamoto,1,14,,1746740,32.716667,130.666667
JP_47,2020-03-30,JP,Japan,47.0,Okinawa,1,9,,1457162,26.5,127.933333
JP_04,2020-03-31,JP,Japan,04,Miyagi,1,7,,2303160,38.35,140.966667
JP_05,2020-03-31,JP,Japan,05,Akita,1,4,,965927,39.718611,140.1025
JP_06,2020-03-31,JP,Japan,06,Yamagata,1,1,,1077057,38.433333,140.133333
JP_07,2020-03-31,JP,Japan,07,Fukushima,1,4,,1844173,37.4,140.466667
JP_08,2020-03-31,JP,Japan,08,Ibaraki,1,24,,2868041,36.3,140.316667
JP_09,2020-03-31,JP,Japan,09,Tochigi,1,14,,1942312,36.516667,139.816667
JP_10,2020-03-31,JP,Japan,10,Gunma,1,19,,1937626,36.366667,139.116667
JP_11,2020-03-31,JP,Japan,11,Saitama,1,99,,7337330,35.95,139.55
JP_12,2020-03-31,JP,Japan,12,Chiba,1,172,2,6279026,35.605,140.123333
JP_13,2020-03-31,JP,Japan,13,Tokyo,1,518,3,13942856,35.689722,139.692222
JP_14,2020-03-31,JP,Japan,14,Kanagawa,1,140,1,9200166,35.447508,139.642344
JP_16,2020-03-31,JP,Japan,16,Toyama,1,2,,1042998,36.716667,137.15
JP_17,2020-03-31,JP,Japan,17,Ishikawa,1,13,,1137181,36.633333,136.65
JP_18,2020-03-31,JP,Japan,18,Fukui,1,20,,767742,35.983333,136.183333
JP_19,2020-03-31,JP,Japan,19,Yamanashi,1,6,,812056,35.616667,138.616667
JP_21,2020-03-31,JP,Japan,21,Gifu,1,26,,1991390,35.483333,136.9
JP_22,2020-03-31,JP,Japan,22,Shizuoka,1,11,,3639226,34.916389,138.316389
JP_23,2020-03-31,JP,Japan,23,Aichi,1,176,2,7549594,35.180167,136.906667
JP_25,2020-03-31,JP,Japan,25,Shiga,1,7,,1413959,35.004361,135.8685
JP_26,2020-03-31,JP,Japan,26,Kyoto,1,68,1,2583140,35.021667,135.755611
JP_27,2020-03-31,JP,Japan,27,Osaka,1,244,,8823453,34.686389,135.52
JP_28,2020-03-31,JP,Japan,28,Hyōgo,1,148,,5463609,34.690817,135.183078
JP_38,2020-03-31,JP,Japan,38,Ehime,1,8,,1338811,33.841611,132.765667
JP_39,2020-03-31,JP,Japan,39,Kōchi,1,17,,697674,33.559694,133.531028
JP_40,2020-03-31,JP,Japan,40,Fukuoka,1,46,,5110113,33.6,130.583333
JP_41,2020-03-31,JP,Japan,41,Saga,1,2,,814211,33.283333,130.166667
JP_44,2020-03-31,JP,Japan,44,Ōita,1,29,,1134431,33.238186,131.612606
JP_01,2020-04-01,JP,Japan,01,Hokkaido,1,181,1,5273681,43,142
JP_04,2020-04-01,JP,Japan,04,Miyagi,1,11,,2303160,38.35,140.966667
JP_05,2020-04-01,JP,Japan,05,Akita,1,5,,965927,39.718611,140.1025
JP_06,2020-04-01,JP,Japan,06,Yamagata,1,2,,1077057,38.433333,140.133333
JP_07,2020-04-01,JP,Japan,07,Fukushima,1,6,,1844173,37.4,140.466667
JP_08,2020-04-01,JP,Japan,08,Ibaraki,1,42,,2868041,36.3,140.316667
JP_09,2020-04-01,JP,Japan,09,Tochigi,1,17,,1942312,36.516667,139.816667
JP_10,2020-04-01,JP,Japan,10,Gunma,1,20,,1937626,36.366667,139.116667
JP_11,2020-04-01,JP,Japan,11,Saitama,1,103,,7337330,35.95,139.55
JP_12,2020-04-01,JP,Japan,12,Chiba,1,186,2,6279026,35.605,140.123333
JP_13,2020-04-01,JP,Japan,13,Tokyo,1,584,3,13942856,35.689722,139.692222
JP_14,2020-04-01,JP,Japan,14,Kanagawa,1,159,1,9200166,35.447508,139.642344
JP_15,2020-04-01,JP,Japan,15,Niigata,1,32,,2222004,37.616667,138.866667
JP_16,2020-04-01,JP,Japan,16,Toyama,1,5,,1042998,36.716667,137.15
JP_17,2020-04-01,JP,Japan,17,Ishikawa,1,15,,1137181,36.633333,136.65
JP_18,2020-04-01,JP,Japan,18,Fukui,1,21,,767742,35.983333,136.183333
JP_19,2020-04-01,JP,Japan,19,Yamanashi,1,9,,812056,35.616667,138.616667
JP_20,2020-04-01,JP,Japan,20,Nagano,1,9,,2049653,36.25,138.1
JP_21,2020-04-01,JP,Japan,21,Gifu,1,31,,1991390,35.483333,136.9
JP_22,2020-04-01,JP,Japan,22,Shizuoka,1,13,,3639226,34.916389,138.316389
JP_23,2020-04-01,JP,Japan,23,Aichi,1,181,2,7549594,35.180167,136.906667
JP_26,2020-04-01,JP,Japan,26,Kyoto,1,75,1,2583140,35.021667,135.755611
JP_27,2020-04-01,JP,Japan,27,Osaka,1,278,,8823453,34.686389,135.52
JP_28,2020-04-01,JP,Japan,28,Hyōgo,1,162,,5463609,34.690817,135.183078
JP_29,2020-04-01,JP,Japan,29,Nara,1,12,,1331330,34.685194,135.832944
JP_30,2020-04-01,JP,Japan,30,Wakayama,1,19,,923721,34.226028,135.1675
JP_33,2020-04-01,JP,Japan,33,Okayama,1,5,,1891346,34.66175,133.934722
JP_39,2020-04-01,JP,Japan,39,Kōchi,1,20,,697674,33.559694,133.531028
JP_40,2020-04-01,JP,Japan,40,Fukuoka,1,78,,5110113,33.6,130.583333
JP_41,2020-04-01,JP,Japan,41,Saga,1,3,,814211,33.283333,130.166667
JP_42,2020-04-01,JP,Japan,42,Nagasaki,1,5,,1325205,32.966667,129.8
JP_43,2020-04-01,JP,Japan,43,Kumamoto,1,15,,1746740,32.716667,130.666667
JP_46,2020-04-01,JP,Japan,46,Kagoshima,1,2,,1601711,31.4,130.516667
JP_01,2020-04-02,JP,Japan,01,Hokkaido,1,184,1,5273681,43,142
JP_02,2020-04-02,JP,Japan,02,Aomori,1,9,,1249314,40.824667,140.740639
JP_04,2020-04-02,JP,Japan,04,Miyagi,1,12,,2303160,38.35,140.966667
JP_05,2020-04-02,JP,Japan,05,Akita,1,7,,965927,39.718611,140.1025
JP_06,2020-04-02,JP,Japan,06,Yamagata,1,3,,1077057,38.433333,140.133333
JP_07,2020-04-02,JP,Japan,07,Fukushima,1,8,,1844173,37.4,140.466667
JP_08,2020-04-02,JP,Japan,08,Ibaraki,1,44,,2868041,36.3,140.316667
JP_10,2020-04-02,JP,Japan,10,Gunma,1,21,,1937626,36.366667,139.116667
JP_11,2020-04-02,JP,Japan,11,Saitama,1,117,,7337330,35.95,139.55
JP_12,2020-04-02,JP,Japan,12,Chiba,1,191,2,6279026,35.605,140.123333
JP_13,2020-04-02,JP,Japan,13,Tokyo,1,681,3,13942856,35.689722,139.692222
JP_14,2020-04-02,JP,Japan,14,Kanagawa,1,184,1,9200166,35.447508,139.642344
JP_16,2020-04-02,JP,Japan,16,Toyama,1,8,,1042998,36.716667,137.15
JP_17,2020-04-02,JP,Japan,17,Ishikawa,1,16,,1137181,36.633333,136.65
JP_18,2020-04-02,JP,Japan,18,Fukui,1,30,,767742,35.983333,136.183333
JP_21,2020-04-02,JP,Japan,21,Gifu,1,36,,1991390,35.483333,136.9
JP_22,2020-04-02,JP,Japan,22,Shizuoka,1,14,,3639226,34.916389,138.316389
JP_23,2020-04-02,JP,Japan,23,Aichi,1,188,2,7549594,35.180167,136.906667
JP_24,2020-04-02,JP,Japan,24,Mie,1,11,1,1781948,34.73025,136.508667
JP_25,2020-04-02,JP,Japan,25,Shiga,1,8,,1413959,35.004361,135.8685
JP_26,2020-04-02,JP,Japan,26,Kyoto,1,87,1,2583140,35.021667,135.755611
JP_27,2020-04-02,JP,Japan,27,Osaka,1,311,,8823453,34.686389,135.52
JP_28,2020-04-02,JP,Japan,28,Hyōgo,1,169,,5463609,34.690817,135.183078
JP_29,2020-04-02,JP,Japan,29,Nara,1,16,,1331330,34.685194,135.832944
JP_30,2020-04-02,JP,Japan,30,Wakayama,1,21,,923721,34.226028,135.1675
JP_33,2020-04-02,JP,Japan,33,Okayama,1,7,,1891346,34.66175,133.934722
JP_34,2020-04-02,JP,Japan,34,Hiroshima,1,11,,2811410,34.396472,132.45975
JP_35,2020-04-02,JP,Japan,35,Yamaguchi,1,6,,1355495,34.186111,131.4705
JP_38,2020-04-02,JP,Japan,38,Ehime,1,11,,1338811,33.841611,132.765667
JP_39,2020-04-02,JP,Japan,39,Kōchi,1,21,,697674,33.559694,133.531028
JP_40,2020-04-02,JP,Japan,40,Fukuoka,1,100,,5110113,33.6,130.583333
JP_41,2020-04-02,JP,Japan,41,Saga,1,3,,814211,33.283333,130.166667
JP_42,2020-04-02,JP,Japan,42,Nagasaki,1,9,,1325205,32.966667,129.8
JP_44,2020-04-02,JP,Japan,44,Ōita,1,30,,1134431,33.238186,131.612606
JP_46,2020-04-02,JP,Japan,46,Kagoshima,1,3,,1601711,31.4,130.516667
JP_01,2020-04-03,JP,Japan,01,Hokkaido,1,189,1,5273681,43,142
JP_02,2020-04-03,JP,Japan,02,Aomori,1,11,,1249314,40.824667,140.740639
JP_04,2020-04-03,JP,Japan,04,Miyagi,1,18,,2303160,38.35,140.966667
JP_05,2020-04-03,JP,Japan,05,Akita,1,8,,965927,39.718611,140.1025
JP_06,2020-04-03,JP,Japan,06,Yamagata,1,8,,1077057,38.433333,140.133333
JP_07,2020-04-03,JP,Japan,07,Fukushima,1,9,,1844173,37.4,140.466667
JP_08,2020-04-03,JP,Japan,08,Ibaraki,1,54,,2868041,36.3,140.316667
JP_10,2020-04-03,JP,Japan,10,Gunma,1,25,,1937626,36.366667,139.116667
JP_11,2020-04-03,JP,Japan,11,Saitama,1,134,,7337330,35.95,139.55
JP_12,2020-04-03,JP,Japan,12,Chiba,1,211,2,6279026,35.605,140.123333
JP_13,2020-04-03,JP,Japan,13,Tokyo,1,770,3,13942856,35.689722,139.692222
JP_14,2020-04-03,JP,Japan,14,Kanagawa,1,215,1,9200166,35.447508,139.642344
