Date,Country,Region,Event,Value
2020-02-21,CN,Jiangsu,Confirmed,631
2020-02-21,CN,Jiangsu,Deaths,0
2020-02-21,CN,Jiangxi,Confirmed,934
2020-02-21,CN,Jiangxi,Deaths,1
2020-02-21,CN,Jilin,Confirmed,91
2020-02-21,CN,Jilin,Deaths,1
2020-02-21,CN,Liaoning,Confirmed,121
2020-02-21,CN,Liaoning,Deaths,1
2020-02-21,CN,Macau,Confirmed,10
2020-02-21,CN,Macau,Deaths,0
2020-02-21,CN,Ningxia,Confirmed,71
2020-02-21,CN,Ningxia,Deaths,0
2020-02-21,CN,Qinghai,Confirmed,18
2020-02-21,CN,Qinghai,Deaths,0
2020-02-21,CN,Shaanxi,Confirmed,245
2020-02-21,CN,Shaanxi,Deaths,1
2020-02-21,CN,Shandong,Confirmed,749
2020-02-21,CN,Shandong,Deaths,4
2020-02-21,CN,Shanghai,Confirmed,334
2020-02-21,CN,Shanghai,Deaths,2
2020-02-21,CN,Shanxi,Confirmed,132
2020-02-21,CN,Shanxi,Deaths,0
2020-02-21,CN,Sichuan,Confirmed,525
2020-02-21,CN,Sichuan,Deaths,3
2020-02-21,CN,Tianjin,Confirmed,132
2020-02-21,CN,Tianjin,Deaths,3
2020-02-21,CN,Tibet,Confirmed,1
2020-02-21,CN,Tibet,Deaths,0
2020-02-21,CN,Xinjiang,Confirmed,76
2020-02-21,CN,Xinjiang,Deaths,1
2020-02-21,CN,Yunnan,Confirmed,174
2020-02-21,CN,Yunnan,Deaths,2
2020-02-21,CN,Zhejiang,Confirmed,1203
2020-02-21,CN,Zhejiang,Deaths,1
2020-02-21,CO,,Confirmed,0
2020-02-21,CO,,Deaths,0
2020-02-21,CR,,Confirmed,0
2020-02-21,CR,,Deaths,0
2020-02-21,CU,,Confirmed,0
2020-02-21,CU,,Deaths,0
2020-02-21,CY,,Confirmed,0
2020-02-21,CY,,Deaths,0
2020-02-21,CZ,,Confirmed,0
2020-02-21,CZ,,Deaths,0
2020-02-21,DE,,Confirmed,16
2020-02-21,DE,,Deaths,0
2020-02-21,DK,,Confirmed,0
2020-02-21,DK,,Deaths,0
2020-02-21,DO,,Confirmed,0
2020-02-21,DO,,Deaths,0
2020-02-21,DZ,,Confirmed,0
2020-02-21,DZ,,Deaths,0
2020-02-21,EC,,Confirmed,0
2020-02-21,EC,,Deaths,0
2020-02-21,EE,,Confirmed,0
2020-02-21,EE,,Deaths,0
2020-02-21,EG,,Confirmed,1
2020-02-21,EG,,Deaths,0
2020-02-21,ES,,Confirmed,2
2020-02-21,ES,,Deaths,0
2020-02-21,ET,,Confirmed,0
2020-02-21,ET,,Deaths,0
2020-02-21,FI,,Confirmed,1
2020-02-21,FI,,Deaths,0
2020-02-21,FR,,Confirmed,12
2020-02-21,FR,,Deaths,1
2020-02-21,GE,,Confirmed,0
2020-02-21,GE,,Deaths,0
2020-02-21,GF,,Confirmed,0
2020-02-21,GF,,Deaths,0
2020-02-21,GN,,Confirmed,0
2020-02-21,GN,,Deaths,0
2020-02-21,GP,,Confirmed,0
2020-02-21,GP,,Deaths,0
2020-02-21,GR,,Confirmed,0
2020-02-21,GR,,Deaths,0
2020-02-21,GY,,Confirmed,0
2020-02-21,GY,,Deaths,0
2020-02-21,HN,,Confirmed,0
2020-02-21,HN,,Deaths,0
2020-02-21,HR,,Confirmed,0
2020-02-21,HR,,Deaths,0
2020-02-21,HU,,Confirmed,0
2020-02-21,HU,,Deaths,0
2020-02-21,ID,,Confirmed,0
2020-02-21,ID,,Deaths,0
2020-02-21,IE,,Confirmed,0
2020-02-21,IE,,Deaths,0
2020-02-21,IL,,Confirmed,1
2020-02-21,IL,,Deaths,0
2020-02-21,IN,,Confirmed,3
2020-02-21,IN,,Deaths,0
2020-02-21,IQ,,Confirmed,0
2020-02-21,IQ,,Deaths,0
2020-02-21,IR,,Confirmed,18
2020-02-21,IR,,Deaths,4
2020-02-21,IS,,Confirmed,0
2020-02-21,IS,,Deaths,0
2020-02-21,IT,,Confirmed,20
2020-02-21,IT,,Deaths,1
2020-02-21,JM,,Confirmed,0
2020-02-21,JM,,Deaths,0
2020-02-21,JO,,Confirmed,0
2020-02-21,JO,,Deaths,0
2020-02-21,JP,,Confirmed,105
2020-02-21,JP,,Deaths,1
2020-02-21,KE,,Confirmed,0
2020-02-21,KE,,Deaths,0
2020-02-21,KH,,Confirmed,1
2020-02-21,KH,,Deaths,0
2020-02-21,KR,,Confirmed,204
2020-02-21,KR,,Deaths,2
2020-02-21,KW,,Confirmed,0
2020-02-21,KW,,Deaths,0
2020-02-21,KY,,Confirmed,0
2020-02-21,KY,,Deaths,0
2020-02-21,KZ,,Confirmed,0
2020-02-21,KZ,,Deaths,0
2020-02-21,LB,,Confirmed,1
2020-02-21,LB,,Deaths,0
2020-02-21,LI,,Confirmed,0
2020-02-21,LI,,Deaths,0
2020-02-21,LK,,Confirmed,1
2020-02-21,LK,,Deaths,0
2020-02-21,LT,,Confirmed,0
2020-02-21,LT,,Deaths,0
2020-02-21,LU,,Confirmed,0
2020-02-21,LU,,Deaths,0
2020-02-21,LV,,Confirmed,0
2020-02-21,LV,,Deaths,0
2020-02-21,MA,,Confirmed,0
2020-02-21,MA,,Deaths,0
2020-02-21,MC,,Confirmed,0
2020-02-21,MC,,Deaths,0
2020-02-21,MD,,Confirmed,0
2020-02-21,MD,,Deaths,0
2020-02-21,MK,,Confirmed,0
2020-02-21,MK,,Deaths,0
2020-02-21,MN,,Confirmed,0
2020-02-21,MN,,Deaths,0
2020-02-21,MQ,,Confirmed,0
2020-02-21,MQ,,Deaths,0
2020-02-21,MT,,Confirmed,0
2020-02-21,MT,,Deaths,0
2020-02-21,MV,,Confirmed,0
2020-02-21,MV,,Deaths,0
2020-02-21,MX,,Confirmed,0
2020-02-21,MX,,Deaths,0
2020-02-21,MY,,Confirmed,22
2020-02-21,MY,,Deaths,0
2020-02-21,NG,,Confirmed,0
2020-02-21,NG,,Deaths,0
2020-02-21,NL,,Confirmed,0
2020-02-21,NL,,Deaths,0
2020-02-21,NO,,Confirmed,0
2020-02-21,NO,,Deaths,0
2020-02-21,NP,,Confirmed,1
2020-02-21,NP,,Deaths,0
2020-02-21,NZ,,Confirmed,0
2020-02-21,NZ,,Deaths,0
2020-02-21,OM,,Confirmed,0
2020-02-21,OM,,Deaths,0
2020-02-21,PA,,Confirmed,0
2020-02-21,PA,,Deaths,0
2020-02-21,PE,,Confirmed,0
2020-02-21,PE,,Deaths,0
2020-02-21,PH,,Confirmed,3
2020-02-21,PH,,Deaths,1
2020-02-21,PK,,Confirmed,0
2020-02-21,PK,,Deaths,0
2020-02-21,PL,,Confirmed,0
2020-02-21,PL,,Deaths,0
2020-02-21,PT,,Confirmed,0
2020-02-21,PT,,Deaths,0
2020-02-21,PY,,Confirmed,0
2020-02-21,PY,,Deaths,0
2020-02-21,QA,,Confirmed,0
2020-02-21,QA,,Deaths,0
2020-02-21,RE,,Confirmed,0
2020-02-21,RE,,Deaths,0
2020-02-21,RO,,Confirmed,0
2020-02-21,RO,,Deaths,0
2020-02-21,RS,,Confirmed,0
2020-02-21,RS,,Deaths,0
2020-02-21,RU,,Confirmed,2
2020-02-21,RU,,Deaths,0
2020-02-21,SA,,Confirmed,0
2020-02-21,SA,,Deaths,0
2020-02-21,SD,,Confirmed,0
2020-02-21,SD,,Deaths,0
2020-02-21,SE,,Confirmed,1
2020-02-21,SE,,Deaths,0
2020-02-21,SG,,Confirmed,85
2020-02-21,SG,,Deaths,0
2020-02-21,SI,,Confirmed,0
2020-02-21,SI,,Deaths,0
2020-02-21,SK,,Confirmed,0
2020-02-21,SK,,Deaths,0
2020-02-21,SM,,Confirmed,0
2020-02-21,SM,,Deaths,0
2020-02-21,SN,,Confirmed,0
2020-02-21,SN,,Deaths,0
2020-02-21,TG,,Confirmed,0
2020-02-21,TG,,Deaths,0
2020-02-21,TH,,Confirmed,35
2020-02-21,TH,,Deaths,0
2020-02-21,TN,,Confirmed,0
2020-02-21,TN,,Deaths,0
2020-02-21,TR,,Confirmed,0
2020-02-21,TR,,Deaths,0
2020-02-21,TW,,Confirmed,26
2020-02-21,TW,,Deaths,1
2020-02-21,UA,,Confirmed,0
2020-02-21,UA,,Deaths,0
2020-02-21,UK,,Confirmed,9
2020-02-21,UK,,Deaths,0
2020-02-21,US,AK,Confirmed,0
2020-02-21,US,AK,Deaths,0
2020-02-21,US,AL,Confirmed,0
2020-02-21,US,AL,Deaths,0
2020-02-21,US,AR,Confirmed,0
2020-02-21,US,AR,Deaths,0
2020-02-21,US,AZ,Confirmed,1
2020-02-21,US,AZ,Deaths,0
2020-02-21,US,CA,Confirmed,10
2020-02-21,US,CA,Deaths,0
2020-02-21,US,CO,Confirmed,0
2020-02-21,US,CO,Deaths,0
2020-02-21,US,CT,Confirmed,0
2020-02-21,US,CT,Deaths,0
2020-02-21,US,DC,Confirmed,0
2020-02-21,US,DC,Deaths,0
2020-02-21,US,DE,Confirmed,0
2020-02-21,US,DE,Deaths,0
2020-02-21,US,Diamond Princess,Confirmed,0
2020-02-21,US,Diamond Princess,Deaths,0
2020-02-21,US,FL,Confirmed,0
2020-02-21,US,FL,Deaths,0
2020-02-21,US,GA,Confirmed,0
2020-02-21,US,GA,Deaths,0
2020-02-21,US,Grand Princess,Confirmed,0
2020-02-21,US,Grand Princess,Deaths,0
2020-02-21,US,HI,Confirmed,0
2020-02-21,US,HI,Deaths,0
2020-02-21,US,IA,Confirmed,0
2020-02-21,US,IA,Deaths,0
2020-02-21,US,ID,Confirmed,0
2020-02-21,US,ID,Deaths,0
2020-02-21,US,IL,Confirmed,2
2020-02-21,US,IL,Deaths,0
2020-02-21,US,IN,Confirmed,0
2020-02-21,US,IN,Deaths,0
2020-02-21,US,KS,Confirmed,0
2020-02-21,US,KS,Deaths,0
2020-02-21,US,KY,Confirmed,0
2020-02-21,US,KY,Deaths,0
2020-02-21,US,LA,Confirmed,0
2020-02-21,US,LA,Deaths,0
2020-02-21,US,MA,Confirmed,1
2020-02-21,US,MA,Deaths,0
2020-02-21,US,MD,Confirmed,0
2020-02-21,US,MD,Deaths,0
2020-02-21,US,ME,Confirmed,0
2020-02-21,US,ME,Deaths,0
2020-02-21,US,MI,Confirmed,0
2020-02-21,US,MI,Deaths,0
2020-02-21,US,MN,Confirmed,0
2020-02-21,US,MN,Deaths,0
2020-02-21,US,MO,Confirmed,0
2020-02-21,US,MO,Deaths,0
2020-02-21,US,MS,Confirmed,0
2020-02-21,US,MS,Deaths,0
2020-02-21,US,MT,Confirmed,0
2020-02-21,US,MT,Deaths,0
2020-02-21,US,NC,Confirmed,0
2020-02-21,US,NC,Deaths,0
2020-02-21,US,ND,Confirmed,0
2020-02-21,US,ND,Deaths,0
2020-02-21,US,NE,Confirmed,0
2020-02-21,US,NE,Deaths,0
2020-02-21,US,NH,Confirmed,0
2020-02-21,US,NH,Deaths,0
2020-02-21,US,NJ,Confirmed,0
2020-02-21,US,NJ,Deaths,0
2020-02-21,US,NM,Confirmed,0
2020-02-21,US,NM,Deaths,0
2020-02-21,US,NV,Confirmed,0
2020-02-21,US,NV,Deaths,0
2020-02-21,US,NY,Confirmed,0
2020-02-21,US,NY,Deaths,0
2020-02-21,US,OH,Confirmed,0
2020-02-21,US,OH,Deaths,0
2020-02-21,US,OK,Confirmed,0
2020-02-21,US,OK,Deaths,0
2020-02-21,US,OR,Confirmed,0
2020-02-21,US,OR,Deaths,0
2020-02-21,US,OR ,Confirmed,0
2020-02-21,US,OR ,Deaths,0
2020-02-21,US,PA,Confirmed,0
2020-02-21,US,PA,Deaths,0
2020-02-21,US,RI,Confirmed,0
2020-02-21,US,RI,Deaths,0
2020-02-21,US,SC,Confirmed,0
2020-02-21,US,SC,Deaths,0
2020-02-21,US,SD,Confirmed,0
2020-02-21,US,SD,Deaths,0
2020-02-21,US,TN,Confirmed,0
2020-02-21,US,TN,Deaths,0
2020-02-21,US,TX,Confirmed,0
2020-02-21,US,TX,Deaths,0
2020-02-21,US,UT,Confirmed,0
2020-02-21,US,UT,Deaths,0
2020-02-21,US,VA,Confirmed,0
2020-02-21,US,VA,Deaths,0
2020-02-21,US,VT,Confirmed,0
2020-02-21,US,VT,Deaths,0
2020-02-21,US,WA,Confirmed,1
2020-02-21,US,WA,Deaths,0
2020-02-21,US,WI,Confirmed,0
2020-02-21,US,WI,Deaths,0
2020-02-21,US,WV,Confirmed,0
2020-02-21,US,WV,Deaths,0
2020-02-21,US,WY,Confirmed,0
2020-02-21,US,WY,Deaths,0
2020-02-21,VA,,Confirmed,0
2020-02-21,VA,,Deaths,0
2020-02-21,VN,,Confirmed,16
2020-02-21,VN,,Deaths,0
2020-02-21,ZA,,Confirmed,0
2020-02-21,ZA,,Deaths,0
2020-02-22,??,Diamond Princess,Confirmed,634
2020-02-22,??,Diamond Princess,Deaths,2
2020-02-22,AD,,Confirmed,0
2020-02-22,AD,,Deaths,0
2020-02-22,AE,,Confirmed,13
2020-02-22,AE,,Deaths,0
2020-02-22,AF,,Confirmed,0
2020-02-22,AF,,Deaths,0
2020-02-22,AG,,Confirmed,0
2020-02-22,AG,,Deaths,0
2020-02-22,AL,,Confirmed,0
2020-02-22,AL,,Deaths,0
2020-02-22,AM,,Confirmed,0
2020-02-22,AM,,Deaths,0
2020-02-22,AR,,Confirmed,0
2020-02-22,AR,,Deaths,0
2020-02-22,AT,,Confirmed,0
2020-02-22,AT,,Deaths,0
2020-02-22,AU,,Confirmed,22
2020-02-22,AU,,Deaths,0
2020-02-22,AW,,Confirmed,0
2020-02-22,AW,,Deaths,0
2020-02-22,AZ,,Confirmed,0
2020-02-22,AZ,,Deaths,0
2020-02-22,BA,,Confirmed,0
2020-02-22,BA,,Deaths,0
2020-02-22,BD,,Confirmed,0
2020-02-22,BD,,Deaths,0
2020-02-22,BE,,Confirmed,1
2020-02-22,BE,,Deaths,0
2020-02-22,BF,,Confirmed,0
2020-02-22,BF,,Deaths,0
2020-02-22,BG,,Confirmed,0
2020-02-22,BG,,Deaths,0
2020-02-22,BH,,Confirmed,0
2020-02-22,BH,,Deaths,0
2020-02-22,BN,,Confirmed,0
2020-02-22,BN,,Deaths,0
2020-02-22,BO,,Confirmed,0
2020-02-22,BO,,Deaths,0
2020-02-22,BR,,Confirmed,0
2020-02-22,BR,,Deaths,0
2020-02-22,BT,,Confirmed,0
2020-02-22,BT,,Deaths,0
2020-02-22,BY,,Confirmed,0
2020-02-22,BY,,Deaths,0
2020-02-22,CA,,Confirmed,9
2020-02-22,CA,,Deaths,0
2020-02-22,CD,,Confirmed,0
2020-02-22,CD,,Deaths,0
2020-02-22,CH,,Confirmed,0
2020-02-22,CH,,Deaths,0
2020-02-22,CI,,Confirmed,0
2020-02-22,CI,,Deaths,0
2020-02-22,CL,,Confirmed,0
2020-02-22,CL,,Deaths,0
2020-02-22,CM,,Confirmed,0
2020-02-22,CM,,Deaths,0
2020-02-22,CN,Anhui,Confirmed,989
2020-02-22,CN,Anhui,Deaths,6
2020-02-22,CN,Beijing,Confirmed,399
2020-02-22,CN,Beijing,Deaths,4
2020-02-22,CN,Chongqing,Confirmed,573
2020-02-22,CN,Chongqing,Deaths,6
2020-02-22,CN,Fujian,Confirmed,293
2020-02-22,CN,Fujian,Deaths,1
2020-02-22,CN,Gansu,Confirmed,91
2020-02-22,CN,Gansu,Deaths,2
2020-02-22,CN,Guangdong,Confirmed,1339
2020-02-22,CN,Guangdong,Deaths,5
2020-02-22,CN,Guangxi,Confirmed,249
2020-02-22,CN,Guangxi,Deaths,2
2020-02-22,CN,Guizhou,Confirmed,146
2020-02-22,CN,Guizhou,Deaths,2
2020-02-22,CN,Hainan,Confirmed,168
2020-02-22,CN,Hainan,Deaths,4
2020-02-22,CN,Hebei,Confirmed,309
2020-02-22,CN,Hebei,Deaths,6
2020-02-22,CN,Heilongjiang,Confirmed,479
2020-02-22,CN,Heilongjiang,Deaths,12
2020-02-22,CN,Henan,Confirmed,1270
2020-02-22,CN,Henan,Deaths,19
2020-02-22,CN,Hong Kong,Confirmed,69
2020-02-22,CN,Hong Kong,Deaths,2
2020-02-22,CN,Hubei,Confirmed,64084
2020-02-22,CN,Hubei,Deaths,2346
2020-02-22,CN,Hunan,Confirmed,1013
2020-02-22,CN,Hunan,Deaths,4
2020-02-22,CN,Inner Mongolia,Confirmed,75
2020-02-22,CN,Inner Mongolia,Deaths,0
2020-02-22,CN,Jiangsu,Confirmed,631
2020-02-22,CN,Jiangsu,Deaths,0
2020-02-22,CN,Jiangxi,Confirmed,934
2020-02-22,CN,Jiangxi,Deaths,1
2020-02-22,CN,Jilin,Confirmed,91
2020-02-22,CN,Jilin,Deaths,1
2020-02-22,CN,Liaoning,Confirmed,121
2020-02-22,CN,Liaoning,Deaths,1
2020-02-22,CN,Macau,Confirmed,10
2020-02-22,CN,Macau,Deaths,0
2020-02-22,CN,Ningxia,Confirmed,71
2020-02-22,CN,Ningxia,Deaths,0
2020-02-22,CN,Qinghai,Confirmed,18
2020-02-22,CN,Qinghai,Deaths,0
2020-02-22,CN,Shaanxi,Confirmed,245
2020-02-22,CN,Shaanxi,Deaths,1
2020-02-22,CN,Shandong,Confirmed,750
2020-02-22,CN,Shandong,Deaths,4
2020-02-22,CN,Shanghai,Confirmed,335
2020-02-22,CN,Shanghai,Deaths,3
2020-02-22,CN,Shanxi,Confirmed,132
2020-02-22,CN,Shanxi,Deaths,0
2020-02-22,CN,Sichuan,Confirmed,526
2020-02-22,CN,Sichuan,Deaths,3
2020-02-22,CN,Tianjin,Confirmed,135
2020-02-22,CN,Tianjin,Deaths,3
2020-02-22,CN,Tibet,Confirmed,1
2020-02-22,CN,Tibet,Deaths,0
2020-02-22,CN,Xinjiang,Confirmed,76
2020-02-22,CN,Xinjiang,Deaths,2
2020-02-22,CN,Yunnan,Confirmed,174
2020-02-22,CN,Yunnan,Deaths,2
2020-02-22,CN,Zhejiang,Confirmed,1205
2020-02-22,CN,Zhejiang,Deaths,1
2020-02-22,CO,,Confirmed,0
2020-02-22,CO,,Deaths,0
2020-02-22,CR,,Confirmed,0
2020-02-22,CR,,Deaths,0
2020-02-22,CU,,Confirmed,0
2020-02-22,CU,,Deaths,0
2020-02-22,CY,,Confirmed,0
2020-02-22,CY,,Deaths,0
2020-02-22,CZ,,Confirmed,0
2020-02-22,CZ,,Deaths,0
2020-02-22,DE,,Confirmed,16
2020-02-22,DE,,Deaths,0
2020-02-22,DK,,Confirmed,0
2020-02-22,DK,,Deaths,0
2020-02-22,DO,,Confirmed,0
2020-02-22,DO,,Deaths,0
2020-02-22,DZ,,Confirmed,0
2020-02-22,DZ,,Deaths,0
2020-02-22,EC,,Confirmed,0
2020-02-22,EC,,Deaths,0
2020-02-22,EE,,Confirmed,0
2020-02-22,EE,,Deaths,0
2020-02-22,EG,,Confirmed,1
2020-02-22,EG,,Deaths,0
2020-02-22,ES,,Confirmed,2
2020-02-22,ES,,Deaths,0
2020-02-22,ET,,Confirmed,0
2020-02-22,ET,,Deaths,0
2020-02-22,FI,,Confirmed,1
2020-02-22,FI,,Deaths,0
2020-02-22,FR,,Confirmed,12
2020-02-22,FR,,Deaths,1
2020-02-22,GE,,Confirmed,0
2020-02-22,GE,,Deaths,0
2020-02-22,GF,,Confirmed,0
2020-02-22,GF,,Deaths,0
2020-02-22,GN,,Confirmed,0
2020-02-22,GN,,Deaths,0
2020-02-22,GP,,Confirmed,0
2020-02-22,GP,,Deaths,0
2020-02-22,GR,,Confirmed,0
2020-02-22,GR,,Deaths,0
2020-02-22,GY,,Confirmed,0
2020-02-22,GY,,Deaths,0
2020-02-22,HN,,Confirmed,0
2020-02-22,HN,,Deaths,0
2020-02-22,HR,,Confirmed,0
2020-02-22,HR,,Deaths,0
2020-02-22,HU,,Confirmed,0
2020-02-22,HU,,Deaths,0
2020-02-22,ID,,Confirmed,0
2020-02-22,ID,,Deaths,0
2020-02-22,IE,,Confirmed,0
2020-02-22,IE,,Deaths,0
2020-02-22,IL,,Confirmed,1
2020-02-22,IL,,Deaths,0
2020-02-22,IN,,Confirmed,3
2020-02-22,IN,,Deaths,0
2020-02-22,IQ,,Confirmed,0
2020-02-22,IQ,,Deaths,0
2020-02-22,IR,,Confirmed,28
2020-02-22,IR,,Deaths,5
2020-02-22,IS,,Confirmed,0
2020-02-22,IS,,Deaths,0
2020-02-22,IT,,Confirmed,62
2020-02-22,IT,,Deaths,2
2020-02-22,JM,,Confirmed,0
2020-02-22,JM,,Deaths,0
2020-02-22,JO,,Confirmed,0
2020-02-22,JO,,Deaths,0
2020-02-22,JP,,Confirmed,122
2020-02-22,JP,,Deaths,1
2020-02-22,KE,,Confirmed,0
2020-02-22,KE,,Deaths,0
2020-02-22,KH,,Confirmed,1
2020-02-22,KH,,Deaths,0
2020-02-22,KR,,Confirmed,433
2020-02-22,KR,,Deaths,2
2020-02-22,KW,,Confirmed,0
2020-02-22,KW,,Deaths,0
2020-02-22,KY,,Confirmed,0
2020-02-22,KY,,Deaths,0
2020-02-22,KZ,,Confirmed,0
2020-02-22,KZ,,Deaths,0
2020-02-22,LB,,Confirmed,1
2020-02-22,LB,,Deaths,0
2020-02-22,LI,,Confirmed,0
2020-02-22,LI,,Deaths,0
2020-02-22,LK,,Confirmed,1
2020-02-22,LK,,Deaths,0
2020-02-22,LT,,Confirmed,0
2020-02-22,LT,,Deaths,0
2020-02-22,LU,,Confirmed,0
2020-02-22,LU,,Deaths,0
2020-02-22,LV,,Confirmed,0
2020-02-22,LV,,Deaths,0
2020-02-22,MA,,Confirmed,0
2020-02-22,MA,,Deaths,0
2020-02-22,MC,,Confirmed,0
2020-02-22,MC,,Deaths,0
2020-02-22,MD,,Confirmed,0
2020-02-22,MD,,Deaths,0
2020-02-22,MK,,Confirmed,0
2020-02-22,MK,,Deaths,0
2020-02-22,MN,,Confirmed,0
2020-02-22,MN,,Deaths,0
2020-02-22,MQ,,Confirmed,0
2020-02-22,MQ,,Deaths,0
2020-02-22,MT,,Confirmed,0
2020-02-22,MT,,Deaths,0
2020-02-22,MV,,Confirmed,0
2020-02-22,MV,,Deaths,0
2020-02-22,MX,,Confirmed,0
2020-02-22,MX,,Deaths,0
2020-02-22,MY,,Confirmed,22
2020-02-22,MY,,Deaths,0
2020-02-22,NG,,Confirmed,0
2020-02-22,NG,,Deaths,0
2020-02-22,NL,,Confirmed,0
2020-02-22,NL,,Deaths,0
2020-02-22,NO,,Confirmed,0
2020-02-22,NO,,Deaths,0
2020-02-22,NP,,Confirmed,1
2020-02-22,NP,,Deaths,0
2020-02-22,NZ,,Confirmed,0
2020-02-22,NZ,,Deaths,0
2020-02-22,OM,,Confirmed,0
2020-02-22,OM,,Deaths,0
2020-02-22,PA,,Confirmed,0
2020-02-22,PA,,Deaths,0
2020-02-22,PE,,Confirmed,0
2020-02-22,PE,,Deaths,0
2020-02-22,PH,,Confirmed,3
2020-02-22,PH,,Deaths,1
2020-02-22,PK,,Confirmed,0
2020-02-22,PK,,Deaths,0
2020-02-22,PL,,Confirmed,0
2020-02-22,PL,,Deaths,0
2020-02-22,PT,,Confirmed,0
2020-02-22,PT,,Deaths,0
2020-02-22,PY,,Confirmed,0
2020-02-22,PY,,Deaths,0
2020-02-22,QA,,Confirmed,0
2020-02-22,QA,,Deaths,0
2020-02-22,RE,,Confirmed,0
2020-02-22,RE,,Deaths,0
2020-02-22,RO,,Confirmed,0
2020-02-22,RO,,Deaths,0
2020-02-22,RS,,Confirmed,0
2020-02-22,RS,,Deaths,0
2020-02-22,RU,,Confirmed,2
2020-02-22,RU,,Deaths,0
2020-02-22,SA,,Confirmed,0
2020-02-22,SA,,Deaths,0
2020-02-22,SD,,Confirmed,0
2020-02-22,SD,,Deaths,0
2020-02-22,SE,,Confirmed,1
2020-02-22,SE,,Deaths,0
2020-02-22,SG,,Confirmed,85
2020-02-22,SG,,Deaths,0
2020-02-22,SI,,Confirmed,0
2020-02-22,SI,,Deaths,0
2020-02-22,SK,,Confirmed,0
2020-02-22,SK,,Deaths,0
2020-02-22,SM,,Confirmed,0
2020-02-22,SM,,Deaths,0
2020-02-22,SN,,Confirmed,0
2020-02-22,SN,,Deaths,0
2020-02-22,TG,,Confirmed,0
2020-02-22,TG,,Deaths,0
2020-02-22,TH,,Confirmed,35
2020-02-22,TH,,Deaths,0
2020-02-22,TN,,Confirmed,0
2020-02-22,TN,,Deaths,0
2020-02-22,TR,,Confirmed,0
2020-02-22,TR,,Deaths,0
2020-02-22,TW,,Confirmed,26
2020-02-22,TW,,Deaths,1
2020-02-22,UA,,Confirmed,0
2020-02-22,UA,,Deaths,0
2020-02-22,UK,,Confirmed,9
2020-02-22,UK,,Deaths,0
2020-02-22,US,AK,Confirmed,0
2020-02-22,US,AK,Deaths,0
2020-02-22,US,AL,Confirmed,0
2020-02-22,US,AL,Deaths,0
2020-02-22,US,AR,Confirmed,0
2020-02-22,US,AR,Deaths,0
2020-02-22,US,AZ,Confirmed,1
2020-02-22,US,AZ,Deaths,0
2020-02-22,US,CA,Confirmed,10
2020-02-22,US,CA,Deaths,0
2020-02-22,US,CO,Confirmed,0
2020-02-22,US,CO,Deaths,0
2020-02-22,US,CT,Confirmed,0
2020-02-22,US,CT,Deaths,0
2020-02-22,US,DC,Confirmed,0
2020-02-22,US,DC,Deaths,0
2020-02-22,US,DE,Confirmed,0
2020-02-22,US,DE,Deaths,0
2020-02-22,US,Diamond Princess,Confirmed,0
2020-02-22,US,Diamond Princess,Deaths,0
2020-02-22,US,FL,Confirmed,0
2020-02-22,US,FL,Deaths,0
2020-02-22,US,GA,Confirmed,0
2020-02-22,US,GA,Deaths,0
2020-02-22,US,Grand Princess,Confirmed,0
2020-02-22,US,Grand Princess,Deaths,0
2020-02-22,US,HI,Confirmed,0
2020-02-22,US,HI,Deaths,0
2020-02-22,US,IA,Confirmed,0
2020-02-22,US,IA,Deaths,0
2020-02-22,US,ID,Confirmed,0
2020-02-22,US,ID,Deaths,0
2020-02-22,US,IL,Confirmed,2
2020-02-22,US,IL,Deaths,0
2020-02-22,US,IN,Confirmed,0
2020-02-22,US,IN,Deaths,0
2020-02-22,US,KS,Confirmed,0
2020-02-22,US,KS,Deaths,0
2020-02-22,US,KY,Confirmed,0
2020-02-22,US,KY,Deaths,0
2020-02-22,US,LA,Confirmed,0
2020-02-22,US,LA,Deaths,0
2020-02-22,US,MA,Confirmed,1
2020-02-22,US,MA,Deaths,0
2020-02-22,US,MD,Confirmed,0
2020-02-22,US,MD,Deaths,0
2020-02-22,US,ME,Confirmed,0
2020-02-22,US,ME,Deaths,0
2020-02-22,US,MI,Confirmed,0
2020-02-22,US,MI,Deaths,0
2020-02-22,US,MN,Confirmed,0
2020-02-22,US,MN,Deaths,0
2020-02-22,US,MO,Confirmed,0
2020-02-22,US,MO,Deaths,0
2020-02-22,US,MS,Confirmed,0
2020-02-22,US,MS,Deaths,0
2020-02-22,US,MT,Confirmed,0
2020-02-22,US,MT,Deaths,0
2020-02-22,US,NC,Confirmed,0
2020-02-22,US,NC,Deaths,0
2020-02-22,US,ND,Confirmed,0
2020-02-22,US,ND,Deaths,0
2020-02-22,US,NE,Confirmed,0
2020-02-22,US,NE,Deaths,0
2020-02-22,US,NH,Confirmed,0
2020-02-22,US,NH,Deaths,0
2020-02-22,US,NJ,Confirmed,0
2020-02-22,US,NJ,Deaths,0
2020-02-22,US,NM,Confirmed,0
2020-02-22,US,NM,Deaths,0
2020-02-22,US,NV,Confirmed,0
2020-02-22,US,NV,Deaths,0
2020-02-22,US,NY,Confirmed,0
2020-02-22,US,NY,Deaths,0
2020-02-22,US,OH,Confirmed,0
2020-02-22,US,OH,Deaths,0
2020-02-22,US,OK,Confirmed,0
2020-02-22,US,OK,Deaths,0
