wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,gdp,gdp_per_capita,human_capital_index,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,open_street_maps,latitude,longitude,elevation,area,rural_area,urban_area,noaa_station,noaa_distance,average_temperature,minimum_temperature,maximum_temperature,rainfall,snowfall,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,stringency_index,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds,nurses,physicians,health_expenditure,out_of_pocket_health_expenditure,population,population_male,population_female,rural_population,urban_population,largest_city_population,clustered_population,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_89,population_age_90_99,new_hospitalized,total_hospitalized,current_hospitalized,new_intensive_care,total_intensive_care,current_intensive_care,new_ventilator,total_ventilator,current_ventilator
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-03-24,108,6,,,675,26,,,,,,-60,-29,-37,-52,-57,24,,30.06864,-89.92813,,907,,,72231553917,9.9535135,24.351852,19.932099,28.666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-03-25,152,11,,,827,37,,,,,,-58,-27,-38,-50,-57,23,,30.06864,-89.92813,,907,,,72231553917,9.9535135,24.740741,21.382716,29.444444,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-03-26,170,9,,,997,46,,,,,,-61,-29,-41,-50,-58,24,,30.06864,-89.92813,,907,,,72231553917,9.9535135,23.722222,18.759259,29.740741,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-03-27,173,11,,,1170,57,,,,,,-65,-33,-51,-55,-58,26,,30.06864,-89.92813,,907,,,99819499999,19.071129,24.659722,20.541667,29.145833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-03-28,128,13,,,1298,70,,,,,,-71,-38,-69,-58,-52,20,,30.06864,-89.92813,,907,,,99819499999,19.071129,25.6875,22.520833,29.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-03-29,52,3,,,1350,73,,,,,,-71,-35,-55,-59,-54,16,,30.06864,-89.92813,,907,,,72231553917,9.9535135,24.895062,22.006173,28.493827,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-03-30,130,13,,,1480,86,,,,,,-62,-33,-45,-50,-57,22,,30.06864,-89.92813,,907,,,72231553917,9.9535135,23.549383,19.469136,27.302469,0.028222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-03-31,354,15,,,1834,101,,,,,,-57,-28,-45,-52,-59,24,,30.06864,-89.92813,,907,,,72231553917,9.9535135,24.012346,19.932099,27.160494,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-01,436,14,,,2270,115,,,,,,-54,-18,-33,-48,-59,22,,30.06864,-89.92813,,907,,,72231553917,9.9535135,17.203704,11.302469,23.475309,0.056444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-02,878,10,,,3148,125,,,,,,-60,-25,-44,-51,-60,24,,30.06864,-89.92813,,907,,,72231553917,9.9535135,18.796296,13.203704,24.074074,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-03,328,23,,,3476,148,,,,,,-63,-24,-48,-51,-59,26,,30.06864,-89.92813,,907,,,99819499999,19.071129,20.833333,14.826389,25.118056,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-04,490,5,,,3966,153,,,,,,-72,-33,-70,-61,-53,20,,30.06864,-89.92813,,907,,,99819499999,19.071129,19.826389,16.027778,25.402778,0.03175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-05,100,8,,,4066,161,,,,,,-72,-30,-52,-58,-54,16,,30.06864,-89.92813,,907,,,99819499999,19.071129,20.690476,16.888889,25.777778,0.79828571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-06,499,10,,,4565,171,,,,,,-63,-28,-41,-49,-58,23,,30.06864,-89.92813,,907,,,99819499999,19.071129,21.428571,16.333333,26.15873,0.072571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-07,377,14,,,4942,185,,,,,,-62,-27,-41,-52,-59,24,,30.06864,-89.92813,,907,,,99819499999,19.071129,23.777778,19.650794,28.293651,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-08,128,23,,,5070,208,,,,,,-62,-25,-36,-48,-59,23,,30.06864,-89.92813,,907,,,72231553917,9.9535135,26.041667,23.284722,29.527778,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-09,172,16,,,5242,224,,,,,,-65,-23,-41,-49,-60,24,,30.06864,-89.92813,,907,,,72231553917,9.9535135,25.951389,22.777778,30.541667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-10,174,1,,,5416,225,,,,,,-68,-25,-48,-55,-66,28,,30.06864,-89.92813,,907,,,72231553917,9.9535135,21.701389,18.652778,27.909722,2.19075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-11,119,7,,,5535,232,,,,,,-72,-26,-62,-56,-53,19,,30.06864,-89.92813,,907,,,72231553917,9.9535135,19.506944,15.243056,23.756944,0.03175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-12,65,3,,,5600,235,,,,,,-81,-48,-69,-64,-57,18,,30.06864,-89.92813,,907,,,72231553917,9.9535135,24.958333,21.020833,28.166667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-13,51,9,,,5651,244,,,,,,-62,-30,-32,-45,-56,22,,30.06864,-89.92813,,907,,,99819499999,19.071129,23.349206,17.769841,27,1.1611429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-14,67,32,,,5718,276,,,,,,-60,-24,-41,-46,-57,23,,30.06864,-89.92813,,907,,,99819499999,19.071129,17.666667,13.47619,24.261905,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-15,51,11,,,5769,287,,,,,,-54,-18,-34,-44,-56,21,,30.06864,-89.92813,,907,,,99819499999,19.071129,16.261905,10.761905,21.746032,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-16,78,15,,,5847,302,,,,,,-58,-22,-37,-41,-57,23,,30.06864,-89.92813,,907,,,99819499999,19.071129,17.238095,11.222222,22.373016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-17,59,15,,,5906,317,,,,,,-63,-28,-43,-47,-56,25,,30.06864,-89.92813,,907,,,99819499999,19.071129,19.928571,13.746032,25.896825,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-18,47,7,,,5953,324,,,,,,-73,-39,-76,-61,-51,20,,30.06864,-89.92813,,907,,,72231553917,9.9535135,22.576389,20.111111,24.798611,1.23825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-19,47,5,,,6000,329,,,,,,-71,-30,-58,-57,-51,15,,30.06864,-89.92813,,907,,,72231553917,9.9535135,25.048611,21.444444,28.6875,9.4342857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-20,148,10,,,6148,339,,,,,,-59,-27,-30,-43,-55,21,,30.06864,-89.92813,,907,,,72231553917,9.9535135,22.291667,17.777778,26.569444,7.96925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-21,21,5,,,6169,344,,,,,,-53,-22,-31,-45,-55,21,,30.06864,-89.92813,,907,,,72231553917,9.9535135,22.277778,16.513889,28.236111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-22,40,23,,,6209,367,,,,,,-54,-19,-35,-44,-56,21,,30.06864,-89.92813,,907,,,72231553917,9.9535135,23.087302,18.5,27.460317,0.036285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-23,54,20,,,6263,387,,,,,,-62,-31,-54,-52,-58,25,,30.06864,-89.92813,,907,,,72231553917,9.9535135,24.909722,21.972222,26.819444,0.68942857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-24,23,5,,,6286,392,,,,,,-61,-26,-36,-44,-55,23,,30.06864,-89.92813,,907,,,72231553917,9.9535135,22.743056,16.736111,27.305556,1.17475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-25,11,7,,,6297,399,,,,,,-67,-31,-60,-51,-48,17,,30.06864,-89.92813,,907,,,72231553917,9.9535135,23.715278,17.979167,29.715278,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-26,45,7,,,6342,406,,,,,,-67,-27,-40,-50,-49,13,,30.06864,-89.92813,,907,,,72231553917,9.9535135,22.743056,18.375,26.972222,0.28575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-27,23,0,,,6365,406,,,,,,-56,-24,-30,-43,-53,20,,30.06864,-89.92813,,907,,,72231553917,9.9535135,20.951389,15.076389,25.416667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-28,15,4,,,6380,410,,,,,,-53,-23,-37,-45,-55,14,,30.06864,-89.92813,,907,,,72231553917,9.9535135,21.173611,14.618056,27.166667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-29,40,6,,,6420,416,,,,,,-57,-25,-53,-54,-58,23,,30.06864,-89.92813,,907,,,72231553917,9.9535135,20.479167,17.618056,24.430556,17.888857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-04-30,32,18,,,6452,434,,,,,,-53,-15,-29,-39,-54,20,,30.06864,-89.92813,,907,,,72231553917,9.9535135,20.4375,14.402778,25.090278,11.52525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-05-01,43,3,,,6495,437,,,,,,-57,-18,-33,-40,-53,21,,30.06864,-89.92813,,907,,,72231553917,9.9535135,20.715278,13.270833,26.375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-05-02,29,2,,,6524,439,,,,,,-64,-24,-54,-44,-46,15,,30.06864,-89.92813,,907,,,72231553917,9.9535135,21.465278,14.659722,26.819444,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-05-03,14,2,,,6538,441,,,,,,-65,-22,-38,-48,-46,12,,30.06864,-89.92813,,907,,,72231553917,9.9535135,22.798611,16.875,27.465278,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-05-04,19,6,,,6557,447,,,,,,-54,-20,-32,-43,-51,19,,30.06864,-89.92813,,907,,,72231553917,9.9535135,23.5,18.048611,28.409722,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-05-05,18,6,,,6575,453,,,,,,-47,-13,-31,-41,-52,19,,30.06864,-89.92813,,907,,,72231553917,9.9535135,24.590278,19.506944,30.513889,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-05-06,33,11,,,6608,464,,,,,,-47,-11,-24,-37,-52,18,,30.06864,-89.92813,,907,,,72231553917,9.9535135,25.145833,20.805556,29.3125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-05-07,18,-1,,,6626,463,,,,,,-51,-13,-35,-35,-53,19,,30.06864,-89.92813,,907,,,72231553917,9.9535135,20.923611,15,26.944444,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-05-08,19,0,,,6645,463,,,,,,-60,-24,-58,-47,-53,23,,30.06864,-89.92813,,907,,,72231553917,9.9535135,21.076389,16.083333,28.444444,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-05-09,29,5,,,6674,468,,,,,,-63,-12,-64,-49,-45,14,,30.06864,-89.92813,,907,,,72231553917,9.9535135,18.076389,15.722222,20.416667,11.46175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-05-10,8,0,,,6682,468,,,,,,-65,-10,-39,-42,-43,9,,30.06864,-89.92813,,907,,,72231553917,9.9535135,20.347222,15.777778,25.694444,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-05-11,11,2,,,6693,470,,,,,,-54,-23,-35,-40,-50,19,,30.06864,-89.92813,,907,,,72231553917,9.9535135,21.708333,14.840278,27.229167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486231,geoId/22071,US,United States of America,LA,Louisiana,22071,Orleans Parish,US,USA,2,2020-05-12,25,7,,,6718,477,,,,,,-48,-17,-29,-39,-50,19,,30.06864,-89.92813,,907,,,72231553917,9.9535135,21.993056,16.638889,26.118056,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389617,,,,,,,,,,,,,,,,,,,,,,,,,,,
