wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,gdp,gdp_per_capita,human_capital_index,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,open_street_maps,latitude,longitude,elevation,area,rural_area,urban_area,noaa_station,noaa_distance,average_temperature,minimum_temperature,maximum_temperature,rainfall,snowfall,f_0,f_1,f_5,f_10,f_15,f_20,f_25,f_30,f_35,f_40,f_45,f_50,f_55,f_60,f_65,f_70,f_75,f_80,m_0,m_1,m_5,m_10,m_15,m_20,m_25,m_30,m_35,m_40,m_45,m_50,m_55,m_60,m_65,m_70,m_75,m_80,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,stringency_index,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds,nurses,physicians,health_expenditure,out_of_pocket_health_expenditure,population,population_male,population_female,rural_population,urban_population,largest_city_population,clustered_population,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_89,population_age_90_99,new_hospitalized,total_hospitalized,current_hospitalized,new_intensive_care,total_intensive_care,current_intensive_care,new_ventilator,total_ventilator,current_ventilator
Q1525449,,CO,Colombia,52,Nariño,52427,Magüí,CO,COL,2,2020-05-02,0,1,0,,0,1,0,,,,,,,,,,,,1.7658333,-78.182778,40,,,,80342099999,107.47736,16.925926,13.666667,20.462963,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25373,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1525449,,CO,Colombia,52,Nariño,52427,Magüí,CO,COL,2,2020-05-10,1,0,0,,1,1,0,,,,,,,,,,,,1.7658333,-78.182778,40,,,,80342099999,107.47736,17.759259,12.333333,21.666667,0.084666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25373,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1525449,,CO,Colombia,52,Nariño,52427,Magüí,CO,COL,2,2020-05-25,1,0,0,,2,1,0,,,,,,,,,,,,1.7658333,-78.182778,40,,,,80342099999,107.47736,17.138889,12,21.527778,0.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25373,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1525449,,CO,Colombia,52,Nariño,52427,Magüí,CO,COL,2,2020-06-14,0,1,0,,2,2,0,,,,,,,,,,,,1.7658333,-78.182778,40,,,,80342099999,107.47736,15.402778,11.75,20.25,0.67733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25373,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1525449,,CO,Colombia,52,Nariño,52427,Magüí,CO,COL,2,2020-06-18,3,0,0,,5,2,0,,,,,,,,,,,,1.7658333,-78.182778,40,,,,80342099999,107.47736,16.349206,10.960317,21.896825,1.6933333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25373,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1525449,,CO,Colombia,52,Nariño,52427,Magüí,CO,COL,2,2020-06-19,1,0,0,,6,2,0,,,,,,,,,,,,1.7658333,-78.182778,40,,,,80342099999,107.47736,15.472222,11.847222,19.25,1.9473333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25373,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1525449,,CO,Colombia,52,Nariño,52427,Magüí,CO,COL,2,2020-06-20,2,0,0,,8,2,0,,,,,,,,,,,,1.7658333,-78.182778,40,,,,80342099999,107.47736,15,11.233333,19.3,3.7465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25373,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1525449,,CO,Colombia,52,Nariño,52427,Magüí,CO,COL,2,2020-06-21,1,0,0,,9,2,0,,,,,,,,,,,,1.7658333,-78.182778,40,,,,80342099999,107.47736,16.833333,12.592593,21,9.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25373,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1525449,,CO,Colombia,52,Nariño,52427,Magüí,CO,COL,2,2020-06-22,1,0,0,,10,2,0,,,,,,,,,,,,1.7658333,-78.182778,40,,,,80342099999,107.47736,15.763889,11.173611,20.645833,1.9685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25373,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1525449,,CO,Colombia,52,Nariño,52427,Magüí,CO,COL,2,2020-06-24,5,0,0,,15,2,0,,,,,,,,,,,,1.7658333,-78.182778,40,,,,80342099999,107.47736,16.555556,13,20.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25373,,,,,,,,,,,,,,,,,,,,,,,,,,,
