Region,Borough_Census_Area,Community,All_Cases,Community_Cases,Secondary_Cases,Travel_Cases,UI_Cases,Hospitalizations,Deaths,Recovered,Active,ObjectId,Residency,All_Cases__New_
Matanuska-Susitna,Matanuska-Susitna Borough,Meadow Lakes,1,0,0,0,1,0,0,0,1,28,Alaska Resident,0
Matanuska-Susitna,Matanuska-Susitna Borough,Other,4,0,0,1,3,0,0,2,2,29,Alaska Resident,0
Matanuska-Susitna,Matanuska-Susitna Borough,Palmer,56,14,7,3,32,2,0,17,39,30,Alaska Resident,1
Matanuska-Susitna,Matanuska-Susitna Borough,Sutton-Alpine,1,0,0,0,1,0,0,0,1,31,Alaska Resident,1
Matanuska-Susitna,Matanuska-Susitna Borough,Wasilla,102,17,19,3,63,5,2,29,71,32,Alaska Resident,7
Matanuska-Susitna,Matanuska-Susitna Borough,Willow,11,3,3,0,5,1,0,2,9,33,Alaska Resident,0
Northern,Nome Census Area,Nome,10,3,0,2,5,0,0,5,5,34,Alaska Resident,0
Northern,Nome Census Area,Other,6,1,0,0,5,0,0,0,6,35,Alaska Resident,1
Northern,North Slope Borough,Other,4,2,0,0,2,1,0,1,3,36,Alaska Resident,0
Northern,North Slope Borough,Utqiagvik,2,0,0,1,1,0,0,0,2,37,Alaska Resident,0
Northern,Northwest Arctic Borough,Kotzebue,2,1,0,0,1,0,0,1,1,38,Alaska Resident,0
Northern,Northwest Arctic Borough,Other,6,4,1,1,0,0,0,4,2,39,Alaska Resident,0
Southeast,Haines Borough,Haines,3,2,0,0,1,0,0,1,2,40,Alaska Resident,0
Southeast,Juneau City and Borough,Douglas,2,2,0,0,0,0,0,2,0,41,Alaska Resident,0
Southeast,Juneau City and Borough,Juneau,60,9,26,6,19,8,2,37,21,42,Alaska Resident,4
Southeast,Ketchikan Gateway Borough,Ketchikan,24,0,14,6,4,2,0,17,7,43,Alaska Resident,1
Southeast,Ketchikan Gateway Borough,Other,1,0,0,0,1,0,0,1,0,44,Alaska Resident,0
Southeast,Petersburg Borough,Petersburg,6,2,0,2,2,1,1,3,2,45,Alaska Resident,0
Southeast,Prince of Wales-Hyder Census Area,Craig,2,1,0,1,0,0,0,2,0,46,Alaska Resident,0
Southeast,Sitka City and Borough,Sitka,15,6,4,2,3,0,0,11,4,47,Alaska Resident,0
Southeast,Wrangell City and Borough,Wrangell,3,1,1,1,0,0,0,1,2,48,Alaska Resident,0
Southwest,Aleutians West Census Area,Unalaska,1,0,0,0,1,0,0,0,1,49,Alaska Resident,0
Southwest,Bethel Census Area,Bethel,8,4,1,2,1,0,0,3,5,50,Alaska Resident,0
Southwest,Bethel Census Area,Other,8,4,1,0,3,0,0,3,5,51,Alaska Resident,0
Southwest,Bristol Bay plus Lake and Peninsula,Other,5,2,1,0,2,1,0,2,3,52,Alaska Resident,0
Southwest,Kusilvak Census Area,Other,3,1,0,0,2,0,0,0,3,53,Alaska Resident,0
Anchorage,Anchorage Municipality,Anchorage,95,1,4,54,36,0,0,34,61,54,Non-Resident,0
Anchorage,Anchorage Municipality,Eagle River,1,0,0,0,1,0,0,0,1,55,Non-Resident,0
Gulf Coast,Kenai Peninsula Borough,Homer,2,1,0,1,0,0,0,2,0,56,Non-Resident,0
Gulf Coast,Kenai Peninsula Borough,Kenai,6,0,2,2,2,0,0,4,2,57,Non-Resident,0
Gulf Coast,Kenai Peninsula Borough,Nikiski,2,0,2,0,0,0,0,2,0,58,Non-Resident,0
Gulf Coast,Kenai Peninsula Borough,Other North,1,0,0,0,1,0,0,0,1,59,Non-Resident,0
Gulf Coast,Kenai Peninsula Borough,Other South,1,0,0,0,1,0,0,0,1,60,Non-Resident,0
Gulf Coast,Kenai Peninsula Borough,Seward,14,3,0,1,10,0,0,3,11,61,Non-Resident,0
Gulf Coast,Kodiak Island Borough,Kodiak,8,1,0,3,4,0,0,0,8,62,Non-Resident,0
Gulf Coast,Valdez-Cordova Census Area,Cordova,7,0,0,6,1,0,0,4,3,63,Non-Resident,0
Gulf Coast,Valdez-Cordova Census Area,Other,12,0,0,2,10,0,0,1,11,64,Non-Resident,0
Gulf Coast,Valdez-Cordova Census Area,Valdez,18,1,2,0,15,0,0,1,17,65,Non-Resident,0
Interior,Denali Borough,Healy,1,0,0,0,1,0,0,0,1,66,Non-Resident,0
Interior,Denali Borough,Other,1,0,0,0,1,0,0,0,1,67,Non-Resident,0
Interior,Fairbanks North Star Borough,Fairbanks,28,0,9,6,13,0,0,8,20,68,Non-Resident,0
Interior,Fairbanks North Star Borough,North Pole,1,0,0,0,1,0,0,0,1,69,Non-Resident,0
Interior,Southeast Fairbanks Census Area,Delta Junction,12,0,7,0,5,0,0,7,5,70,Non-Resident,0
Matanuska-Susitna,Matanuska-Susitna Borough,Other,1,0,0,1,0,0,0,1,0,71,Non-Resident,0
Matanuska-Susitna,Matanuska-Susitna Borough,Wasilla,2,0,0,1,1,0,0,1,1,72,Non-Resident,0
Northern,Nome Census Area,Nome,3,1,0,1,1,0,0,1,2,73,Non-Resident,0
Northern,North Slope Borough,Prudhoe Bay,1,0,0,1,0,0,0,0,1,74,Non-Resident,0
Southeast,Haines Borough,Haines,1,0,0,1,0,0,0,0,1,75,Non-Resident,0
Southeast,Haines Borough,Other,3,0,0,0,3,0,0,0,3,76,Non-Resident,0
Southeast,Juneau City and Borough,Juneau,10,2,0,2,6,0,0,3,7,77,Non-Resident,1
Southeast,Ketchikan Gateway Borough,Ketchikan,11,1,2,7,1,0,0,7,4,78,Non-Resident,0
Southeast,Petersburg Borough,Petersburg,4,1,0,1,2,0,0,1,3,79,Non-Resident,0
Southeast,Prince of Wales-Hyder Census Area,Craig,1,1,0,0,0,0,0,1,0,80,Non-Resident,0
Southeast,Sitka City and Borough,Sitka,9,0,1,2,6,0,0,3,6,81,Non-Resident,0
Southeast,Wrangell City and Borough,Wrangell,6,0,0,4,2,0,0,4,2,82,Non-Resident,0
Southeast,Yakutat plus Hoonah-Angoon,Other,1,0,0,1,0,0,0,1,0,83,Non-Resident,0
Southwest,Aleutians East Borough,Other,2,0,0,1,1,0,0,1,1,84,Non-Resident,0
Southwest,Aleutians West Census Area,Unalaska,47,0,0,3,44,0,0,3,44,85,Non-Resident,36
Southwest,Bethel Census Area,Bethel,2,0,0,2,0,0,0,2,0,86,Non-Resident,0
Southwest,Bristol Bay plus Lake and Peninsula,Other,58,5,5,17,31,0,0,9,49,87,Non-Resident,0
Southwest,Dillingham Census Area,Dillingham,21,0,2,12,7,0,0,16,5,88,Non-Resident,0
Unknown,Unknown,Unknown,10,0,0,3,7,0,0,0,10,89,Non-Resident,0
