Region,Borough_Census_Area,Community,All_Cases,Community_Cases,Secondary_Cases,Travel_Cases,UI_Cases,Hospitalizations,Deaths,Recovered,Active,ObjectId,Residency,All_Cases__New_
Interior,Fairbanks North Star Borough,North Pole,1,0,0,0,1,0,0,0,1,76,Non-Resident,0
Interior,Southeast Fairbanks Census Area,Delta Junction,12,0,8,0,4,0,0,7,5,77,Non-Resident,0
Matanuska-Susitna,Matanuska-Susitna Borough,Big Lake,1,0,0,1,0,0,0,1,0,78,Non-Resident,1
Matanuska-Susitna,Matanuska-Susitna Borough,Other,1,0,0,1,0,0,0,1,0,79,Non-Resident,0
Matanuska-Susitna,Matanuska-Susitna Borough,Wasilla,6,1,0,2,3,0,0,2,4,80,Non-Resident,2
Matanuska-Susitna,Matanuska-Susitna Borough,Willow,1,0,0,1,0,0,0,0,1,81,Non-Resident,1
Northern,Nome Census Area,Nome,3,1,0,1,1,0,0,1,2,82,Non-Resident,0
Northern,North Slope Borough,Prudhoe Bay,1,0,0,1,0,0,0,0,1,83,Non-Resident,0
Southeast,Haines Borough,Haines,1,0,0,1,0,0,0,0,1,84,Non-Resident,0
Southeast,Haines Borough,Other,3,0,0,0,3,0,0,0,3,85,Non-Resident,0
Southeast,Juneau City and Borough,Juneau,42,2,4,3,33,0,0,8,34,86,Non-Resident,3
Southeast,Ketchikan Gateway Borough,Ketchikan,13,1,2,8,2,0,0,8,5,87,Non-Resident,0
Southeast,Petersburg Borough,Petersburg,4,1,0,1,2,0,0,1,3,88,Non-Resident,0
Southeast,Prince of Wales-Hyder Census Area,Craig,1,1,0,0,0,0,0,1,0,89,Non-Resident,0
Southeast,Sitka City and Borough,Sitka,9,0,1,3,5,0,0,4,5,90,Non-Resident,0
Southeast,Wrangell City and Borough,Wrangell,6,0,0,4,2,0,0,4,2,91,Non-Resident,0
Southeast,Yakutat plus Hoonah-Angoon,Other,1,0,0,1,0,0,0,1,0,92,Non-Resident,0
Southwest,Aleutians East Borough,Other,2,0,0,1,1,0,0,1,1,93,Non-Resident,0
Southwest,Aleutians West Census Area,Unalaska,84,0,0,3,81,1,0,3,81,94,Non-Resident,0
Southwest,Bethel Census Area,Bethel,2,0,0,2,0,0,0,2,0,95,Non-Resident,0
Southwest,Bristol Bay plus Lake and Peninsula,Other,61,6,5,17,33,0,0,9,52,96,Non-Resident,1
Southwest,Dillingham Census Area,Dillingham,21,0,2,12,7,0,0,16,5,97,Non-Resident,0
Unknown,Unknown,Unknown,32,0,2,3,27,0,0,1,31,98,Non-Resident,11
